dataset,count_dx,tool,cell_count,tool_cell_count
https://entity.api.hubmapconsortium.org/entities/e855a116375f67684fb25be9600e455b,-3,popv,13999,13996
https://entity.api.hubmapconsortium.org/entities/089ebad7c98cebe22f6d97b246fb45c6,-2,popv,204,202
https://entity.api.hubmapconsortium.org/entities/237b8f24c23821690519af862cf25a9f,-2,popv,8688,8686
https://entity.api.hubmapconsortium.org/entities/24f6fc63d7f0444d459de7f419701e86,-2,popv,1689,1687
https://entity.api.hubmapconsortium.org/entities/3de525fe3e5718f297e8d62e037a042d,-2,popv,6000,5998
https://entity.api.hubmapconsortium.org/entities/3ff97368165004ae9e3b799cef261a2a,-2,popv,18988,18986
https://entity.api.hubmapconsortium.org/entities/43b15fb53db3518a5b1b0dcd4a63ddda,-2,popv,10992,10990
https://entity.api.hubmapconsortium.org/entities/7b4d9ca7452ea1303ecca268db1fccba,-2,popv,20000,19998
https://entity.api.hubmapconsortium.org/entities/a24771788dc2d572e267badeb701161d,-2,popv,276,274
https://entity.api.hubmapconsortium.org/entities/b5875c58fe4e471ffa9c522730c5e22a,-2,popv,20000,19998
https://entity.api.hubmapconsortium.org/entities/f9848244883f6c70972acef16680431a,-2,popv,8688,8686
https://entity.api.hubmapconsortium.org/entities/ffade7fd19cebd25cd9a9fab2111cb09,-2,popv,22998,22996
https://entity.api.hubmapconsortium.org/entities/04968c1fe0149ee367b0e53af55763e4,-1,popv,3023,3022
https://entity.api.hubmapconsortium.org/entities/6751b407aa567865e4aa0bff3bd80a78,-1,popv,1872,1871
https://entity.api.hubmapconsortium.org/entities/846e56ed969922f1cb7a81619b175620,-1,popv,346,345
https://entity.api.hubmapconsortium.org/entities/a44f5dbe2472dac447b0f91a24da8b30,-1,popv,17996,17995
https://entity.api.hubmapconsortium.org/entities/b1a0bb5adb99161eb40f977358187c6d,-1,popv,2709,2708
https://entity.api.hubmapconsortium.org/entities/b23c6f176280ad4c9fe8f74509cb6cf6,-1,popv,203,202
https://entity.api.hubmapconsortium.org/entities/ec9405ca3fa9c22273927f0d57c8cc97,-1,popv,5999,5998
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,0,azimuth,4970,4970
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,0,celltypist,4970,4970
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,0,popv,4970,4970
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,0,azimuth,8894,8894
