organId,organ,modality,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0001004,respiratory system,sc_bulk,Medial bronchopulmonary segment,Right anterior segmental bronchus,0.51005913601645841222,50,2
UBERON:0001004,respiratory system,sc_bulk,Right apical segmental bronchus,Right anterior segmental bronchus,0.45460020749092109333,2,2
UBERON:0001004,respiratory system,sc_bulk,Lateral bronchopulmonary segment,Right anterior segmental bronchus,0.52820172416822260444,31,2
UBERON:0001004,respiratory system,sc_bulk,Right superior bronchopulmonary segment,Right anterior segmental bronchus,0.54332756160825850222,4,2
UBERON:0001004,respiratory system,sc_bulk,Left anterior bronchopulmonary segment,Right anterior segmental bronchus,0.45471696374392027844,13,2
UBERON:0001004,respiratory system,sc_bulk,Right anterior bronchopulmonary segment,Right anterior segmental bronchus,0.54608892695829791889,18,2
UBERON:0001004,respiratory system,sc_bulk,Left apical bronchopulmonary segment,Right anterior segmental bronchus,0.53409214600679334667,11,2
UBERON:0001004,respiratory system,sc_bulk,Right posterior bronchopulmonary segment,Right anterior segmental bronchus,0.51784994573441288289,13,2
UBERON:0001004,respiratory system,sc_bulk,left lung hilus,Right anterior segmental bronchus,0.391003253104311978,3,2
UBERON:0004539,right kidney,sc_bulk,renal column,outer cortex of kidney,0.758417167655456,23,149
UBERON:0004538,left kidney,sc_bulk,renal column,outer cortex of kidney,0.758417167655456,23,149
UBERON:0000948,heart,sc_bulk,heart right ventricle,heart left ventricle,0.4033127827514677,29,70
UBERON:0000948,heart,sc_bulk,right cardiac atrium,heart left ventricle,0.2846739170372809,16,70
UBERON:0000948,heart,sc_bulk,left cardiac atrium,interventricular septum,0.32042689414498027,14,14
UBERON:0000948,heart,sc_bulk,heart right ventricle,interventricular septum,0.48869103062341557,29,14
UBERON:0000948,heart,sc_bulk,heart left ventricle,interventricular septum,0.4479745840535483,70,14
UBERON:0000948,heart,sc_bulk,right cardiac atrium,interventricular septum,0.3912626502315880686,16,14
UBERON:0000059,large intestine,sc_bulk,descending colon,sigmoid colon,0.9139716292556097,19,19
UBERON:0000059,large intestine,spatial,descending colon,sigmoid colon,0.9394994685178456,19,19
UBERON:0004538,left kidney,sc_bulk,outer cortex of kidney,kidney pyramid,0.9096549086928603,149,116
UBERON:0004539,right kidney,sc_bulk,outer cortex of kidney,kidney pyramid,0.9096549086928603,149,116
UBERON:0000059,large intestine,sc_bulk,ascending colon,sigmoid colon,0.9244812229982519,18,19
