organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,10,76,0,86,EC2_cap; Capillary EC; Capillary Endothelial; EC3_cap; EC1_cap; SCN7A fibroblast; Fibroblast; FB4_activated; FB5; PCOLCE2 fibroblast; FB1; FB3; Mesothelial; CD8+T_cytox; Adip1; Adipocyte; abT (entry) cell; CD8+T_te; Adip2; EC7_endocardial; Endocardial; Endocardial cell; Venous Endothelial; NK_CD56hi; CD56 NK cell; CD16+Mo; B; T/NK_cycling; B_plasma; Plasma cell; EC6_ven; Venous EC; Mast; Mast cell; Microglia; Neuronal; Monocyte/cDC; Monocyte/DC; cDC1; Memory CD4 T cell; GZMB CD8 T cell; KLRB1 CD8 T cell; CD8+T_trans; EC4_immune; Endothelial���mesenchymal transition EC; Endothelial; Fetal HBG+ erythrocyte; LYVE1+TIMD4+MP; Macrophage; LYVE1 macrophage; LYVE1+IGF1+MP; DIAPH3+ macrophage; CD4+T_naive; Naive CD4 T cell; Neut; Neutrophil; SMC1_basic; Vascular smooth muscle cell; CD16 monocyte; cDC2; EC5_art; Arterial Endothelial; Arterial EC; CD4+T_reg; Treg cell; Cycling T/NK cell; KLRB1 cytotoxic CD4 T; CD14 monocyte; EC8_ln; Lymphatic Endothelial; Lymphatic EC; Memory B cell; Naive B cell; Pericyte; PC1_vent; Smooth Muscle; T; Myofibroblast; NK; pDC; Tfh cell; Glial cell of intestine; gdT; MAIT cell; CD4+T_Th1; DC; CXCL14 inhibitory neuron; CD4+T_Th2; Mammillary body neuron; Astrocyte; Alveolar macrophage; Horizontal cell; Memory T cell; Cone-OFF-bipolar cell; Naive T cell; Aerocyte; ILC; CD8+T_em; MAIT-like; SAN_P_cell; CD4+T_Tfh; Amacrine cell; SV2C inhibitory neuron; D1 medium spiny neuron; Ganglion cell; NC2_glial_NGF+; Atrial Cardiomyocyte; vCM2; NC1_glial; aCM5; CD4+T_act; NK_CD16hi; CD14+Mo; Ventricular cardiomyocyte; Atrial cardiomyocyte; CD16 NK cell; M1 macrophage; GZMK CD8 T cell; vCM1; Late hemoglobin+ erythroblast; vCM3_stressed; Ventricular Cardiomycoyte; aCM2; CD4+T_Th17; LYVE1+MP_cycling; Double negative T cell; HSC; MPP; Platelet,244.28947368421052631579
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,7,138,0,13,82,23,95,Capillary EC; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; abT (entry) cell; Venous Endothelial; NK_CD56hi; CD56 NK cell; CD16+Mo; B; T/NK_cycling; CD8+T_te; PCOLCE2 fibroblast; Fibroblast; FB1; SCN7A fibroblast; FB2; FB3; Metallothionein+ fibroblast; FB4_activated; FB5; CFD+MGP+ fibroblast; POSTN fibroblast; EC6_ven; Venous EC; Naive T cell; Cone-OFF-bipolar cell; Aerocyte; ILC; Amacrine cell; CD8+T_em; MAIT-like; SAN_P_cell; SST inhibitory neuron; CD4+T_Tfh; Purkinje_cell; cDC1; Memory CD4 T cell; GZMB CD8 T cell; KLRB1 CD8 T cell; Fetal HBG+ erythrocyte; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; LYVE1 macrophage; DIAPH3+ macrophage; CD4+T_naive; Naive CD4 T cell; Neut; Neutrophil; Vascular smooth muscle cell; SMC1_basic; Microglia; Neuronal; Monocyte/DC; Monocyte/cDC; B_plasma; Plasma cell; CD8+T_trans; Pericyte; PC3_str; PC1_vent; PC2_atria; PC4_CMC-like; Smooth Muscle; Mast; Mast cell; Cycling T/NK cell; Germinal center B cell; Memory T cell; Endothelial���mesenchymal transition EC; EC4_immune; Endothelial; EC10_CMC-like; NK; Tissue-resident NK cell; pDC; Tfh cell; Glial cell of intestine; Mesothelial; CRABP1+ mesothelial cell; Meso; GATA4+ mesothelial cell; CD8+T_cytox; Adipocyte; Adip1; Adip2; Adip3; EC7_endocardial; Endocardial; Endocardial cell; Alveolar macrophage; Horizontal cell; Lymphatic Endothelial; EC8_ln; Lymphatic EC; Memory B cell; Naive B cell; KLRB1 cytotoxic CD4 T; GZMK cytotoxic CD4 T cell; CD14 monocyte; Arterial Endothelial; EC5_art; Arterial EC; Ganglion cell; LYVE1+MP_cycling; CD4+T_Th17; AVN_P_cell; Hofbauer cell; SV2C inhibitory neuron; Double negative T cell; HSC; MPP; gdT; MAIT cell; CD4+T_Th1; DC; mregDC; T; Myofibroblast; CXCL14 inhibitory neuron; L5/6 excitatory neuron; CD4+T_Th2; Mammillary body neuron; Astrocyte; NK_CD16hi; CD16 NK cell; Atrial cardiomyocyte; Atrial Cardiomyocyte; aCM1; aCM4; aCM2; aCM5; aCM3; Ventricular Cardiomycoyte; vCM1; vCM4; vCM2; vCM3_stressed; NC1_glial; NC2_glial_NGF+; CD14+Mo; CD4+T_act; Ventricular cardiomyocyte; Late hemoglobin+ erythroblast; M1 macrophage; GZMK CD8 T cell; Eccentric medium spiny neuron; VIP inhibitory neuron; Platelet; CD16 monocyte; cDC2; Treg cell; CD4+T_reg; Rod-bipolar cell; AVN_bundle_cell; D1 medium spiny neuron,293.50362366425885021790
VHFHeart,UBERON:0000948,heart right ventricle,73521.72645229718,49,2,85,0,11,78,22,89,CD16+Mo; B; T/NK_cycling; Plasma cell; B_plasma; Capillary EC; Capillary Endothelial; EC2_cap; EC1_cap; EC3_cap; abT (entry) cell; CD8+T_te; T; Myofibroblast; Memory B cell; Naive B cell; Pericyte; PC1_vent; PC3_str; PC2_atria; Smooth Muscle; NK; Tissue-resident NK cell; Cycling T/NK cell; KLRB1 cytotoxic CD4 T; ILC; CD8+T_em; MAIT-like; SAN_P_cell; CD4+T_Tfh; Amacrine cell; SV2C inhibitory neuron; D1 medium spiny neuron; Naive T cell; Aerocyte; Double negative T cell; HSC; Skeletal muscle cell; MPP; Platelet; Ventricular cardiomyocyte; CD16 NK cell; NK_CD16hi; GZMK CD8 T cell; Atrial cardiomyocyte; aCM1; Atrial Cardiomyocyte; aCM5; aCM2; vCM1; Ventricular Cardiomycoyte; vCM4; vCM2; vCM3_stressed; NC1_glial; NC2_glial_NGF+; CD14+Mo; CD4+T_act; Venous EC; EC6_ven; Mast; Mast cell; cDC1; Monocyte/cDC; Monocyte/DC; Fetal HBG+ erythrocyte; LYVE1+IGF1+MP; LYVE1 macrophage; Macrophage; DIAPH3+ macrophage; LYVE1+TIMD4+MP; MoMP; Naive CD4 T cell; CD4+T_naive; Neutrophil; Neut; Vascular smooth muscle cell; SMC1_basic; CD16 monocyte; Glial cell of intestine; gdT; MAIT cell; CXCL14 inhibitory neuron; CD4+T_Th1; DC; Ganglion cell; CD4+T_Th17; LYVE1+MP_cycling; Mammillary body neuron; Astrocyte; Alveolar macrophage; Horizontal cell; Memory T cell; Microglia; Neuronal; Treg cell; CD4+T_reg; PCOLCE2 fibroblast; FB1; Fibroblast; FB3; SCN7A fibroblast; Metallothionein+ fibroblast; FB4_activated; FB5; Mesothelial; Meso; CRABP1+ mesothelial cell; AVN_P_cell; NK_CD56hi; CD56 NK cell; Venous Endothelial; Late hemoglobin+ erythroblast; M1 macrophage; Rod-bipolar cell; Memory CD4 T cell; CD8+T_trans; Endothelial���mesenchymal transition EC; EC10_CMC-like; EC4_immune; Endothelial; KLRB1 CD8 T cell; GZMB CD8 T cell; CD14 monocyte; Arterial Endothelial; Arterial EC; EC5_art; Lymphatic Endothelial; Lymphatic EC; EC8_ln; CD8+T_cytox; Adipocyte; Adip1; Adip2; Endocardial; Endocardial cell; EC7_endocardial; pDC; Tfh cell; cDC2; Cone-OFF-bipolar cell; CD4+T_Th2,232.89498831726666013739
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,1,36,0,10,76,19,86,abT (entry) cell; CD8+T_te; PCOLCE2 fibroblast; FB1; Fibroblast; FB3; SCN7A fibroblast; FB4_activated; FB5; Mesothelial; CD8+T_cytox; Adip1; Adipocyte; Adip2; EC8_ln; Lymphatic Endothelial; Lymphatic EC; EC4_immune; Endothelial���mesenchymal transition EC; Endothelial; Fetal HBG+ erythrocyte; LYVE1+TIMD4+MP; Macrophage; LYVE1 macrophage; LYVE1+IGF1+MP; DIAPH3+ macrophage; CD4+T_naive; Naive CD4 T cell; Neut; Neutrophil; SMC1_basic; Vascular smooth muscle cell; CD16 monocyte; cDC2; CD4+T_reg; Treg cell; Microglia; EC2_cap; Capillary EC; Capillary Endothelial; EC3_cap; EC1_cap; Cycling T/NK cell; KLRB1 cytotoxic CD4 T; Arterial Endothelial; EC5_art; Arterial EC; CD14 monocyte; Double negative T cell; HSC; MPP; Platelet; MAIT-like; SAN_P_cell; CD4+T_Tfh; Amacrine cell; SV2C inhibitory neuron; D1 medium spiny neuron; Ganglion cell; CD4+T_Th17; LYVE1+MP_cycling; vCM1; Ventricular Cardiomycoyte; vCM2; vCM3_stressed; Atrial cardiomyocyte; Atrial Cardiomyocyte; aCM5; aCM2; Ventricular cardiomyocyte; NK_CD16hi; CD16 NK cell; GZMK CD8 T cell; NC1_glial; NC2_glial_NGF+; CD4+T_act; Late hemoglobin+ erythroblast; CD14+Mo; M1 macrophage; B; CD16+Mo; B_plasma; Plasma cell; EC6_ven; Venous EC; T/NK_cycling; Mast; Mast cell; CD8+T_trans; GZMB CD8 T cell; KLRB1 CD8 T cell; CD4+T_Th2; Mammillary body neuron; Tfh cell; pDC; Glial cell of intestine; gdT; MAIT cell; CD4+T_Th1; Cone-OFF-bipolar cell; Naive T cell; Memory T cell; Aerocyte; ILC; CD8+T_em; Horizontal cell; Astrocyte; Alveolar macrophage; EC7_endocardial; Endocardial; Endocardial cell; Venous Endothelial; NK_CD56hi; CD56 NK cell; Neuronal; cDC1; Memory CD4 T cell; Monocyte/cDC; Monocyte/DC; Naive B cell; Pericyte; PC1_vent; Memory B cell; Smooth Muscle; T; Myofibroblast; NK; DC; CXCL14 inhibitory neuron,242.00282240555796786800
VHFHeart,UBERON:0000948,left cardiac atrium,21499.01206134312,49,1,49,0,10,66,22,76,NK_CD56hi; CD56 NK cell; CD16+Mo; Adipocyte; Adip1; Adip2; Endocardial; EC7_endocardial; Endocardial cell; Venous Endothelial; Venous EC; EC6_ven; Monocyte/cDC; Monocyte/DC; G2/M phase myeloid cell; cDC1; Memory CD4 T cell; CD4+T_Tfh; Purkinje_cell; Amacrine cell; D1 medium spiny neuron; Ganglion cell; LYVE1+MP_cycling; Atrial Cardiomyocyte; aCM3; Atrial cardiomyocyte; aCM1; aCM4; Ventricular Cardiomycoyte; vCM1; vCM4; vCM2; NC1_glial; CD4+T_act; NK_CD16hi; CD16 NK cell; CD14+Mo; Late hemoglobin+ erythroblast; Ventricular cardiomyocyte; GZMK CD8 T cell; M1 macrophage; Mesothelial; Meso; CRABP1+ mesothelial cell; CD8+T_cytox; B; B_plasma; Plasma cell; T/NK_cycling; Macrophage; LYVE1+TIMD4+MP; LYVE1 macrophage; LYVE1+IGF1+MP; CD4+T_naive; Naive CD4 T cell; Neut; Neutrophil; SMC1_basic; Vascular smooth muscle cell; SMC2_art; CD16 monocyte; Mast; Mast cell; Microglia; Neuronal; GZMB CD8 T cell; KLRB1 CD8 T cell; CD8+T_trans; Glial cell of intestine; pDC; mregDC; DC; CD4+T_Th1; CD8+T_te; Fibroblast; FB2; PCOLCE2 fibroblast; FB1; Metallothionein+ fibroblast; SCN7A fibroblast; FB3; abT (entry) cell; EC10_CMC-like; Endothelial���mesenchymal transition EC; Endothelial; EC4_immune; Fetal HBG+ erythrocyte; T; Smooth Muscle; Myofibroblast; NK; Tissue-resident NK cell; cDC2; Treg cell; CD4+T_reg; Cycling T/NK cell; KLRB1 cytotoxic CD4 T; CD14 monocyte; Arterial Endothelial; EC5_art; Arterial EC; Lymphatic Endothelial; EC8_ln; Lymphatic EC; MAIT-like; CD4+T_Th2; Mammillary body neuron; Astrocyte; Alveolar macrophage; ILC; CD8+T_em; Horizontal cell; Naive T cell; Memory T cell; PLCH1 L4/5 excitatory neuron; CXCL14 inhibitory neuron; Memory B cell; Naive B cell; Pericyte; PC1_vent; PC2_atria; Capillary Endothelial; EC1_cap; Capillary EC; EC2_cap; EC3_cap,134.41628742514970059880
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,10,66,26,76,Mesothelial; Meso; CRABP1+ mesothelial cell; CD8+T_cytox; Naive B cell; Pericyte; PC2_atria; PC4_CMC-like; Smooth Muscle; T; Myofibroblast; CD14 monocyte; KLRB1 cytotoxic CD4 T; Memory CD4 T cell; KLRB1 CD8 T cell; GZMB CD8 T cell; CD8+T_trans; Endothelial; EC10_CMC-like; EC4_immune; Endothelial���mesenchymal transition EC; Fetal HBG+ erythrocyte; Macrophage; LYVE1+TIMD4+MP; MoMP; LYVE1 macrophage; LYVE1+IGF1+MP; Naive CD4 T cell; CD4+T_naive; Capillary Endothelial; EC1_cap; Capillary EC; EC2_cap; abT (entry) cell; CD8+T_te; Adipocyte; Adip2; Adip1; Fibroblast; FB2; FB4_activated; Metallothionein+ fibroblast; NR4A3 fibroblast; SCN7A fibroblast; FB3; PCOLCE2 fibroblast; Microglia; Mast cell; Mast; B; CD16+Mo; T/NK_cycling; Plasma cell; B_plasma; EC6_ven; Venous EC; Atrial Cardiomyocyte; aCM3; Atrial cardiomyocyte; aCM1; aCM2; Ventricular Cardiomycoyte; vCM3_stressed; vCM4; vCM1; M1 macrophage; NC1_glial; NC2_glial_NGF+; CD4+T_act; NK_CD16hi; CD16 NK cell; GZMK CD8 T cell; CD14+Mo; Ventricular cardiomyocyte; Neuronal; Monocyte/cDC; Monocyte/DC; cDC1; SMC1_basic; SMC2_art; Vascular smooth muscle cell; Treg cell; CD4+T_reg; Ganglion cell; LYVE1+MP_cycling; AVN_P_cell; Double negative T cell; Astrocyte; Horizontal cell; Memory T cell; Naive T cell; ILC; CD8+T_em; MAIT-like; SST inhibitory neuron; CD4+T_Tfh; Amacrine cell; D1 medium spiny neuron; Endocardial; EC7_endocardial; Endocardial cell; Venous Endothelial; CD56 NK cell; NK_CD56hi; CD4+T_Th1; DC; mregDC; CD4+T_Th2; Mammillary body neuron; Tfh cell; Glial cell of intestine; MAIT cell; NK; Tissue-resident NK cell; Neutrophil; CD16 monocyte; cDC2; Late hemoglobin+ erythroblast; Arterial Endothelial; EC5_art; Arterial EC; Lymphatic EC; Lymphatic Endothelial; EC8_ln; Memory B cell; CXCL14 inhibitory neuron; L5/6 excitatory neuron,89.04175249564252891776
VHFLargeIntestine,UBERON:0000059,ascending colon,47324.75753238545,0,3,11,0,36,93,37,129,"abT (entry) cell; Capillary EC; Adipocyte; CD56 NK cell; B cell; b cell; fibroblast; IGFBP6+APOD+ fibroblast; CCL11+ fibroblast; C3+ fibroblast; CFD+MGP+ fibroblast; Mesothelium (RGS5+); CRABP1+ mesothelial cell; Mesothelium (PRG4+); SELL+ CD4 T; CD4-positive, alpha-beta T cell; t cell:cd4+; CD8 Tmem; GZMB CD8 T cell; KLRB1 CD8 T cell; Naive CD4 T cell; neutrophil; Neutrophil; Mast cell; mast cell; Microglia; cDC1; Memory CD4 T cell; NK T cell; plasma cell; Plasma cell; Mature venous EC; Venous EC; SELL+ CD8 T; CD8-positive, alpha-beta T cell; t cell:cd8+ alpha-beta; Endothelial���mesenchymal transition EC; endothelial cell; RBC; Fetal HBG+ erythrocyte; Macrophages; LYVE1 macrophage; macrophage; LYVE1+ Macrophage; BEST2+ Goblet cell; goblet cell; Goblet cell; myofibroblast; Myofibroblast; myofibroblast (RSPO2+); NK cell; natural killer cell; KLRB1 cytotoxic CD4 T; CD14 monocyte; Mature arterial EC; Arterial EC; LEC6 (ADAMTS4+); Lymphatic EC; endothelial cell of lymphatic vessel; LEC1 (ACKR4+); SMC (PART1/CAPN3+); muscle cell:smooth; SMC (PLPP2+); Activated T; Enterocyte; enterocyte; enterocyte:cd66+; enterocyte:muc1+; Paneth; Paneth cell; paneth cell; Transitional Stromal 3 (C3+); stromal cell; TA; transit amplifying cell; transit amplifying cell:proliferating; Pre-B; Pro-B; ProB cell; Proximal progenitor; ILCP; Th1; EECs; ILC2; dendritic cell; mregDC; Memory B; Memory B cell; Naive B; Naive B cell; STAT1+ Naive B; Pericyte; Contractile pericyte (PLN+); neuroendocrine cell; neuron; Megakaryocyte; MPO+ mono-neutrophil; Astrocyte; Alveolar macrophage; Horizontal cell; IgA plasma cell; ILC; Naive CD8 T cell; DZ GC cell; LZ GC cell; CLP; Glia 2 (ELN+); Glial cell of intestine; Glia 3 (BCAN+); Glia 1 (DHH+); interstitial cell of cajal; ICC; T reticular; Lymphoid DC; Tfh; Tfh cell; Stem cells; Tuft; Transit-amplifying cell; intestinal tuft cell; Tuft cell; Immature B; Amacrine cell; Germ; Ganglion cell; Th17; Skeletal muscle cell; Pyramidal neuron; Branch A2 (IPAN/IN); Branch A4 (IN); Branch A1 (iMN); Branch B1 (eMN); arterial capillary; IgG plasma cell; Cycling B cell; Cycling B; angiogenic pericyte; Colonocyte; I cells (CCK+); Cycling T/NK cell; Treg; Vascular smooth muscle cell; Monocytes; monocyte; cDC2; Treg cell; GC B cell; Germinal center B cell; Enteroendocrine cell; M/X cells (MLN/GHRL+); K cells (GIP+); FDC; TRGV2 gdT; TRGV4 gdT; LTi-like NCR+ ILC3; LTi-like NCR- ILC3; ILC3; Microfold cell; MAIT cell; EC cells (TAC1+); enterocyte of epithelium of large intestine; EC cells (NPW+); intestinal crypt stem cell of large intestine; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; epithelial cell of large intestine; Fetal venous EC; intestinal enteroendocrine cell; Adult Glia; L cells (PYY+); Cycling plasma cell; gut endothelial cell; CD16 NK cell; Surface mucous cell; lymphocyte:cd7+; enterocyte:cd57+; Late hemoglobin+ erythroblast; Mesoderm 1 (HAND1+); D cells (SST+); cycling EC; cycling neuroblast; MMP9+ Inflammatory macrophage; macrophage:inflammatory; M1 macrophage; BEST4+ epithelial; N cells (NTS+); Neuroblast; Activated CD8 T; cycling ENCC/glia; Activated CD4 T; cycling stromal; Fetal arterial EC; Immature pericyte; venous capillary; GZMK CD8 T cell; ENCC/glia Progenitor; IgM plasma cell",120.82701572008113590264
VHFLargeIntestine,UBERON:0000059,caecum,22571.84589429639,0,2,2,0,35,87,36,122,"B cell; b cell; Capillary EC; abT (entry) cell; fibroblast; IGFBP6+APOD+ fibroblast; CFD+MGP+ fibroblast; Mesothelium (RGS5+); Adipocyte; L cells (PYY+); BEST4+ epithelial; Immature pericyte; angiogenic pericyte; cycling ENCC/glia; Neuroblast; Fetal arterial EC; N cells (NTS+); arterial capillary; IgG plasma cell; Activated CD8 T; Endothelial���mesenchymal transition EC; endothelial cell; CD4-positive, alpha-beta T cell; t cell:cd4+; SELL+ CD4 T; GZMB CD8 T cell; CD8 Tmem; CD8-positive, alpha-beta T cell; t cell:cd8+ alpha-beta; SELL+ CD8 T; Memory CD4 T cell; NK T cell; plasma cell; Plasma cell; Venous EC; Mature venous EC; mast cell; Mast cell; cDC1; cDC2; Treg cell; GC B cell; Germinal center B cell; Cycling T/NK cell; KLRB1 cytotoxic CD4 T; Arterial EC; Mature arterial EC; Lymphatic EC; endothelial cell of lymphatic vessel; LEC6 (ADAMTS4+); LEC1 (ACKR4+); Memory B cell; Memory B; Naive B cell; STAT1+ Naive B; Naive B; muscle cell:smooth; SMC (PLPP2+); Activated T; Enterocyte; enterocyte; enterocyte:cd66+; enterocyte:muc1+; goblet cell; Goblet cell; Myofibroblast; myofibroblast (RSPO2+); myofibroblast; natural killer cell; NK cell; Paneth cell; Paneth; paneth cell; stromal cell; Transitional Stromal 3 (C3+); transit amplifying cell; transit amplifying cell:proliferating; TA; Lymphoid DC; Tfh; Stem cells; Tuft; DZ GC cell; LZ GC cell; CLP; Glial cell of intestine; Glia 3 (BCAN+); Glia 1 (DHH+); Glia 2 (ELN+); interstitial cell of cajal; ICC; T reticular; Enteroendocrine cell; M/X cells (MLN/GHRL+); FDC; TRGV2 gdT; TRGV4 gdT; LTi-like NCR- ILC3; ILC3; LTi-like NCR+ ILC3; Microfold cell; MAIT cell; Pre-B; Pro-B; ILCP; Proximal progenitor; Th1; EECs; ILC2; dendritic cell; neuroendocrine cell; neuron; Megakaryocyte; MPO+ mono-neutrophil; Astrocyte; Horizontal cell; IgA plasma cell; intestinal tuft cell; Tuft cell; Transit-amplifying cell; enterocyte of epithelium of large intestine; EC cells (TAC1+); EC cells (NPW+); intestinal crypt stem cell of large intestine; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; epithelial cell of large intestine; Immature B; Amacrine cell; Germ; Ganglion cell; Th17; Skeletal muscle cell; Pyramidal neuron; Fetal venous EC; Activated CD4 T; I cells (CCK+); D cells (SST+); cycling neuroblast; venous capillary; IgM plasma cell; ENCC/glia Progenitor; gut endothelial cell; intestinal enteroendocrine cell; CD16 NK cell; Colonocyte; Late hemoglobin+ erythroblast; Surface mucous cell; GZMK CD8 T cell; macrophage:inflammatory; M1 macrophage; MMP9+ Inflammatory macrophage; lymphocyte:cd7+; enterocyte:cd57+; Cycling plasma cell; Branch A4 (IN); Branch B1 (eMN); cycling EC; Adult Glia; Cycling B cell; Mesoderm 1 (HAND1+); RBC; Fetal HBG+ erythrocyte; LYVE1 macrophage; macrophage; LYVE1+ Macrophage; Macrophages; Naive CD4 T cell; neutrophil; Neutrophil; Treg; Vascular smooth muscle cell; monocyte; Monocytes; Pericyte; Contractile pericyte (PLN+)",169.08838278311742582532
VHFLargeIntestine,UBERON:0000059,descending colon,136105.177158006,3,3,3,0,36,89,37,125,"IgA plasma cell; intestinal tuft cell; Tuft cell; Transit-amplifying cell; EC cells (NPW+); enterocyte of epithelium of large intestine; EC cells (TAC1+); intestinal crypt stem cell of large intestine; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; epithelial cell of large intestine; Immature B; Amacrine cell; Germ; Ganglion cell; Th17; Cycling macrophage; Pyramidal neuron; Mature venous EC; Venous EC; Mast cell; mast cell; CLC+ Mast cell; Microglia; G2/M phase myeloid cell; cDC1; Memory CD4 T cell; SELL+ CD4 T; t cell:cd4+; CD4-positive, alpha-beta T cell; CD8 Tmem; GZMB CD8 T cell; KLRB1 CD8 T cell; CX3CR1+ CD8 Tmem; SELL+ CD8 T; t cell:cd8+ alpha-beta; CD8-positive, alpha-beta T cell; endothelial cell; RBC; Fetal HBG+ erythrocyte; Naive CD4 T cell; neutrophil; Neutrophil; Treg; Vascular smooth muscle cell; Monocytes; monocyte; CD16 monocyte; cDC2; Treg cell; GC B cell; Cycling T/NK cell; KLRB1 cytotoxic CD4 T; Mature arterial EC; Arterial EC; LEC1 (ACKR4+); LEC4 (STAB2+); endothelial cell of lymphatic vessel; Lymphatic EC; Memory B; Memory B cell; STAT1+ Naive B; Naive B cell; Contractile pericyte (PLN+); Pericyte; SMC (PLPP2+); muscle cell:smooth; Activated T; Enterocyte; enterocyte; enterocyte:cd66+; enterocyte:muc1+; Goblet cell; goblet cell; myofibroblast (RSPO2+); myofibroblast; Myofibroblast; NK cell; natural killer cell; Paneth; Paneth cell; Transitional Stromal 3 (C3+); mLTo; stromal cell; Stromal 3 (C7+); Stromal 2 (NPY+); TA; transit amplifying cell:proliferating; transit amplifying cell; Lymphoid DC; Tfh; Stem cells; Tuft; DZ GC cell; LZ GC cell; CLP; Glia 2 (ELN+); Glia 3 (BCAN+); Glial cell of intestine; ICC; interstitial cell of cajal; T reticular; M/X cells (MLN/GHRL+); Enteroendocrine cell; FDC; TRGV2 gdT; ILC3; LTi-like NCR+ ILC3; LTi-like NCR- ILC3; Microfold cell; MAIT cell; Pre-B; Pro-B; ProB cell; ILCP; Distal progenitor; Proximal progenitor; Th1; EECs; ILC2; dendritic cell; mregDC; neuroendocrine cell; neuron; Megakaryocyte; MPO+ mono-neutrophil; Mammillary body neuron; Astrocyte; Horizontal cell; LYVE1+ Macrophage; macrophage; LYVE1 macrophage; Macrophages; fibroblast; SCN7A fibroblast; KCNN3+ fibroblast; IGFBP6+APOD+ fibroblast; Mesothelium (RGS5+); CRABP1+ mesothelial cell; Adipocyte; b cell; B cell; NK T cell; plasma cell; Plasma cell; Capillary EC; Cycling B cell; Cycling B; Cycling plasma cell; Fetal venous EC; GZMK CD8 T cell; Cycling T cell; Activated CD4 T; arterial capillary; cycling ENCC/glia; L cells (PYY+); angiogenic pericyte; cycling EC; Adult Glia; D cells (SST+); I cells (CCK+); BEST4+ epithelial; IgG plasma cell; ENCC/glia Progenitor; N cells (NTS+); MMP9+ Inflammatory macrophage; macrophage:inflammatory; M1 macrophage; cycling neuroblast; Activated CD8 T; Fetal arterial EC; Immature pericyte; Neuroblast; venous capillary; gut endothelial cell; intestinal enteroendocrine cell; CD16 NK cell; Colonocyte; Late hemoglobin+ erythroblast; Intermediate EPCAM+ erythroblast; Surface mucous cell; lymphocyte:cd7+; enterocyte:cd57+; Branch B1 (eMN); Branch A2 (IPAN/IN); Branch A1 (iMN); Mesoderm 1 (HAND1+); ZEB2+ mesoderm; Mesoderm 2 (ZEB2+); cycling stromal",224.15295499439431957717
