organId,organ,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0001004,respiratory system,right lung hilus,Superior lingular bronchopulmonary segment,0.9390510891550252,2,9
UBERON:0001004,respiratory system,left lung hilus,Right anterior segmental bronchus,0.9386618198426611,3,2
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Lateral bronchopulmonary segment,0.9373227763314218,13,31
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Superior lingular bronchopulmonary segment,0.9373013871164696,31,9
UBERON:0001004,respiratory system,Left posterior bronchopulmonary segment,Left apical segmental bronchus,0.935759711830599,8,9
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Right superior segmental bronchus,0.9349298152994545,4,2
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Left anterior segmental bronchus,0.933667513821577,18,7
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Medial bronchopulmonary segment,0.9322619377849595,13,50
UBERON:0001004,respiratory system,right lung hilus,Left anterior bronchopulmonary segment,0.9312260425291594,2,13
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Right anterior segmental bronchus,0.9307344988686015,31,2
UBERON:0001004,respiratory system,Right apical bronchopulmonary segment,Superior lingular bronchus,0.9305408258255777,7,2
UBERON:0001004,respiratory system,Left anterior bronchopulmonary segment,Left apical bronchopulmonary segment,0.9293198283246622,13,11
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Left apical bronchopulmonary segment,0.9289375568071804,5,11
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Right superior segmental bronchus,0.9277635511164083,18,2
UBERON:0001004,respiratory system,Left anterior bronchopulmonary segment,Superior lingular bronchus,0.9275695161544343,13,2
UBERON:0001004,respiratory system,left lung hilus,Superior lingular bronchopulmonary segment,0.9271832906719326,3,9
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Left anterior segmental bronchus,0.9271012281877009,11,7
UBERON:0001004,respiratory system,Superior lingular bronchopulmonary segment,Inferior lingular bronchopulmonary segment,0.9262999797124776,9,5
UBERON:0001004,respiratory system,Left anterior bronchopulmonary segment,Right superior segmental bronchus,0.9259116683346205,13,2
UBERON:0001004,respiratory system,Superior lingular bronchopulmonary segment,Right apical segmental bronchus,0.9257122846873259,9,2
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Right anterior segmental bronchus,0.9256674117984561,50,2
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Left posterior bronchopulmonary segment,0.9255537088710217,11,8
UBERON:0001004,respiratory system,Right apical bronchopulmonary segment,Left apical segmental bronchus,0.9249654817984302,7,9
UBERON:0001004,respiratory system,Left anterior segmental bronchus,Superior lingular bronchus,0.9246336021745831,7,2
UBERON:0001004,respiratory system,Right superior segmental bronchus,Left apical segmental bronchus,0.924428770450236,2,9
UBERON:0001004,respiratory system,Left posterior bronchopulmonary segment,Left anterior segmental bronchus,0.9225355036306617,8,7
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Right anterior basal bronchopulmonary segment,0.9217191311102139,18,14
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Right superior bronchopulmonary segment,0.9210351036144934,14,4
UBERON:0001004,respiratory system,right lung hilus,Right posterior bronchopulmonary segment,0.9206018965832312,2,13
UBERON:0001004,respiratory system,right lung hilus,Left apical segmental bronchus,0.9196516981871055,2,9
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Left apical bronchopulmonary segment,0.9186635119743676,4,11
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Left anterior segmental bronchus,0.9182888793490721,4,7
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Left apical segmental bronchus,0.9161860985181972,13,9
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Left apical bronchopulmonary segment,0.9159049001201155,18,11
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Left posterior bronchopulmonary segment,0.9154858642431549,14,8
UBERON:0001004,respiratory system,right lung hilus,Right apical segmental bronchus,0.9154831971293703,2,2
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Right superior segmental bronchus,0.9148090078496802,13,2
UBERON:0001004,respiratory system,Right anterior segmental bronchus,Left apical segmental bronchus,0.9138390073605054,2,9
UBERON:0001004,respiratory system,Right apical bronchopulmonary segment,Left apical bronchopulmonary segment,0.9133626553491198,7,11
UBERON:0001004,respiratory system,Right apical segmental bronchus,Left apical segmental bronchus,0.911820432639832,2,9
UBERON:0001004,respiratory system,left lung hilus,Superior lingular bronchus,0.9116361903458169,3,2
UBERON:0001004,respiratory system,right lung hilus,Right anterior segmental bronchus,0.9115598289567828,2,2
UBERON:0001004,respiratory system,Right apical bronchopulmonary segment,Right apical segmental bronchus,0.9102126515847884,7,2
UBERON:0001004,respiratory system,Right apical bronchopulmonary segment,Medial bronchopulmonary segment,0.9094482088228366,7,50
UBERON:0001004,respiratory system,Right apical segmental bronchus,Superior lingular bronchus,0.9083867953040832,2,2
UBERON:0001004,respiratory system,left lung hilus,Left apical bronchopulmonary segment,0.9053432741071432,3,11
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Left apical bronchopulmonary segment,0.903712279034791,50,11
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Inferior lingular bronchopulmonary segment,0.9020551816809532,18,5
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Superior lingular bronchus,0.9019118726258473,13,2
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Superior lingular bronchus,0.9018975252269568,5,2
UBERON:0001004,respiratory system,Right superior segmental bronchus,Superior lingular bronchus,0.901754275079151,2,2
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Left anterior bronchopulmonary segment,0.9009495611493931,50,13
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Inferior lingular bronchopulmonary segment,0.900180788175642,4,5
UBERON:0001004,respiratory system,Right anterior segmental bronchus,Superior lingular bronchus,0.898993751485011,2,2
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Right apical segmental bronchus,0.8983149856573092,18,2
UBERON:0001004,respiratory system,Left posterior bronchopulmonary segment,Right apical segmental bronchus,0.897308985658422,8,2
UBERON:0001004,respiratory system,left lung hilus,Right anterior bronchopulmonary segment,0.8936723844435511,3,18
UBERON:0001004,respiratory system,Superior lingular bronchopulmonary segment,Left apical bronchopulmonary segment,0.8926448460051485,9,11
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Superior lingular bronchus,0.8916951865784323,18,2
UBERON:0001004,respiratory system,Left apical segmental bronchus,Superior lingular bronchus,0.8905755508919297,9,2
UBERON:0001004,respiratory system,Right anterior segmental bronchus,Right superior segmental bronchus,0.8902986262147023,2,2
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Lateral bronchopulmonary segment,0.8886514411205105,18,31
UBERON:0001004,respiratory system,Right superior segmental bronchus,Left anterior segmental bronchus,0.8881787349222815,2,7
UBERON:0001004,respiratory system,Left anterior bronchopulmonary segment,Right apical segmental bronchus,0.8869525286595199,13,2
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Right apical segmental bronchus,0.8851254636715739,4,2
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Superior lingular bronchus,0.8808779215915311,14,2
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Superior lingular bronchopulmonary segment,0.8792827301696376,50,9
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Left posterior bronchopulmonary segment,0.8787223992759804,5,8
UBERON:0001004,respiratory system,left lung hilus,Left posterior bronchopulmonary segment,0.8786840926819168,3,8
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Superior lingular bronchus,0.8723632788421332,4,2
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Left posterior bronchopulmonary segment,0.8710271011486725,31,8
UBERON:0001004,respiratory system,left lung hilus,Right superior bronchopulmonary segment,0.87099012823571,3,4
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Left apical segmental bronchus,0.8690465566749782,14,9
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Right superior bronchopulmonary segment,0.8674765117209525,31,4
UBERON:0001004,respiratory system,right lung hilus,Left anterior segmental bronchus,0.8659757034886457,2,7
UBERON:0001004,respiratory system,right lung hilus,Left apical bronchopulmonary segment,0.8619714076582532,2,11
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Left apical bronchopulmonary segment,0.8615487194309634,31,11
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Superior lingular bronchus,0.8612304026549925,50,2
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Right superior segmental bronchus,0.859360197594374,31,2
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Lateral segmental bronchus,0.8579224958556798,14,9
UBERON:0001004,respiratory system,Left apical segmental bronchus,Left anterior segmental bronchus,0.8569735610236927,9,7
UBERON:0001004,respiratory system,Left posterior bronchopulmonary segment,Superior lingular bronchus,0.8547933422985886,8,2
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Medial bronchopulmonary segment,0.8520904155929057,18,50
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Right superior segmental bronchus,0.8496796182601523,14,2
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Right apical segmental bronchus,0.8491730741886461,13,2
UBERON:0001004,respiratory system,right lung hilus,Right anterior basal bronchopulmonary segment,0.8489392153579793,2,14
UBERON:0001004,respiratory system,Right anterior segmental bronchus,Lateral segmental bronchus,0.8449810070787,2,9
UBERON:0001004,respiratory system,left lung hilus,Right superior segmental bronchus,0.8405212264855229,3,2
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Right superior bronchopulmonary segment,0.8404884371702179,50,4
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Right superior segmental bronchus,0.8334116069499679,5,2
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Left posterior bronchopulmonary segment,0.8333485658205747,50,8
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Left apical segmental bronchus,0.8322068558357237,31,9
UBERON:0001004,respiratory system,Right apical segmental bronchus,Right anterior segmental bronchus,0.8308761360144661,2,2
UBERON:0001004,respiratory system,Right apical segmental bronchus,Left anterior segmental bronchus,0.829373688286994,2,7
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Left apical segmental bronchus,0.8285325288208694,5,9
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Left apical segmental bronchus,0.8253967698802593,11,9
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Right apical segmental bronchus,0.8244198047939054,31,2
UBERON:0001004,respiratory system,Right posterior bronchopulmonary segment,Lateral segmental bronchus,0.8220138104423945,13,9
UBERON:0001004,respiratory system,right lung hilus,Superior lingular bronchus,0.8181120030956466,2,2
UBERON:0001004,respiratory system,right lung hilus,Inferior lingular bronchopulmonary segment,0.8116689483541792,2,5
UBERON:0001004,respiratory system,left lung hilus,right lung hilus,0.810412674584161,3,2
UBERON:0001004,respiratory system,left lung hilus,Left apical segmental bronchus,0.8073027954603627,3,9
UBERON:0001004,respiratory system,right lung hilus,Lateral bronchopulmonary segment,0.8068852240107307,2,31
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Lateral segmental bronchus,0.8005897823464385,5,9
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Right superior segmental bronchus,0.7997925892509008,11,2
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Lateral segmental bronchus,0.7955543352650236,50,9
UBERON:0001004,respiratory system,Right superior bronchopulmonary segment,Lateral segmental bronchus,0.7924418919967408,4,9
UBERON:0001004,respiratory system,Lateral segmental bronchus,Left apical segmental bronchus,0.7879326582857338,9,9
UBERON:0001004,respiratory system,Superior lingular bronchopulmonary segment,Lateral segmental bronchus,0.7844536439026786,9,9
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Right superior segmental bronchus,0.7844124537814786,50,2
UBERON:0001004,respiratory system,Left anterior bronchopulmonary segment,Lateral segmental bronchus,0.7832687716292348,13,9
UBERON:0001004,respiratory system,Right anterior basal bronchopulmonary segment,Right apical segmental bronchus,0.7814643232803872,14,2
UBERON:0001004,respiratory system,left lung hilus,Right apical segmental bronchus,0.7807340057336094,3,2
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Lateral segmental bronchus,0.7781711589132666,11,9
UBERON:0001004,respiratory system,Lateral bronchopulmonary segment,Lateral segmental bronchus,0.7761675192132194,31,9
UBERON:0001004,respiratory system,Right anterior bronchopulmonary segment,Lateral segmental bronchus,0.7687754630348265,18,9
UBERON:0001004,respiratory system,Right apical bronchopulmonary segment,Lateral segmental bronchus,0.7668878547686294,7,9
