organId,organ,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Superior lingular bronchus,0.7602640663301881,11,2
UBERON:0001004,respiratory system,Inferior lingular bronchopulmonary segment,Right apical segmental bronchus,0.7588915647045524,5,2
UBERON:0001004,respiratory system,right lung hilus,Medial bronchopulmonary segment,0.7544515469884872,2,50
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Left apical segmental bronchus,0.7532062299609056,50,9
UBERON:0001004,respiratory system,Lateral segmental bronchus,Left anterior segmental bronchus,0.7510089475955902,9,7
UBERON:0001004,respiratory system,Lateral segmental bronchus,Superior lingular bronchus,0.7434044364022437,9,2
UBERON:0001004,respiratory system,Left posterior bronchopulmonary segment,Lateral segmental bronchus,0.7304023849140365,8,9
UBERON:0001004,respiratory system,left lung hilus,Lateral segmental bronchus,0.7202619214403582,3,9
UBERON:0001004,respiratory system,Medial bronchopulmonary segment,Right apical segmental bronchus,0.7063078847813646,50,2
UBERON:0001004,respiratory system,Left apical bronchopulmonary segment,Right apical segmental bronchus,0.6997435036104321,11,2
UBERON:0001004,respiratory system,right lung hilus,Lateral segmental bronchus,0.6660362393650134,2,9
UBERON:0001004,respiratory system,Lateral segmental bronchus,Right superior segmental bronchus,0.6641918059479004,9,2
UBERON:0001004,respiratory system,Right apical segmental bronchus,Lateral segmental bronchus,0.6172247027577066,2,9
UBERON:0004539,right kidney,renal column,hilum of kidney,0.9398021415850267,23,8
UBERON:0004539,right kidney,outer cortex of kidney,kidney pyramid,0.9096549086928603,149,116
UBERON:0004539,right kidney,kidney capsule,outer cortex of kidney,0.8897324752843527,9,149
UBERON:0004539,right kidney,renal column,kidney pyramid,0.864349386859434,23,116
UBERON:0004539,right kidney,kidney capsule,kidney pyramid,0.8519067231256479,9,116
UBERON:0004539,right kidney,kidney pyramid,hilum of kidney,0.804471503102105,116,8
UBERON:0004539,right kidney,renal column,outer cortex of kidney,0.758417167655456,23,149
UBERON:0004539,right kidney,outer cortex of kidney,hilum of kidney,0.6996385143507127,149,8
UBERON:0004539,right kidney,renal column,kidney capsule,0.6947917638179433,23,9
UBERON:0004539,right kidney,renal papilla,kidney capsule,0.6718034744321723,6,9
UBERON:0004539,right kidney,kidney capsule,hilum of kidney,0.6430524084865803,9,8
UBERON:0004539,right kidney,renal papilla,outer cortex of kidney,0.5242535235363688,6,149
UBERON:0004539,right kidney,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,renal papilla,renal column,0.4387040405772201,6,23
UBERON:0004539,right kidney,renal papilla,hilum of kidney,0.32517025571456437,6,8
UBERON:0002108,small intestine,Horizontal part of duodenum,Ascending part of duodenum,0.9998810445234015,18,18
UBERON:0002108,small intestine,jejunum,Horizontal part of duodenum,0.988491507694445,16,18
UBERON:0002108,small intestine,jejunum,Ascending part of duodenum,0.9873478546445245,16,18
UBERON:0002108,small intestine,Descending part of duodenum,Horizontal part of duodenum,0.9872313167993614,18,18
UBERON:0002108,small intestine,Descending part of duodenum,Ascending part of duodenum,0.9857738973611526,18,18
UBERON:0002108,small intestine,Ascending part of duodenum,Distal part of ileum,0.9759071051682783,18,17
UBERON:0002108,small intestine,Horizontal part of duodenum,Distal part of ileum,0.9729582640292388,18,17
UBERON:0002108,small intestine,jejunum,Descending part of duodenum,0.9697925868656623,16,18
UBERON:0002108,small intestine,jejunum,Distal part of ileum,0.9493585613319008,16,17
UBERON:0002108,small intestine,Superior part of duodenum,Descending part of duodenum,0.9428161913564643,6,18
UBERON:0002108,small intestine,Descending part of duodenum,Distal part of ileum,0.9387703640299905,18,17
UBERON:0002108,small intestine,ileum,Distal part of ileum,0.9305547581499694,5,17
UBERON:0002108,small intestine,Superior part of duodenum,Ascending part of duodenum,0.9229846746809158,6,18
UBERON:0002108,small intestine,Superior part of duodenum,Horizontal part of duodenum,0.9225988111864096,6,18
UBERON:0002108,small intestine,Superior part of duodenum,Distal part of ileum,0.8961307802444509,6,17
UBERON:0002108,small intestine,jejunum,Superior part of duodenum,0.8924465941918329,16,6
UBERON:0002108,small intestine,ileum,Ascending part of duodenum,0.8750965410578535,5,18
UBERON:0002108,small intestine,ileum,Horizontal part of duodenum,0.8695433248867224,5,18
UBERON:0002108,small intestine,ileum,Superior part of duodenum,0.8342696607074783,5,6
UBERON:0002108,small intestine,ileum,Descending part of duodenum,0.8259072394063592,5,18
UBERON:0002108,small intestine,jejunum,ileum,0.8251041626302765,16,5
UBERON:0002106,spleen,hilum of spleen,Diaphragmatic surface of spleen,0.9655684682856052,6,11
