organId,organ,modality,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004538,left kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
UBERON:0004539,right kidney,sc_bulk,renal papilla,kidney pyramid,0.5231127159471358,6,116
