dataset,Organ_Label,Organ_ID,Annotation_Label,Annotation_Label_ID,CL_Label,CL_ID,cell_count
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_2207$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_2336$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_2336$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,4
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_2336$heart%20right%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,6
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_2336$interventricular%20septum,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,3
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_3231$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,7
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_3231$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,2
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_3231$heart%20right%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,9
https://api.cellxgene.cziscience.com/dp/v1/collections/20eea6c8-9d64-42c9-9b6f-c11b5249e0e9#donor_3231$interventricular%20septum,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,3
https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor11$heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1174
https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor13$heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,2365
https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor24$heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,25
https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor25$heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,18
https://api.cellxgene.cziscience.com/dp/v1/collections/68e7e5b7-4dc9-4609-832e-7656aa6182ba#SAMN15889151$apical%20region%20of%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,9
