sex,donor,consortium_name
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#238_239,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#240_241,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#241_242,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#242_243,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#243_244,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#244_245,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#245_246,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#246_247,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#255_256,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#257_258,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#259_260,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#262_263,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#267_268,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#27_27,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#270_271,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#271_272,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#272_273,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#273_274,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#276_277,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#279_280,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#28_28,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#280_281,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#281_282,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#287_288,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#289_290,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#29_29,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#290_291,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#291_292,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#292_293,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#293_294,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#294_295,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#296_297,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#299_300,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#3_3,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#HPSI0214i-wibj_2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#HPSI0314i-hoik_1,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#HPSI0314i-sojd_3,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#HUES%2066,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#Hues6,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#Line_409b2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#Line_FOK4,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de379e5f-52d0-498c-9801-0f850823c847#WA09,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-158,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-172,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-182,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-187,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-188,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-189,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-236,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-260,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa#HT-274,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control03_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control04_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control07_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control10_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control15_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control16_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control18_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control19_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control20_1_A_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control21_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control22_1_H_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#Control23_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA03_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA04_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA07_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA10_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA15_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA17_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA18_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA19_1_A_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA20_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA21_1_H_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA22_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1a9ca56-f2ee-435d-980a-4f49ab7a952b#RA23_1_C_F,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e1fa9900-3fc9-4b57-9dce-c95724c88716#HSB628,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#10_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#11_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#12_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#6_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#7_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#8_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#9_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#H2_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H022,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H024,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H025,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H026,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H028,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H031,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H032,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H033,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H034,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H038,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H039,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H040,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H042,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H043,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H045,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H049,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H051,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H052,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H053,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H054,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H056,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H057,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H058,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H059,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H060,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H063,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H064,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H066,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H067,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H068,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H069,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H071,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H077,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H078,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H079,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H081,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H082,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H084,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H085,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H086,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H090,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H093,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H095,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H096,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H097,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H098,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H099,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H101,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H107,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H108,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H110,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H111,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H112,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H113,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H114,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H116,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H117,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H118,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#JP_RIK_H120,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#Hrv100_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#Hrv43_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#Hrv46_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#Hrv98_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#Hrv99_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#P13_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#P14_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#P34_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#R0_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#R1_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C51ctr,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C54ctr,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L04cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L04covaddon,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L05cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L06cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L12cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L16cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L19cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#L21cov,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP1,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP19,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP20,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP21,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP26,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP27,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP28,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP3,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP30,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP4,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP5,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP7,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D1,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D4,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D5,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP1,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#H03,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#H06,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#H08,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#301_302,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#302_303,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#304_305,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#306_307,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#307_308,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#308_309,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#310_311,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#311_312,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#312_313,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#313_314,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#314_315,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#316_317,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#317_318,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#318_319,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#319_320,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#320_321,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#323_324,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#324_325,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#325_326,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#327_328,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#33_33,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#330_331,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#331_332,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#332_333,CxG
