sex,dataset,organ,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,provider,study_paper,doi,lead_author
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7956$ascending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8099$transverse%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_83$hepatic%20cecum,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8504$ascending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8622$ascending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_866$descending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8920$descending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_9341$ascending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_9408$ascending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999965062$hepatic%20cecum,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999971662_82457$sigmoid%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999973458_83798$ascending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999973899_84307$sigmoid%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999974143_84620$descending%20colon,,,false,false,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
