sex,dataset,technology,description,annotation_method,unique_cell_type_count
Male,https://entity.api.hubmapconsortium.org/entities/ee6e44b3e6cb77ef1806e722390a01a8,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,36
Male,https://entity.api.hubmapconsortium.org/entities/d6e6c8e452ed628425e9e928306a6db0,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,30
Male,https://entity.api.hubmapconsortium.org/entities/3152ddcb811d362113ebb119602f2cd4,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/3152ddcb811d362113ebb119602f2cd4,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,31
Male,https://entity.api.hubmapconsortium.org/entities/4369a119a9c06ea304003a5c3cb3a2e0,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,36
Male,https://entity.api.hubmapconsortium.org/entities/2bd350c08997ecfec9c22f453cf4e6af,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,39
Male,https://entity.api.hubmapconsortium.org/entities/2c84a86ab51ec3a1168d8ba573d32c0a,Slide-seq,Dataset Type: Slide-seq [Salmon],azimuth,40
Male,https://entity.api.hubmapconsortium.org/entities/2c84a86ab51ec3a1168d8ba573d32c0a,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,33
Female,https://entity.api.sennetconsortium.org/entities/0dc5a4895ebc44e97c701cd1d584c620,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,50
Female,https://entity.api.sennetconsortium.org/entities/0dc5a4895ebc44e97c701cd1d584c620,RNAseq,Dataset Type: RNAseq [Salmon],popv,32
Female,https://entity.api.sennetconsortium.org/entities/0dc5a4895ebc44e97c701cd1d584c620,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/53fe8a84564b313d4e8ee90f337129dc,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,28
Male,https://entity.api.hubmapconsortium.org/entities/53fe8a84564b313d4e8ee90f337129dc,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://entity.api.hubmapconsortium.org/entities/07b9f36478e22bf820ac6a084e01bf94,RNAseq,Dataset Type: RNAseq [Salmon],popv,5
Male,https://entity.api.hubmapconsortium.org/entities/07b9f36478e22bf820ac6a084e01bf94,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,2
Male,https://entity.api.hubmapconsortium.org/entities/11b4f413984624557c2b1a4566b0d71a,CODEX,Dataset Type: CODEX,sc_proteomics,22
Male,https://entity.api.hubmapconsortium.org/entities/e81c9c9753998b2ca69e8bceadf2409d,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/e81c9c9753998b2ca69e8bceadf2409d,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,43
Male,https://entity.api.sennetconsortium.org/entities/1b7caa34d69039ba3ac6a0373f9d5fcb,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://entity.api.sennetconsortium.org/entities/1b7caa34d69039ba3ac6a0373f9d5fcb,RNAseq,Dataset Type: RNAseq [Salmon],popv,28
Male,https://entity.api.sennetconsortium.org/entities/1b7caa34d69039ba3ac6a0373f9d5fcb,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/4369a119a9c06ea304003a5c3cb3a2e0,RNAseq,Dataset Type: RNAseq [Salmon],popv,32
Male,https://entity.api.hubmapconsortium.org/entities/4369a119a9c06ea304003a5c3cb3a2e0,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,44
Male,https://entity.api.hubmapconsortium.org/entities/0b590c9e3a62178da592e85572e2f1bf,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,28
Male,https://entity.api.hubmapconsortium.org/entities/0b590c9e3a62178da592e85572e2f1bf,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,51
Male,https://entity.api.hubmapconsortium.org/entities/f7a8e78dea9cf70735059e8b4a179701,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,53
Male,https://entity.api.hubmapconsortium.org/entities/f7a8e78dea9cf70735059e8b4a179701,RNAseq,Dataset Type: RNAseq [Salmon],popv,29
Male,https://entity.api.hubmapconsortium.org/entities/0b590c9e3a62178da592e85572e2f1bf,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/0b590c9e3a62178da592e85572e2f1bf,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,38
Male,https://entity.api.hubmapconsortium.org/entities/85fa094cbdb29173e0a3463dce0790fc,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,33
Male,https://entity.api.hubmapconsortium.org/entities/85fa094cbdb29173e0a3463dce0790fc,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,53
Male,https://entity.api.hubmapconsortium.org/entities/ed630484e46ea49b319c0e1f92140059,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,29
Male,https://entity.api.hubmapconsortium.org/entities/ed630484e46ea49b319c0e1f92140059,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://entity.api.hubmapconsortium.org/entities/85fa094cbdb29173e0a3463dce0790fc,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,44
Male,https://entity.api.hubmapconsortium.org/entities/9aed52d22e30b893045fd1f79b3663fb,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,29
Male,https://entity.api.hubmapconsortium.org/entities/9aed52d22e30b893045fd1f79b3663fb,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,51
Male,https://entity.api.hubmapconsortium.org/entities/9aed52d22e30b893045fd1f79b3663fb,RNAseq,Dataset Type: RNAseq [Salmon],popv,30
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP9$exocrine%20pancreas,10x,"Data/Assay Types: 10x, ",popv,13
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP9$exocrine%20pancreas,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,41
Male,https://doi.org/10.1016/j.cell.2022.12.028#CRC01002,t-CyCIF,"Multiplexed CyCIF and H&E imaging, combined with scRNA-seq, and GeoMx transcriptomics",sc_proteomics,13
Female,https://entity.api.sennetconsortium.org/entities/0b788343fafc312dfab52a1758f1b032,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,36
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,10x,"Data/Assay Types: 10x, ",azimuth,14
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,10x,"Data/Assay Types: 10x, ",celltypist,28
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,30
Male,https://entity.api.hubmapconsortium.org/entities/58167d0f778284d5b95af782bd8132da,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,53
Male,https://entity.api.hubmapconsortium.org/entities/58167d0f778284d5b95af782bd8132da,RNAseq,Dataset Type: RNAseq [Salmon],popv,29
Male,https://entity.api.hubmapconsortium.org/entities/58167d0f778284d5b95af782bd8132da,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/58167d0f778284d5b95af782bd8132da,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,36
Male,https://entity.api.hubmapconsortium.org/entities/1c8bfe669dcdf2c4564f3a4a1403cd92,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,11
Female,https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,20
Female,https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,29
Female,https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,24
Female,https://entity.api.hubmapconsortium.org/entities/dd3e6da115fd13eee62d9a4fba2324ae,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,19
Male,https://entity.api.hubmapconsortium.org/entities/ffade7fd19cebd25cd9a9fab2111cb09,RNAseq,Dataset Type: RNAseq [Salmon],popv,14
Male,https://entity.api.hubmapconsortium.org/entities/ffade7fd19cebd25cd9a9fab2111cb09,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,31
Female,https://entity.api.sennetconsortium.org/entities/0b788343fafc312dfab52a1758f1b032,RNAseq,Dataset Type: RNAseq [Salmon],popv,33
Female,https://entity.api.sennetconsortium.org/entities/0b788343fafc312dfab52a1758f1b032,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,48
Male,https://entity.api.hubmapconsortium.org/entities/a39fed027b51d97f83cec90c63c44744,RNAseq,Dataset Type: RNAseq [Salmon],popv,29
Male,https://entity.api.hubmapconsortium.org/entities/a39fed027b51d97f83cec90c63c44744,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,44
Male,https://entity.api.hubmapconsortium.org/entities/04968c1fe0149ee367b0e53af55763e4,RNAseq,Dataset Type: RNAseq [Salmon],popv,13
Male,https://entity.api.hubmapconsortium.org/entities/060dfa0fdf2b840864f62d2cd1a7a456,Cell DIVE,Dataset Type: Cell DIVE,sc_proteomics,6
Female,https://entity.api.hubmapconsortium.org/entities/018a905cdbdff684760859f594d3fd77,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,22
Male,https://entity.api.hubmapconsortium.org/entities/04968c1fe0149ee367b0e53af55763e4,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,10
Female,https://entity.api.hubmapconsortium.org/entities/018a905cdbdff684760859f594d3fd77,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,21
Male,https://entity.api.hubmapconsortium.org/entities/215f1050fc286dcc579edfd9c2494de1,Cell DIVE,Dataset Type: Cell DIVE,sc_proteomics,6
Female,https://entity.api.hubmapconsortium.org/entities/32b783576b6c88fec03f5e5988e3effa,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,37
Female,https://entity.api.hubmapconsortium.org/entities/29596bee3f70b2bfc89d184fe38a3daa,Slide-seq,Dataset Type: Slide-seq [Salmon],azimuth,42
Male,https://entity.api.hubmapconsortium.org/entities/d8ec264c4660ef7053764f71ae1789d0,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,53
Female,https://entity.api.hubmapconsortium.org/entities/2cd4eabca0b653af7f3b79534b2d641f,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,18
Male,https://entity.api.hubmapconsortium.org/entities/6efd19dc32f820a0e6be6a34973359b6,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,31
Male,https://entity.api.hubmapconsortium.org/entities/6efd19dc32f820a0e6be6a34973359b6,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,26
Male,https://entity.api.hubmapconsortium.org/entities/6cd63d0ee2c67c3be41e4be1522d9c07,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,44
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",azimuth,16
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",celltypist,28
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,27
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",celltypist,32
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,31
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$interventricular%20septum,10x,"Data/Assay Types: 10x, ",azimuth,15
Male,https://entity.api.sennetconsortium.org/entities/32579bc1e05e78cb7981fccbaa33593e,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://entity.api.sennetconsortium.org/entities/32579bc1e05e78cb7981fccbaa33593e,RNAseq,Dataset Type: RNAseq [Salmon],popv,33
Male,https://entity.api.sennetconsortium.org/entities/32579bc1e05e78cb7981fccbaa33593e,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,38
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://entity.api.hubmapconsortium.org/entities/149e1be22a4961f9c6240480710836a3,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,43
Male,https://entity.api.hubmapconsortium.org/entities/149e1be22a4961f9c6240480710836a3,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,27
Male,https://entity.api.hubmapconsortium.org/entities/224e01ccfc20977ee5a6a6a5b96aa7d7,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,19
Male,https://entity.api.hubmapconsortium.org/entities/224e01ccfc20977ee5a6a6a5b96aa7d7,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,26
Male,https://entity.api.hubmapconsortium.org/entities/176edb4b0e16059522f6f087576fbeec,RNAseq,Dataset Type: RNAseq [Salmon],popv,34
Male,https://entity.api.hubmapconsortium.org/entities/176edb4b0e16059522f6f087576fbeec,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,47
Female,https://entity.api.sennetconsortium.org/entities/d290c355cf9277134b621a5e10060de2,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/58167d0f778284d5b95af782bd8132da,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,35
Female,https://entity.api.hubmapconsortium.org/entities/1dc16eb0270ff73291dd45b6a96aa3c0,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,26
Female,https://entity.api.hubmapconsortium.org/entities/1dc16eb0270ff73291dd45b6a96aa3c0,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,21
Male,https://entity.api.hubmapconsortium.org/entities/3e1d2641c370e6d6c47ff51d34fe5a58,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,21
Female,https://entity.api.hubmapconsortium.org/entities/51bfd85763954248725ebf69f0dde5eb,Slide-seq,Dataset Type: Slide-seq [Salmon],azimuth,41
Female,https://entity.api.hubmapconsortium.org/entities/29596bee3f70b2bfc89d184fe38a3daa,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,37
Female,https://entity.api.hubmapconsortium.org/entities/55452bd302046918eaeeffa62c5b5f03,Slide-seq,Dataset Type: Slide-seq [Salmon],azimuth,42
Female,https://entity.api.hubmapconsortium.org/entities/55452bd302046918eaeeffa62c5b5f03,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,37
Male,https://entity.api.sennetconsortium.org/entities/2df0ebbfe965256cddad5a890a2c8c4b,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,51
Male,https://entity.api.sennetconsortium.org/entities/2df0ebbfe965256cddad5a890a2c8c4b,RNAseq,Dataset Type: RNAseq [Salmon],popv,31
Male,https://entity.api.sennetconsortium.org/entities/2df0ebbfe965256cddad5a890a2c8c4b,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Female,https://entity.api.hubmapconsortium.org/entities/35e9bf0f58152ceb6f4d01052ac8867d,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,20
Female,https://entity.api.hubmapconsortium.org/entities/35e9bf0f58152ceb6f4d01052ac8867d,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,29
Female,https://entity.api.hubmapconsortium.org/entities/35e9bf0f58152ceb6f4d01052ac8867d,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,24
Female,https://entity.api.hubmapconsortium.org/entities/2639e9e8488edddde275491cdbaae662,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,44
Male,https://entity.api.hubmapconsortium.org/entities/37ccf28cb5c06e8ba076f587ee4e50be,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,28
Male,https://entity.api.hubmapconsortium.org/entities/37ccf28cb5c06e8ba076f587ee4e50be,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$interventricular%20septum,10x,"Data/Assay Types: 10x, ",celltypist,24
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$interventricular%20septum,10x,"Data/Assay Types: 10x, ",pan-human-azimuth,25
Female,https://entity.api.hubmapconsortium.org/entities/41dab04d801d21bfc99328c9e249cc68,Slide-seq,Dataset Type: Slide-seq [Salmon],azimuth,40
Male,https://entity.api.hubmapconsortium.org/entities/d48b7990d638dbede870ae9c1976e475,RNAseq,Dataset Type: RNAseq [Salmon],popv,15
Male,https://entity.api.hubmapconsortium.org/entities/d48b7990d638dbede870ae9c1976e475,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,18
Male,https://entity.api.hubmapconsortium.org/entities/f412e76986c1012ea9589d545ed8f043,RNAseq,Dataset Type: RNAseq [Salmon],popv,22
Male,https://entity.api.hubmapconsortium.org/entities/f412e76986c1012ea9589d545ed8f043,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,25
Male,https://entity.api.hubmapconsortium.org/entities/e81c9c9753998b2ca69e8bceadf2409d,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,29
Male,https://entity.api.hubmapconsortium.org/entities/6cd63d0ee2c67c3be41e4be1522d9c07,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,36
Female,https://entity.api.hubmapconsortium.org/entities/2d0deacd8be70eefbdc33ac107d97e58,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,21
Female,https://entity.api.hubmapconsortium.org/entities/2d0deacd8be70eefbdc33ac107d97e58,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,33
Female,https://entity.api.hubmapconsortium.org/entities/41dab04d801d21bfc99328c9e249cc68,Slide-seq,Dataset Type: Slide-seq [Salmon],pan-human-azimuth,36
Female,https://entity.api.sennetconsortium.org/entities/0b788343fafc312dfab52a1758f1b032,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,35
Female,https://entity.api.sennetconsortium.org/entities/d290c355cf9277134b621a5e10060de2,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,44
Female,https://entity.api.sennetconsortium.org/entities/edaa8f155c39e32c1ea1230d1b2f3d28,Visium (no probes),Dataset Type: Visium (no probes) [Salmon + Scanpy],pan-human-azimuth,16
Male,https://entity.api.sennetconsortium.org/entities/ec560b4d076d291b4880895386fc20c8,Visium (no probes),Dataset Type: Visium (no probes) [Salmon + Scanpy],pan-human-azimuth,13
Male,https://entity.api.hubmapconsortium.org/entities/04968c1fe0149ee367b0e53af55763e4,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,69
Male,https://entity.api.sennetconsortium.org/entities/2df0ebbfe965256cddad5a890a2c8c4b,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,25
Female,https://entity.api.sennetconsortium.org/entities/254ed189f343d922b97b95973fee2ea9,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,9
Female,https://entity.api.sennetconsortium.org/entities/1403e6ad0cc5be40e7a5bc812fbcf016,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,9
Female,https://entity.api.sennetconsortium.org/entities/34b6f529ec42eb614b7e574eff19b501,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,31
Female,https://entity.api.sennetconsortium.org/entities/316aa8ebc397f14ef3e465645f10fe05,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,23
Male,https://entity.api.sennetconsortium.org/entities/32579bc1e05e78cb7981fccbaa33593e,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,28
Male,https://entity.api.hubmapconsortium.org/entities/37ccf28cb5c06e8ba076f587ee4e50be,RNAseq,Dataset Type: RNAseq [Salmon],popv,29
Male,https://entity.api.hubmapconsortium.org/entities/37ccf28cb5c06e8ba076f587ee4e50be,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,47
Male,https://entity.api.hubmapconsortium.org/entities/37ccf28cb5c06e8ba076f587ee4e50be,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,30
Male,https://entity.api.sennetconsortium.org/entities/32579bc1e05e78cb7981fccbaa33593e,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,34
Male,https://entity.api.sennetconsortium.org/entities/2df0ebbfe965256cddad5a890a2c8c4b,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,26
Male,https://entity.api.hubmapconsortium.org/entities/237b8f24c23821690519af862cf25a9f,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,30
Male,https://entity.api.hubmapconsortium.org/entities/237b8f24c23821690519af862cf25a9f,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,50
Male,https://entity.api.hubmapconsortium.org/entities/e81c9c9753998b2ca69e8bceadf2409d,RNAseq,Dataset Type: RNAseq [Salmon],celltypist,52
Male,https://entity.api.hubmapconsortium.org/entities/13bc02307be3a4660bee86299c91e095,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/b340bb5715f967aa74d1b8eaeec0d475,RNAseq,Dataset Type: RNAseq [Salmon],frmatch,52
Male,https://entity.api.hubmapconsortium.org/entities/b340bb5715f967aa74d1b8eaeec0d475,RNAseq,Dataset Type: RNAseq [Salmon],pan-human-azimuth,41
Male,https://entity.api.hubmapconsortium.org/entities/5d111a1db2f18d507d23e79b993e1e4a,RNAseq,Dataset Type: RNAseq [Salmon],azimuth,30
