dataset,count_dx,tool,cell_count,tool_cell_count
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_37117$macula%20lutea,,pan-human-azimuth,17263,17250
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_37117$macula%20lutea,,popv,17263,17263
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_37117$peripheral%20region%20of%20retina,,pan-human-azimuth,2990,2984
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_37117$peripheral%20region%20of%20retina,,popv,2990,2990
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38029$macula%20lutea,,pan-human-azimuth,3381,3376
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38029$macula%20lutea,,popv,3381,3381
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38029$peripheral%20region%20of%20retina,,pan-human-azimuth,1464,1463
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38029$peripheral%20region%20of%20retina,,popv,1464,1464
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38453$macula%20lutea,,pan-human-azimuth,6390,6378
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38453$macula%20lutea,,popv,6390,6390
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38453$peripheral%20region%20of%20retina,,pan-human-azimuth,1684,1678
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_22_38453$peripheral%20region%20of%20retina,,popv,1684,1684
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_01524$macula%20lutea,,pan-human-azimuth,6340,6329
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_01524$macula%20lutea,,popv,6340,6340
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_02177$macula%20lutea,,pan-human-azimuth,3832,3824
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_02177$macula%20lutea,,popv,3832,3832
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_16055$macula%20lutea,,pan-human-azimuth,3138,3136
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_16055$macula%20lutea,,popv,3138,3138
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_17738$macula%20lutea,,pan-human-azimuth,3065,3054
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_17738$macula%20lutea,,popv,3065,3065
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_20181$macula%20lutea,,pan-human-azimuth,4427,4404
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_20181$macula%20lutea,,popv,4427,4427
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_21623$macula%20lutea,,pan-human-azimuth,4396,4387
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_21623$macula%20lutea,,popv,4396,4396
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_21999$macula%20lutea,,pan-human-azimuth,5097,5086
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_21999$macula%20lutea,,popv,5097,5097
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_22486$macula%20lutea,,pan-human-azimuth,4041,4035
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#MMD_23_22486$macula%20lutea,,popv,4041,4041
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#Pt2$fovea%20centralis,,pan-human-azimuth,3726,3710
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#Pt2$fovea%20centralis,,popv,3726,3726
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_01$fovea%20centralis,,pan-human-azimuth,10401,10378
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_01$fovea%20centralis,,popv,10401,10401
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_01$peripheral%20region%20of%20retina,,pan-human-azimuth,7441,7411
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_01$peripheral%20region%20of%20retina,,popv,7441,7441
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_03$fovea%20centralis,,pan-human-azimuth,2696,2693
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_03$fovea%20centralis,,popv,2696,2696
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_04$fovea%20centralis,,pan-human-azimuth,5574,5525
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_04$fovea%20centralis,,popv,5574,5574
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_04$peripheral%20region%20of%20retina,,pan-human-azimuth,2351,2334
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_04$peripheral%20region%20of%20retina,,popv,2351,2351
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_07$chorioretinal%20region,,pan-human-azimuth,3123,3096
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_07$chorioretinal%20region,,popv,3123,3123
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_07$peripheral%20region%20of%20retina,,pan-human-azimuth,1019,1014
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#R-00646_07$peripheral%20region%20of%20retina,,popv,1019,1019
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5B0150-19%2C0194-19%2C0978-18%5D$macula%20lutea,,pan-human-azimuth,7706,7696
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5B0150-19%2C0194-19%2C0978-18%5D$macula%20lutea,,popv,7706,7706
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5B1017-17%2C1053-17%2C1005-17%5D$macula%20lutea,,pan-human-azimuth,8235,8208
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5B1017-17%2C1053-17%2C1005-17%5D$macula%20lutea,,popv,8235,8235
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BBCM_22_0200%2CBCM_23_0491%5D$fovea%20centralis,,pan-human-azimuth,3067,3054
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BBCM_22_0200%2CBCM_23_0491%5D$fovea%20centralis,,popv,3067,3067
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BChen_D018_13%2CChen_D017_13%5D$peripheral%20region%20of%20retina,,pan-human-azimuth,16715,16661
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BChen_D018_13%2CChen_D017_13%5D$peripheral%20region%20of%20retina,,popv,16715,16715
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BChen_D018_13%2CChen_D026_13%5D$peripheral%20region%20of%20retina,,pan-human-azimuth,11524,11461
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BChen_D018_13%2CChen_D026_13%5D$peripheral%20region%20of%20retina,,popv,11524,11524
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0220%2CHu0235%5D$macula%20lutea,,pan-human-azimuth,3427,3418
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0220%2CHu0235%5D$macula%20lutea,,popv,3427,3427
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0326%2CHu0355%5D$peripheral%20region%20of%20retina,,pan-human-azimuth,7162,7143
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0326%2CHu0355%5D$peripheral%20region%20of%20retina,,popv,7162,7162
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0564%2CHu1059%5D$peripheral%20region%20of%20retina,,pan-human-azimuth,5592,5571
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0564%2CHu1059%5D$peripheral%20region%20of%20retina,,popv,5592,5592
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0869%2CHu0887%5D$peripheral%20region%20of%20retina,,pan-human-azimuth,7439,7395
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BHu0869%2CHu0887%5D$peripheral%20region%20of%20retina,,popv,7439,7439
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#sanes2022_Hu082219$macula%20lutea,,pan-human-azimuth,1795,1793
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#sanes2022_Hu082219$macula%20lutea,,popv,1795,1795
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#20-687_N$cortex%20of%20kidney,,azimuth,2789,2789
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#20-687_N$cortex%20of%20kidney,,pan-human-azimuth,2789,2119
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#20-688_N$cortex%20of%20kidney,,azimuth,2169,2169
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#20-688_N$cortex%20of%20kidney,,pan-human-azimuth,2169,1943
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#21_015$cortex%20of%20kidney,,azimuth,7002,7002
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#21_015$cortex%20of%20kidney,,pan-human-azimuth,7002,5495
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#57-ref$cortex%20of%20kidney,,azimuth,1939,1939
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#57-ref$cortex%20of%20kidney,,pan-human-azimuth,1939,1492
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#HCA_29_ref$cortex%20of%20kidney,,azimuth,4490,4490
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#HCA_29_ref$cortex%20of%20kidney,,pan-human-azimuth,4490,3331
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#HCA_51_ref$cortex%20of%20kidney,,azimuth,4825,4825
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#HCA_51_ref$cortex%20of%20kidney,,pan-human-azimuth,4825,3819
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#HCA_55_ref$cortex%20of%20kidney,,azimuth,4431,4431
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#HCA_55_ref$cortex%20of%20kidney,,pan-human-azimuth,4431,3779
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#PRECISE-34$cortex%20of%20kidney,,azimuth,4158,4158
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#PRECISE-34$cortex%20of%20kidney,,pan-human-azimuth,4158,3160
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#PRECISE-36$cortex%20of%20kidney,,azimuth,5810,5810
https://api.cellxgene.cziscience.com/dp/v1/collections/4cbb929b-b03b-4aa8-a943-00f61dc22641#PRECISE-36$cortex%20of%20kidney,,pan-human-azimuth,5810,4957
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#296C$epithelium%20of%20esophagus,,pan-human-azimuth,11730,8304
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#325C$epithelium%20of%20esophagus,,pan-human-azimuth,14307,12412
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#328C$epithelium%20of%20esophagus,,pan-human-azimuth,23159,20227
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$epithelium%20of%20esophagus,,pan-human-azimuth,8860,7928
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$lung%20parenchyma,,azimuth,13563,13563
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$lung%20parenchyma,,celltypist,13563,13563
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$lung%20parenchyma,,frmatch,13563,10130
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$lung%20parenchyma,,pan-human-azimuth,13563,13071
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$lung%20parenchyma,,popv,13563,13563
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#362C$epithelium%20of%20esophagus,,pan-human-azimuth,12167,9613
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$epithelium%20of%20esophagus,,pan-human-azimuth,17724,14555
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$lung%20parenchyma,,azimuth,13363,13363
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$lung%20parenchyma,,celltypist,13363,13363
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$lung%20parenchyma,,frmatch,13363,9722
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$lung%20parenchyma,,pan-human-azimuth,13363,12540
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$lung%20parenchyma,,popv,13363,13363
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#368C$lung%20parenchyma,,azimuth,7272,7272
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#368C$lung%20parenchyma,,celltypist,7272,7272
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#368C$lung%20parenchyma,,frmatch,7272,5839
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#368C$lung%20parenchyma,,pan-human-azimuth,7272,6664
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#368C$lung%20parenchyma,,popv,7272,7272
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C$lung%20parenchyma,,azimuth,14838,14838
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C$lung%20parenchyma,,celltypist,14838,14838
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C$lung%20parenchyma,,frmatch,14838,9079
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C$lung%20parenchyma,,pan-human-azimuth,14838,13948
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C$lung%20parenchyma,,popv,14838,14838
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C103$colorectum,,celltypist,6096,6096
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C103$colorectum,,pan-human-azimuth,6096,4601
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C103$colorectum,,popv,6096,6096
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C104$colorectum,,celltypist,2886,2886
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C104$colorectum,,pan-human-azimuth,2886,2519
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C104$colorectum,,popv,2886,2886
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C105$colorectum,,celltypist,3281,3281
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C105$colorectum,,pan-human-azimuth,3281,3089
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C105$colorectum,,popv,3281,3281
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C106$colorectum,,celltypist,3392,3392
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C106$colorectum,,pan-human-azimuth,3392,3130
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C106$colorectum,,popv,3392,3392
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C107$colorectum,,celltypist,7215,7215
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C107$colorectum,,pan-human-azimuth,7215,6594
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C107$colorectum,,popv,7215,7215
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C109$colorectum,,celltypist,4244,4244
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C109$colorectum,,pan-human-azimuth,4244,3816
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C109$colorectum,,popv,4244,4244
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C110$colorectum,,celltypist,5033,5033
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C110$colorectum,,pan-human-azimuth,5033,4318
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C110$colorectum,,popv,5033,5033
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C111$colorectum,,celltypist,5044,5044
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C111$colorectum,,pan-human-azimuth,5044,4557
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C111$colorectum,,popv,5044,5044
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C112$colorectum,,celltypist,6425,6425
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C112$colorectum,,pan-human-azimuth,6425,5716
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C112$colorectum,,popv,6425,6425
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C113$colorectum,,celltypist,5088,5088
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C113$colorectum,,pan-human-azimuth,5088,4600
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C113$colorectum,,popv,5088,5088
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C114$colorectum,,celltypist,4553,4553
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C114$colorectum,,pan-human-azimuth,4553,4197
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C114$colorectum,,popv,4553,4553
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C115$colorectum,,celltypist,1995,1995
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C115$colorectum,,pan-human-azimuth,1995,1800
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C115$colorectum,,popv,1995,1995
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C116$colorectum,,celltypist,5234,5234
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C116$colorectum,,pan-human-azimuth,5234,4871
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C116$colorectum,,popv,5234,5234
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C118$colorectum,,celltypist,3211,3211
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C118$colorectum,,pan-human-azimuth,3211,2741
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C118$colorectum,,popv,3211,3211
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C119$colorectum,,celltypist,1534,1534
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C119$colorectum,,pan-human-azimuth,1534,1322
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C119$colorectum,,popv,1534,1534
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C122$colorectum,,celltypist,7060,7060
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C122$colorectum,,pan-human-azimuth,7060,6374
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C122$colorectum,,popv,7060,7060
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C123$colorectum,,celltypist,14572,14572
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C123$colorectum,,pan-human-azimuth,14572,13111
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C123$colorectum,,popv,14572,14572
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C124$colorectum,,celltypist,16945,16945
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C124$colorectum,,pan-human-azimuth,16945,15928
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C124$colorectum,,popv,16945,16945
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C125$colorectum,,celltypist,12660,12660
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C125$colorectum,,pan-human-azimuth,12660,11786
https://api.cellxgene.cziscience.com/dp/v1/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585#C125$colorectum,,popv,12660,12660
