dataset,reported_organ,modality,as,pct_hra_ct_overlap
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.org/sig/ont/fma/fma14928,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.org/sig/ont/fma/fma14929,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.org/sig/ont/fma/fma14930,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.org/sig/ont/fma/fma14966,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001052,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001153,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001156,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001157,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001158,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001159,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0001284,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002015,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002078,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002079,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002080,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002084,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002094,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002097,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002115,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002116,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002137,0.06122448979591836735
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,,bulk,http://purl.obolibrary.org/obo/UBERON_0002189,0.06122448979591836735
