dataset,Organ_Label,Organ_ID,Annotation_Label,Annotation_Label_ID,CL_Label,CL_ID,cell_count
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$right%20cardiac%20atrium,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,16
https://entity.api.hubmapconsortium.org/entities/007f3dfaaa287d5c7c227651f61a9c5b,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,224
https://entity.api.hubmapconsortium.org/entities/224e01ccfc20977ee5a6a6a5b96aa7d7,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,3
https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,211
https://entity.api.hubmapconsortium.org/entities/33b9c54d7c295897826e1e5271d4fc24,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://entity.api.hubmapconsortium.org/entities/35e9bf0f58152ceb6f4d01052ac8867d,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,215
https://entity.api.hubmapconsortium.org/entities/3d0bf870aaa607cd0bd0146a461ea0ac,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://entity.api.hubmapconsortium.org/entities/4c435d2297941eafda7fe30f327f88ec,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,2
https://entity.api.hubmapconsortium.org/entities/9e91d1be412466551533cce5594450cb,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,225
https://doi.org/10.1126/science.abl4290#GTEX-13N11-5002-SM-H5JDV,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,351
https://doi.org/10.1126/science.abl4290#GTEX-15RIE-5015-SM-H8L6X,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,124
https://doi.org/10.1126/science.abl4290#GTEX-1ICG6-5003-SM-GHS9A,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,190
https://entity.api.hubmapconsortium.org/entities/21043afd6be7ec258f8a9fa1577c41b5,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,305
https://entity.api.hubmapconsortium.org/entities/a48ab0bf5d8084da24859c4e64336e9c,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,12
https://entity.api.hubmapconsortium.org/entities/c616de3ce57804ede2dd519a1c8addf2,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,324
https://entity.api.hubmapconsortium.org/entities/d0f164331f53f745cfa3e67bf3feb22d,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,12
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,11
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,13
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,78
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,36
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,7
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H6$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,2
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H6$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,13
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,9
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,11
https://entity.api.hubmapconsortium.org/entities/2d0deacd8be70eefbdc33ac107d97e58,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,136
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#A61$atrioventricular%20node,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AH5$sinoatrial%20node,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,61
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV1$sinoatrial%20node,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,19
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV14$sinoatrial%20node,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,43
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D3$interventricular%20septum,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,1
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D5$left%20cardiac%20atrium,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,3
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D7$right%20cardiac%20atrium,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,4
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D8$left%20cardiac%20atrium,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,2
https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DL2$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,15
https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DL3$heart%20left%20ventricle,heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,38
