spatial_placement
http://purl.org/ccf/1.5/4e24cfc4-bfea-4233-8fa0-d9967e3bdf7d_placement
http://purl.org/ccf/1.5/4e5190dc-9290-4d8d-a521-18d8f64c098e_placement
http://purl.org/ccf/1.5/50ee1b49-9d08-46f3-87cb-a3faafb1f555_placement
http://purl.org/ccf/1.5/521967fe-9c54-4b71-a9aa-398950ed47ae_placement
http://purl.org/ccf/1.5/52e93c46-3819-4e09-a721-250148b13b13_placement
http://purl.org/ccf/1.5/554338ef-c514-41c6-b696-a6d11e00cd3e_placement
http://purl.org/ccf/1.5/597935ff-e86d-4a23-a3d6-bd88ede49a3f_placement
http://purl.org/ccf/1.5/5b8ac863-a3ac-4f61-b856-0243634ca18b_placement
http://purl.org/ccf/1.5/5c78be2e-d36c-4994-ae42-a94ccf935988_placement
http://purl.org/ccf/1.5/5d1aa5f0-f399-4bc2-96fd-e999a2326626_placement
http://purl.org/ccf/1.5/5e6f98f7-50ae-4dae-9ded-035826213f52_placement
http://purl.org/ccf/1.5/60d98bd4-122b-485f-b55e-444065091e23_placement
http://purl.org/ccf/1.5/615aa60c-0a0a-4614-bae2-f85112479919_placement
http://purl.org/ccf/1.5/61c613a2-0030-48bf-8b6e-be631f24ce8e_placement
http://purl.org/ccf/1.5/62381536-7923-43da-8703-c744e4de0b25_placement
http://purl.org/ccf/1.5/65bf9340-50c8-4e50-b1d0-72b58bf5505a_placement
http://purl.org/ccf/1.5/676e549a-6234-48ee-b7cb-82258c17054b_placement
http://purl.org/ccf/1.5/6add732b-a31a-4c4e-9107-5125558e3374_placement
http://purl.org/ccf/1.5/6d7cca9f-1fe3-442d-8ac9-43896f194326_placement
http://purl.org/ccf/1.5/6e0b9e06-b5a5-4f05-ab2c-6146c5d930b3_placement
http://purl.org/ccf/1.5/6eb4b90c-1e6f-4569-9d7c-39597ac473fa_placement
http://purl.org/ccf/1.5/6f04ffad-3b9d-4c1c-afc0-fd203b02e5a3_placement
http://purl.org/ccf/1.5/6f16b6f5-e1d7-486d-b4fa-d5378d80612b_placement
http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137_placement
http://purl.org/ccf/1.5/717feefc-95f4-42b4-8255-96ddf65921be_placement
http://purl.org/ccf/1.5/726422c3-7f56-4d16-8c3e-d761dc83d614_placement
http://purl.org/ccf/1.5/727ef0bb-6a39-441c-bca1-a295eb9dddd8_placement
http://purl.org/ccf/1.5/74370757-0cd2-44e5-83d8-47eb550c441a_placement
http://purl.org/ccf/1.5/7739f00f-62bc-4852-8d2b-518ae26a9b4a_placement
http://purl.org/ccf/1.5/780c320b-112f-4da0-a7d4-fde277e112c9_placement
http://purl.org/ccf/1.5/7e05a1f1-fc08-4add-bd72-ffc11267c048_placement
http://purl.org/ccf/1.5/7eccd441-ce5a-4fcd-af0c-776916848c67_placement
http://purl.org/ccf/1.5/7f475c89-1b7e-4238-819f-6a8b216d3322_placement
http://purl.org/ccf/1.5/80e52433-fc23-459c-be91-c02b4a466135_placement
http://purl.org/ccf/1.5/817b4f43-5cb7-47c7-8e5d-db6e2d52fa68_placement
http://purl.org/ccf/1.5/891363dd-7c97-421c-b321-6a27b3b55dae_placement
http://purl.org/ccf/1.5/8ac5f392-021e-452a-845b-a2a5e9e807fb_placement
http://purl.org/ccf/1.5/8e476601-a5e6-4d15-86a4-e6d3da9abb7e_placement
http://purl.org/ccf/1.5/92c7d973-67c3-4548-b386-51591184367e_placement
http://purl.org/ccf/1.5/952347f5-d5fc-4fa8-9bdf-5488ec52a511_placement
http://purl.org/ccf/1.5/9815616b-4e3f-4c2a-bf64-14dc26f484a4_placement
http://purl.org/ccf/1.5/9c7fd6bb-6ea4-411d-8ad3-d2277ef18b05_placement
http://purl.org/ccf/1.5/9d66ed32-46ad-4848-af78-a3178e19ca87_placement
http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15_placement
http://purl.org/ccf/1.5/a388eebd-02f8-4a5c-ab8e-62405ce34e99_placement
http://purl.org/ccf/1.5/a3e6d018-4e28-41b8-9ea7-6a3f8dc33f6c_placement
http://purl.org/ccf/1.5/a4137bf0-6e8f-4dfd-b341-e3ac3ee51772_placement
http://purl.org/ccf/1.5/a8339ba3-15b1-456c-8eec-455e31f19686_placement
http://purl.org/ccf/1.5/a920acfd-0d42-458d-84f5-f942e5319e92_placement
http://purl.org/ccf/1.5/a99b891d-44ce-47ab-91d9-e7dc5743ea46_placement
http://purl.org/ccf/1.5/aa38865a-54c3-4523-9e56-65b5be52f5a4_placement
http://purl.org/ccf/1.5/ab9cafec-3eff-49ac-b2a9-ba96c22d80f9_placement
http://purl.org/ccf/1.5/aed760ae-295a-43fc-b6cd-abdf6f012975_placement
http://purl.org/ccf/1.5/aefbf9c4-7f7f-494d-bdad-708aa232d02b_placement
http://purl.org/ccf/1.5/b66043e8-9a0c-4883-93e2-017026659575_placement
http://purl.org/ccf/1.5/b7dfa61c-6913-40a7-86b2-9dda7d70da66_placement
http://purl.org/ccf/1.5/b871beb6-4f8a-447a-91dc-99f1b4696a8e_placement
http://purl.org/ccf/1.5/bd2df259-b64d-4f5a-b2e4-84be6031c5ef_placement
http://purl.org/ccf/1.5/bf90f073-8385-48d9-bcde-fae7fffa0647_placement
http://purl.org/ccf/1.5/c127016f-4de6-41ce-a314-56ad21390e0b_placement
http://purl.org/ccf/1.5/c40d5540-f400-484c-b8d1-fbcb44194af7_placement
http://purl.org/ccf/1.5/c80e8f79-2b12-470d-be3c-f195a3686943_placement
http://purl.org/ccf/1.5/c8ce1bee-a81d-4d16-bd9d-20f84718a6b4_placement
http://purl.org/ccf/1.5/ca1a3a63-73a4-43f5-9f50-7ead87e794e6_placement
http://purl.org/ccf/1.5/ca976270-c7b0-4ae4-b189-09ffa8362c38_placement
http://purl.org/ccf/1.5/cbab45d3-6a15-49b4-a908-2fb15c19fee8_placement
http://purl.org/ccf/1.5/cc1251a4-d367-4bb1-b2d9-05ae33209f0d_placement
http://purl.org/ccf/1.5/d237fd29-749e-4734-a925-d36e5d1db31d_placement
http://purl.org/ccf/1.5/d386cdea-8d3c-46a2-9900-fbd5237cba80_placement
http://purl.org/ccf/1.5/d4eb2628-b446-4597-bfb8-a53b5e69a649_placement
http://purl.org/ccf/1.5/da9a6669-973c-4bee-97e1-7430d21796f8_placement
http://purl.org/ccf/1.5/e137f366-a936-4357-945a-929d1d682890_placement
http://purl.org/ccf/1.5/e1a870bc-d965-4324-b691-55ebac9f2f89_placement
