cell_label,cell_id,is_mapped,level_1_cell_id,level_1_cell_label,level_2_cell_id,level_2_cell_label
"CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell",http://purl.obolibrary.org/obo/CL_0002037,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
T follicular helper cell,http://purl.obolibrary.org/obo/CL_0002038,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
immature NK T cell stage I,http://purl.obolibrary.org/obo/CL_0002039,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
immature NK T cell stage II,http://purl.obolibrary.org/obo/CL_0002040,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
immature NK T cell stage III,http://purl.obolibrary.org/obo/CL_0002041,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
immature NK T cell stage IV,http://purl.obolibrary.org/obo/CL_0002042,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD34-positive, CD38-negative multipotent progenitor cell",http://purl.obolibrary.org/obo/CL_0002043,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
"Kit-positive, integrin beta7-high basophil mast progenitor cell",http://purl.obolibrary.org/obo/CL_0002044,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
fraction A pre-pro B cell,http://purl.obolibrary.org/obo/CL_0002045,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
early pro-B cell,http://purl.obolibrary.org/obo/CL_0002046,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
fraction B precursor B cell,http://purl.obolibrary.org/obo/CL_0002047,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
late pro-B cell,http://purl.obolibrary.org/obo/CL_0002048,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
fraction C precursor B cell,http://purl.obolibrary.org/obo/CL_0002049,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
fraction C' precursor B cell,http://purl.obolibrary.org/obo/CL_0002050,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-high pre-BCR positive cell,http://purl.obolibrary.org/obo/CL_0002051,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
fraction D precursor B cell,http://purl.obolibrary.org/obo/CL_0002052,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
"CD22-positive, CD38-low small pre-B cell",http://purl.obolibrary.org/obo/CL_0002053,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
fraction E immature B cell,http://purl.obolibrary.org/obo/CL_0002054,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-negative immature B cell,http://purl.obolibrary.org/obo/CL_0002055,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
fraction F mature B cell,http://purl.obolibrary.org/obo/CL_0002056,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
"CD14-positive, CD16-negative classical monocyte",http://purl.obolibrary.org/obo/CL_0002057,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000576,monocyte
Gr1-low non-classical monocyte,http://purl.obolibrary.org/obo/CL_0002058,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000576,monocyte
CD8-alpha-positive thymic conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002059,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
melanophage,http://purl.obolibrary.org/obo/CL_0002060,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000235,macrophage
T-helper 9 cell,http://purl.obolibrary.org/obo/CL_0002061,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
pulmonary alveolar type 1 cell,http://purl.obolibrary.org/obo/CL_0002062,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
pulmonary alveolar type 2 cell,http://purl.obolibrary.org/obo/CL_0002063,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
pancreatic acinar cell,http://purl.obolibrary.org/obo/CL_0002064,true,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell,,
Feyrter cell,http://purl.obolibrary.org/obo/CL_0002066,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
type A enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002067,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
Purkinje myocyte,http://purl.obolibrary.org/obo/CL_0002068,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
type II vestibular sensory cell,http://purl.obolibrary.org/obo/CL_0002069,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
type I vestibular sensory cell,http://purl.obolibrary.org/obo/CL_0002070,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
enterocyte of epithelium of large intestine,http://purl.obolibrary.org/obo/CL_0002071,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
nodal myocyte,http://purl.obolibrary.org/obo/CL_0002072,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
transitional myocyte,http://purl.obolibrary.org/obo/CL_0002073,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
myocardial endocrine cell,http://purl.obolibrary.org/obo/CL_0002074,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
brush cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002075,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
endo-epithelial cell,http://purl.obolibrary.org/obo/CL_0002076,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
ecto-epithelial cell,http://purl.obolibrary.org/obo/CL_0002077,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
meso-epithelial cell,http://purl.obolibrary.org/obo/CL_0002078,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
pancreatic ductal cell,http://purl.obolibrary.org/obo/CL_0002079,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
pancreatic centro-acinar cell,http://purl.obolibrary.org/obo/CL_0002080,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
type II cell of carotid body,http://purl.obolibrary.org/obo/CL_0002081,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
type II cell of adrenal medulla,http://purl.obolibrary.org/obo/CL_0002082,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
type I cell of adrenal medulla,http://purl.obolibrary.org/obo/CL_0002083,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
Boettcher cell,http://purl.obolibrary.org/obo/CL_0002084,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
tanycyte,http://purl.obolibrary.org/obo/CL_0002085,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000125,glial cell
specialized cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002086,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
nongranular leukocyte,http://purl.obolibrary.org/obo/CL_0002087,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
interstitial cell of Cajal,http://purl.obolibrary.org/obo/CL_0002088,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
"group 2 innate lymphoid cell, mouse",http://purl.obolibrary.org/obo/CL_0002089,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
polar body,http://purl.obolibrary.org/obo/CL_0002090,true,http://purl.obolibrary.org/obo/CL_0000039,germ line cell,,
primary polar body,http://purl.obolibrary.org/obo/CL_0002091,true,http://purl.obolibrary.org/obo/CL_0000039,germ line cell,,
bone marrow cell,http://purl.obolibrary.org/obo/CL_0002092,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
secondary polar body,http://purl.obolibrary.org/obo/CL_0002093,true,http://purl.obolibrary.org/obo/CL_0000039,germ line cell,,
interstitial cell of ovary,http://purl.obolibrary.org/obo/CL_0002094,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
hilus cell of ovary,http://purl.obolibrary.org/obo/CL_0002095,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
internodal tract myocyte,http://purl.obolibrary.org/obo/CL_0002096,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
cortical cell of adrenal gland,http://purl.obolibrary.org/obo/CL_0002097,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
regular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002098,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
type I cell of adrenal cortex,http://purl.obolibrary.org/obo/CL_0002099,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
regular interventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002100,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
CD38-positive naive B cell,http://purl.obolibrary.org/obo/CL_0002101,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-negative naive B cell,http://purl.obolibrary.org/obo/CL_0002102,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
IgG-positive double negative memory B cell,http://purl.obolibrary.org/obo/CL_0002103,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
IgG-negative double negative memory B cell,http://purl.obolibrary.org/obo/CL_0002104,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-positive IgG memory B cell,http://purl.obolibrary.org/obo/CL_0002105,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
IgD-positive CD38-positive IgG memory B cell,http://purl.obolibrary.org/obo/CL_0002106,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
IgD-negative CD38-positive IgG memory B cell,http://purl.obolibrary.org/obo/CL_0002107,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-negative IgG memory B cell,http://purl.obolibrary.org/obo/CL_0002108,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-positive CD38-positive naive B cell,http://purl.obolibrary.org/obo/CL_0002109,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-low CD38-positive naive B cell,http://purl.obolibrary.org/obo/CL_0002110,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-negative unswitched memory B cell,http://purl.obolibrary.org/obo/CL_0002111,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-positive CD38-negative unswitched memory B cell,http://purl.obolibrary.org/obo/CL_0002112,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-low CD38-negative unswitched memory B cell,http://purl.obolibrary.org/obo/CL_0002113,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-positive unswitched memory B cell,http://purl.obolibrary.org/obo/CL_0002114,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-positive CD38-positive unswitched memory B cell,http://purl.obolibrary.org/obo/CL_0002115,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-low CD38-positive unswitched memory B cell,http://purl.obolibrary.org/obo/CL_0002116,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002117,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-negative IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002118,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD38-positive IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002119,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD24-positive CD38-negative IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002120,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD24-negative CD38-negative IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002121,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-positive CD38-positive IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002122,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
B220-low CD38-positive IgG-negative class switched memory B cell,http://purl.obolibrary.org/obo/CL_0002123,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000236,B cell
CD27-positive gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0002124,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
CD27-negative gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0002125,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD25-positive, CD27-positive immature gamma-delta T cell",http://purl.obolibrary.org/obo/CL_0002126,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
innate effector T cell,http://purl.obolibrary.org/obo/CL_0002127,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
Tc17 cell,http://purl.obolibrary.org/obo/CL_0002128,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
regular interatrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002130,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
stromal cell of ovary,http://purl.obolibrary.org/obo/CL_0002132,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
stromal cell of ovarian cortex,http://purl.obolibrary.org/obo/CL_0002133,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
stromal cell of ovarian medulla,http://purl.obolibrary.org/obo/CL_0002134,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
nonkeratinized cell of epidermis,http://purl.obolibrary.org/obo/CL_0002135,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
type II cell of adrenal cortex,http://purl.obolibrary.org/obo/CL_0002136,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
type III cell of adrenal cortex,http://purl.obolibrary.org/obo/CL_0002137,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
endothelial cell of vascular tree,http://purl.obolibrary.org/obo/CL_0002139,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
skin sebocyte,http://purl.obolibrary.org/obo/CL_0002140,true,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell,,
active chief cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002141,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
dark cell of eccrine sweat gland,http://purl.obolibrary.org/obo/CL_0002142,true,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell,,
dark chief cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002143,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
multiciliated columnar cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002145,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
clear cell of eccrine sweat gland,http://purl.obolibrary.org/obo/CL_0002146,true,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell,,
clear chief cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002147,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
dental pulp cell,http://purl.obolibrary.org/obo/CL_0002148,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
epithelial cell of uterus,http://purl.obolibrary.org/obo/CL_0002149,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelioid macrophage,http://purl.obolibrary.org/obo/CL_0002150,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000235,macrophage
late promyelocyte,http://purl.obolibrary.org/obo/CL_0002151,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
columnar cell of endocervix,http://purl.obolibrary.org/obo/CL_0002152,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
early promyelocyte,http://purl.obolibrary.org/obo/CL_0002154,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
echinocyte,http://purl.obolibrary.org/obo/CL_0002155,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000081,blood cell
endosteal cell,http://purl.obolibrary.org/obo/CL_0002157,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
external epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002158,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
general ecto-epithelial cell,http://purl.obolibrary.org/obo/CL_0002159,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
basal external epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002160,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
superficial external epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002161,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
internal epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002162,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
internal pillar cell of cochlea,http://purl.obolibrary.org/obo/CL_0002163,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
external pillar cell of cochlea,http://purl.obolibrary.org/obo/CL_0002164,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
phalangeal cell,http://purl.obolibrary.org/obo/CL_0002165,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelial cell of Malassez,http://purl.obolibrary.org/obo/CL_0002166,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
olfactory epithelial cell,http://purl.obolibrary.org/obo/CL_0002167,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
border cell of cochlea,http://purl.obolibrary.org/obo/CL_0002168,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
basal cell of olfactory epithelium,http://purl.obolibrary.org/obo/CL_0002169,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
keratinized cell of the oral mucosa,http://purl.obolibrary.org/obo/CL_0002170,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
globose cell of olfactory epithelium,http://purl.obolibrary.org/obo/CL_0002171,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
interdental cell of cochlea,http://purl.obolibrary.org/obo/CL_0002172,true,http://purl.obolibrary.org/obo/CL_0001035,bone cell,,
extraglomerular mesangial cell,http://purl.obolibrary.org/obo/CL_0002173,true,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell,,
folliculostellate cell of pars distalis of adenohypophysis,http://purl.obolibrary.org/obo/CL_0002177,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelial cell of stomach,http://purl.obolibrary.org/obo/CL_0002178,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
foveolar cell of stomach,http://purl.obolibrary.org/obo/CL_0002179,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
mucous cell of stomach,http://purl.obolibrary.org/obo/CL_0002180,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
mucous neck cell of gastric gland,http://purl.obolibrary.org/obo/CL_0002181,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
stem cell of gastric gland,http://purl.obolibrary.org/obo/CL_0002183,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
basal proper cell of olfactory epithelium,http://purl.obolibrary.org/obo/CL_0002184,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
basal cell of epidermis,http://purl.obolibrary.org/obo/CL_0002187,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
glomerular endothelial cell,http://purl.obolibrary.org/obo/CL_0002188,true,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,,
granular cell of epidermis,http://purl.obolibrary.org/obo/CL_0002189,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
squamous cell of epidermis,http://purl.obolibrary.org/obo/CL_0002190,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
granulocytopoietic cell,http://purl.obolibrary.org/obo/CL_0002191,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
metamyelocyte,http://purl.obolibrary.org/obo/CL_0002192,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
myelocyte,http://purl.obolibrary.org/obo/CL_0002193,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
monopoietic cell,http://purl.obolibrary.org/obo/CL_0002194,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
hepatic stem cell,http://purl.obolibrary.org/obo/CL_0002195,true,http://purl.obolibrary.org/obo/CL_0000034,stem cell,,
inactive chief cell of parathyoid gland,http://purl.obolibrary.org/obo/CL_0002197,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
oncocyte,http://purl.obolibrary.org/obo/CL_0002198,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
oxyphil cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002199,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
oxyphil cell of thyroid,http://purl.obolibrary.org/obo/CL_0002200,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
renal beta-intercalated cell,http://purl.obolibrary.org/obo/CL_0002201,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
epithelial cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002202,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
tuft cell of large intestine,http://purl.obolibrary.org/obo/CL_0002203,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
tuft cell,http://purl.obolibrary.org/obo/CL_0002204,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
brush cell of lobular bronchiole,http://purl.obolibrary.org/obo/CL_0002205,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
brush cell of terminal bronchiole,http://purl.obolibrary.org/obo/CL_0002206,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
brush cell of trachea,http://purl.obolibrary.org/obo/CL_0002207,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
brush cell of bronchus,http://purl.obolibrary.org/obo/CL_0002208,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
intermediate epitheliocyte,http://purl.obolibrary.org/obo/CL_0002209,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
red muscle cell,http://purl.obolibrary.org/obo/CL_0002210,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
type I muscle cell,http://purl.obolibrary.org/obo/CL_0002211,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
type II muscle cell,http://purl.obolibrary.org/obo/CL_0002212,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
white muscle cell,http://purl.obolibrary.org/obo/CL_0002213,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
type IIa muscle cell,http://purl.obolibrary.org/obo/CL_0002214,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
type IIb muscle cell,http://purl.obolibrary.org/obo/CL_0002215,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
intermediate muscle cell,http://purl.obolibrary.org/obo/CL_0002216,true,http://purl.obolibrary.org/obo/CL_0000187,muscle cell,,
intermediate trophoblast cell,http://purl.obolibrary.org/obo/CL_0002217,true,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,,
immature dendritic epithelial T cell precursor,http://purl.obolibrary.org/obo/CL_0002218,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
anchoring trophoblast,http://purl.obolibrary.org/obo/CL_0002219,true,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,,
interstitial cell of pineal gland,http://purl.obolibrary.org/obo/CL_0002220,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
