cell_label,cell_id,is_mapped,level_1_cell_id,level_1_cell_label,level_2_cell_id,level_2_cell_label
luminal epithelial cell of endometrium,http://purl.obolibrary.org/obo/CL_4052050,true,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,
"uterine natural killer cell 1, human",http://purl.obolibrary.org/obo/CL_4052051,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
"uterine natural killer cell 2, human",http://purl.obolibrary.org/obo/CL_4052052,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
"uterine natural killer cell 3, human",http://purl.obolibrary.org/obo/CL_4052053,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,,
"mature NK T cell, human",http://purl.obolibrary.org/obo/CL_4052055,true,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell,http://purl.obolibrary.org/obo/CL_0000084,T cell
gastric mill neuron,http://purl.obolibrary.org/obo/CL_4070010,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
lateral gastric neuron,http://purl.obolibrary.org/obo/CL_4070011,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
inferior cardiac neuron,http://purl.obolibrary.org/obo/CL_4070012,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
ventricular dilator motor neuron,http://purl.obolibrary.org/obo/CL_4070013,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
pyloric motor neuron,http://purl.obolibrary.org/obo/CL_4070014,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
pyloric dilator neuron,http://purl.obolibrary.org/obo/CL_4070015,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
anterior burster neuron,http://purl.obolibrary.org/obo/CL_4070016,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
lateral pyloric motor neuron,http://purl.obolibrary.org/obo/CL_4070017,true,http://purl.obolibrary.org/obo/CL_0002319,neural cell,http://purl.obolibrary.org/obo/CL_0000540,neuron
cell,http://purl.obolibrary.org/obo/CL_0000000,false,,,,
primary cultured cell,http://purl.obolibrary.org/obo/CL_0000001,false,,,,
obsolete immortal cell line cell,http://purl.obolibrary.org/obo/CL_0000002,false,,,,
obsolete native cell,http://purl.obolibrary.org/obo/CL_0000003,false,,,,
obsolete cell by organism,http://purl.obolibrary.org/obo/CL_0000004,false,,,,
early embryonic cell (metazoa),http://purl.obolibrary.org/obo/CL_0000007,false,,,,
obsolete fusiform initial,http://purl.obolibrary.org/obo/CL_0000009,false,,,,
cultured cell,http://purl.obolibrary.org/obo/CL_0000010,false,,,,
obsolete cell by class,http://purl.obolibrary.org/obo/CL_0000012,false,,,,
obsolete dentine secreting cell,http://purl.obolibrary.org/obo/CL_0000013,false,,,,
glioblast,http://purl.obolibrary.org/obo/CL_0000030,false,,,,
neuroblast (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000031,false,,,,
neuroplacodal cell,http://purl.obolibrary.org/obo/CL_0000032,false,,,,
obsolete thymus processed stem cell,http://purl.obolibrary.org/obo/CL_0000045,false,,,,
obsolete bursa processed stem cell,http://purl.obolibrary.org/obo/CL_0000046,false,,,,
bone matrix secreting cell,http://purl.obolibrary.org/obo/CL_0000054,false,,,,
non-terminally differentiated cell,http://purl.obolibrary.org/obo/CL_0000055,false,,,,
myoblast,http://purl.obolibrary.org/obo/CL_0000056,false,,,,
obsolete cell by histology,http://purl.obolibrary.org/obo/CL_0000063,false,,,,
ciliated cell,http://purl.obolibrary.org/obo/CL_0000064,false,,,,
obsolete epithelial cell of gland,http://purl.obolibrary.org/obo/CL_0000070,false,,,,
obsolete barrier epithelial cell,http://purl.obolibrary.org/obo/CL_0000073,false,,,,
obsolete epithem cell,http://purl.obolibrary.org/obo/CL_0000074,false,,,,
circulating cell,http://purl.obolibrary.org/obo/CL_0000080,false,,,,
obsolete germ line stem cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000085,false,,,,
obsolete germ line stem cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000086,false,,,,
obsolete male germ line stem cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000087,false,,,,
obsolete female germ line stem cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000088,false,,,,
obsolete male germ line stem cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000089,false,,,,
obsolete female germ line stem cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000090,false,,,,
obsolete osteochondroclast,http://purl.obolibrary.org/obo/CL_0000093,false,,,,
obsolete peripheral neuron,http://purl.obolibrary.org/obo/CL_0000111,false,,,,
surface ectodermal cell,http://purl.obolibrary.org/obo/CL_0000114,false,,,,
obsolete glial cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000124,false,,,,
neurectodermal cell,http://purl.obolibrary.org/obo/CL_0000133,false,,,,
obsolete cell by function,http://purl.obolibrary.org/obo/CL_0000144,false,,,,
pigment cell,http://purl.obolibrary.org/obo/CL_0000147,false,,,,
visual pigment cell,http://purl.obolibrary.org/obo/CL_0000149,false,,,,
secretory cell,http://purl.obolibrary.org/obo/CL_0000151,false,,,,
protein secreting cell,http://purl.obolibrary.org/obo/CL_0000154,false,,,,
obsolete antibody secreting cell,http://purl.obolibrary.org/obo/CL_0000156,false,,,,
surfactant secreting cell,http://purl.obolibrary.org/obo/CL_0000157,false,,,,
seromucus secreting cell,http://purl.obolibrary.org/obo/CL_0000159,false,,,,
obsolete acid secreting cell,http://purl.obolibrary.org/obo/CL_0000161,false,,,,
endocrine cell,http://purl.obolibrary.org/obo/CL_0000163,false,,,,
peptide hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000167,false,,,,
insulin secreting cell,http://purl.obolibrary.org/obo/CL_0000168,false,,,,
glucagon secreting cell,http://purl.obolibrary.org/obo/CL_0000170,false,,,,
somatostatin secreting cell,http://purl.obolibrary.org/obo/CL_0000172,false,,,,
steroid hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000174,false,,,,
luteal cell,http://purl.obolibrary.org/obo/CL_0000175,false,,,,
ecdysteroid secreting cell,http://purl.obolibrary.org/obo/CL_0000176,false,,,,
testosterone secreting cell,http://purl.obolibrary.org/obo/CL_0000177,false,,,,
Leydig cell,http://purl.obolibrary.org/obo/CL_0000178,false,,,,
progesterone secreting cell,http://purl.obolibrary.org/obo/CL_0000179,false,,,,
estradiol secreting cell,http://purl.obolibrary.org/obo/CL_0000180,false,,,,
obsolete metabolising cell,http://purl.obolibrary.org/obo/CL_0000181,false,,,,
contractile cell,http://purl.obolibrary.org/obo/CL_0000183,false,,,,
cell of skeletal muscle,http://purl.obolibrary.org/obo/CL_0000188,false,,,,
obsolete nodal cardiac cell,http://purl.obolibrary.org/obo/CL_0000194,false,,,,
obsolete Purkinje fiber,http://purl.obolibrary.org/obo/CL_0000195,false,,,,
sensory receptor cell,http://purl.obolibrary.org/obo/CL_0000197,false,,,,
chemoreceptor cell,http://purl.obolibrary.org/obo/CL_0000206,false,,,,
pH receptor cell,http://purl.obolibrary.org/obo/CL_0000208,false,,,,
electrically active cell,http://purl.obolibrary.org/obo/CL_0000211,false,,,,
obsolete absorptive cell,http://purl.obolibrary.org/obo/CL_0000212,false,,,,
obsolete lining cell,http://purl.obolibrary.org/obo/CL_0000213,false,,,,
obsolete barrier cell,http://purl.obolibrary.org/obo/CL_0000215,false,,,,
obsolete insulating cell,http://purl.obolibrary.org/obo/CL_0000217,false,,,,
motile cell,http://purl.obolibrary.org/obo/CL_0000219,false,,,,
obsolete cell by lineage,http://purl.obolibrary.org/obo/CL_0000220,false,,,,
ectodermal cell,http://purl.obolibrary.org/obo/CL_0000221,false,,,,
mesodermal cell,http://purl.obolibrary.org/obo/CL_0000222,false,,,,
endodermal cell,http://purl.obolibrary.org/obo/CL_0000223,false,,,,
obsolete cell by nuclear number,http://purl.obolibrary.org/obo/CL_0000224,false,,,,
anucleate cell,http://purl.obolibrary.org/obo/CL_0000225,false,,,,
single nucleate cell,http://purl.obolibrary.org/obo/CL_0000226,false,,,,
binucleate cell,http://purl.obolibrary.org/obo/CL_0000227,false,,,,
multinucleate cell,http://purl.obolibrary.org/obo/CL_0000228,false,,,,
obsolete lymphoblast,http://purl.obolibrary.org/obo/CL_0000229,false,,,,
obsolete T lymphoblast,http://purl.obolibrary.org/obo/CL_0000230,false,,,,
obsolete B lymphoblast,http://purl.obolibrary.org/obo/CL_0000231,false,,,,
phagocyte,http://purl.obolibrary.org/obo/CL_0000234,false,,,,
obsolete glial cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000243,false,,,,
obsolete passage cell,http://purl.obolibrary.org/obo/CL_0000245,false,,,,
obsolete microsporocyte,http://purl.obolibrary.org/obo/CL_0000248,false,,,,
hatching gland cell,http://purl.obolibrary.org/obo/CL_0000249,false,,,,
obsolete megaspore,http://purl.obolibrary.org/obo/CL_0000250,false,,,,
obsolete microspore,http://purl.obolibrary.org/obo/CL_0000252,false,,,,
obsolete egg cell,http://purl.obolibrary.org/obo/CL_0000254,false,,,,
eukaryotic cell,http://purl.obolibrary.org/obo/CL_0000255,false,,,,
uric acid accumulating cell,http://purl.obolibrary.org/obo/CL_0000256,false,,,,
Eumycetozoan cell,http://purl.obolibrary.org/obo/CL_0000257,false,,,,
obsolete fiber tracheid,http://purl.obolibrary.org/obo/CL_0000258,false,,,,
obsolete aggregate cell,http://purl.obolibrary.org/obo/CL_0000259,false,,,,
obsolete mucilage cell,http://purl.obolibrary.org/obo/CL_0000260,false,,,,
obsolete anterior cell,http://purl.obolibrary.org/obo/CL_0000261,false,,,,
obsolete guard mother cell,http://purl.obolibrary.org/obo/CL_0000262,false,,,,
obsolete vegetative cell (sensu Mycetozoa),http://purl.obolibrary.org/obo/CL_0000263,false,,,,
obsolete phloem initial,http://purl.obolibrary.org/obo/CL_0000264,false,,,,
obsolete anterior like cell,http://purl.obolibrary.org/obo/CL_0000265,false,,,,
obsolete meristemoid,http://purl.obolibrary.org/obo/CL_0000266,false,,,,
obsolete prespore cell,http://purl.obolibrary.org/obo/CL_0000267,false,,,,
obsolete sieve element,http://purl.obolibrary.org/obo/CL_0000268,false,,,,
obsolete prestalk cell,http://purl.obolibrary.org/obo/CL_0000269,false,,,,
obsolete subsidiary cell,http://purl.obolibrary.org/obo/CL_0000270,false,,,,
obsolete prestalk A cell,http://purl.obolibrary.org/obo/CL_0000271,false,,,,
obsolete cambial initial,http://purl.obolibrary.org/obo/CL_0000272,false,,,,
obsolete prestalk AB cell,http://purl.obolibrary.org/obo/CL_0000273,false,,,,
obsolete prestalk B cell,http://purl.obolibrary.org/obo/CL_0000275,false,,,,
obsolete sclerenchyma cell,http://purl.obolibrary.org/obo/CL_0000276,false,,,,
obsolete prestalk I cell,http://purl.obolibrary.org/obo/CL_0000277,false,,,,
obsolete central cell,http://purl.obolibrary.org/obo/CL_0000278,false,,,,
obsolete prestalk 0 cell,http://purl.obolibrary.org/obo/CL_0000279,false,,,,
obsolete generative cell,http://purl.obolibrary.org/obo/CL_0000280,false,,,,
obsolete pstAB/ALC,http://purl.obolibrary.org/obo/CL_0000281,false,,,,
obsolete trichome,http://purl.obolibrary.org/obo/CL_0000282,false,,,,
obsolete pstO/ALC,http://purl.obolibrary.org/obo/CL_0000283,false,,,,
obsolete companion cell,http://purl.obolibrary.org/obo/CL_0000284,false,,,,
obsolete stalk cell,http://purl.obolibrary.org/obo/CL_0000285,false,,,,
hyphal cell,http://purl.obolibrary.org/obo/CL_0000286,false,,,,
obsolete synergid,http://purl.obolibrary.org/obo/CL_0000288,false,,,,
obsolete chemotactic amoeboid cell (sensu Mycetozoa),http://purl.obolibrary.org/obo/CL_0000289,false,,,,
obsolete xylem fiber cell,http://purl.obolibrary.org/obo/CL_0000290,false,,,,
obsolete spore (sensu Mycetozoa),http://purl.obolibrary.org/obo/CL_0000291,false,,,,
obsolete guard cell,http://purl.obolibrary.org/obo/CL_0000292,false,,,,
structural cell,http://purl.obolibrary.org/obo/CL_0000293,false,,,,
obsolete sieve cell,http://purl.obolibrary.org/obo/CL_0000294,false,,,,
somatotropin secreting cell,http://purl.obolibrary.org/obo/CL_0000295,false,,,,
obsolete vegetative cell,http://purl.obolibrary.org/obo/CL_0000296,false,,,,
obsolete socket cell,http://purl.obolibrary.org/obo/CL_0000297,false,,,,
obsolete xylem element,http://purl.obolibrary.org/obo/CL_0000298,false,,,,
obsolete trichoblast,http://purl.obolibrary.org/obo/CL_0000299,false,,,,
obsolete IgM B cell,http://purl.obolibrary.org/obo/CL_0000302,false,,,,
obsolete IgG B cell,http://purl.obolibrary.org/obo/CL_0000303,false,,,,
obsolete IgA B cell,http://purl.obolibrary.org/obo/CL_0000304,false,,,,
obsolete IgE B cell,http://purl.obolibrary.org/obo/CL_0000305,false,,,,
crystallin accumulating cell,http://purl.obolibrary.org/obo/CL_0000306,false,,,,
metal ion accumulating cell,http://purl.obolibrary.org/obo/CL_0000308,false,,,,
copper accumulating cell,http://purl.obolibrary.org/obo/CL_0000309,false,,,,
iron accumulating cell,http://purl.obolibrary.org/obo/CL_0000310,false,,,,
keratin accumulating cell,http://purl.obolibrary.org/obo/CL_0000311,false,,,,
serous secreting cell,http://purl.obolibrary.org/obo/CL_0000313,false,,,,
milk secreting cell,http://purl.obolibrary.org/obo/CL_0000314,false,,,,
obsolete ray initial,http://purl.obolibrary.org/obo/CL_0000316,false,,,,
mucus secreting cell,http://purl.obolibrary.org/obo/CL_0000319,false,,,,
obsolete megasporocyte,http://purl.obolibrary.org/obo/CL_0000320,false,,,,
obsolete seminal fluid secreting cell,http://purl.obolibrary.org/obo/CL_0000321,false,,,,
lysozyme secreting cell,http://purl.obolibrary.org/obo/CL_0000323,false,,,,
stuff accumulating cell,http://purl.obolibrary.org/obo/CL_0000325,false,,,,
glycogen accumulating cell,http://purl.obolibrary.org/obo/CL_0000326,false,,,,
obsolete myelin accumulating cell,http://purl.obolibrary.org/obo/CL_0000328,false,,,,
oxygen accumulating cell,http://purl.obolibrary.org/obo/CL_0000329,false,,,,
obsolete collenchymal cell,http://purl.obolibrary.org/obo/CL_0000330,false,,,,
obsolete tracheid,http://purl.obolibrary.org/obo/CL_0000331,false,,,,
obsolete atrichoblast,http://purl.obolibrary.org/obo/CL_0000332,false,,,,
vegetative cell (sensu Fungi),http://purl.obolibrary.org/obo/CL_0000334,false,,,,
mesenchyme condensation cell,http://purl.obolibrary.org/obo/CL_0000335,false,,,,
pigment cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000341,false,,,,
pigment cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000342,false,,,,
visual pigment cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000343,false,,,,
obsolete non-visual cell (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000344,false,,,,
dental papilla cell,http://purl.obolibrary.org/obo/CL_0000345,false,,,,
scleral cell,http://purl.obolibrary.org/obo/CL_0000347,false,,,,
choroidal cell of the eye,http://purl.obolibrary.org/obo/CL_0000348,false,,,,
blastoderm cell,http://purl.obolibrary.org/obo/CL_0000353,false,,,,
morula cell,http://purl.obolibrary.org/obo/CL_0000360,false,,,,
gastrula cell,http://purl.obolibrary.org/obo/CL_0000361,false,,,,
obsolete axial cell,http://purl.obolibrary.org/obo/CL_0000363,false,,,,
obsolete ray cell,http://purl.obolibrary.org/obo/CL_0000364,false,,,,
animal zygote,http://purl.obolibrary.org/obo/CL_0000365,false,,,,
obsolete sperm cell (sensu Viridiplantae),http://purl.obolibrary.org/obo/CL_0000366,false,,,,
sheath cell (sensu Nematoda),http://purl.obolibrary.org/obo/CL_0000367,false,,,,
obsolete myrosin cell,http://purl.obolibrary.org/obo/CL_0000368,false,,,,
obsolete transfer cell,http://purl.obolibrary.org/obo/CL_0000370,false,,,,
protoplast,http://purl.obolibrary.org/obo/CL_0000371,false,,,,
histoblast,http://purl.obolibrary.org/obo/CL_0000373,false,,,,
obsolete osteoprogenitor cell,http://purl.obolibrary.org/obo/CL_0000375,false,,,,
supporting cell (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000378,false,,,,
thecogen cell,http://purl.obolibrary.org/obo/CL_0000380,false,,,,
obsolete neurosecretory neuron,http://purl.obolibrary.org/obo/CL_0000381,false,,,,
scolopale cell,http://purl.obolibrary.org/obo/CL_0000382,false,,,,
ligament cell,http://purl.obolibrary.org/obo/CL_0000384,false,,,,
obsolete attachment cell,http://purl.obolibrary.org/obo/CL_0000386,false,,,,
obsolete podocyte (sensu Diptera),http://purl.obolibrary.org/obo/CL_0000391,false,,,,
electrically responsive cell,http://purl.obolibrary.org/obo/CL_0000393,false,,,,
obsolete polygonal cell,http://purl.obolibrary.org/obo/CL_0000398,false,,,,
obsolete phloem element,http://purl.obolibrary.org/obo/CL_0000399,false,,,,
obsolete pavement cell,http://purl.obolibrary.org/obo/CL_0000400,false,,,,
obsolete macrophage (sensu Diptera),http://purl.obolibrary.org/obo/CL_0000401,false,,,,
obsolete CNS interneuron,http://purl.obolibrary.org/obo/CL_0000402,false,,,,
electrically signaling cell,http://purl.obolibrary.org/obo/CL_0000404,false,,,,
obsolete neuroepidermoblast,http://purl.obolibrary.org/obo/CL_0000405,false,,,,
scolopidial ligament cell,http://purl.obolibrary.org/obo/CL_0000407,false,,,,
obsolete scolopidial sheath cell,http://purl.obolibrary.org/obo/CL_0000409,false,,,,
polyploid cell,http://purl.obolibrary.org/obo/CL_0000412,false,,,,
haploid cell,http://purl.obolibrary.org/obo/CL_0000413,false,,,,
obsolete cell by ploidy,http://purl.obolibrary.org/obo/CL_0000414,false,,,,
diploid cell,http://purl.obolibrary.org/obo/CL_0000415,false,,,,
polytene cell,http://purl.obolibrary.org/obo/CL_0000416,false,,,,
endopolyploid cell,http://purl.obolibrary.org/obo/CL_0000417,false,,,,
coelomocyte,http://purl.obolibrary.org/obo/CL_0000421,false,,,,
mitogenic signaling cell,http://purl.obolibrary.org/obo/CL_0000422,false,,,,
tip cell,http://purl.obolibrary.org/obo/CL_0000423,false,,,,
excretory cell,http://purl.obolibrary.org/obo/CL_0000424,false,,,,
obsolete scaffold cell,http://purl.obolibrary.org/obo/CL_0000426,false,,,,
xanthophore cell,http://purl.obolibrary.org/obo/CL_0000430,false,,,,
iridophore,http://purl.obolibrary.org/obo/CL_0000431,false,,,,
obsolete functional megaspore,http://purl.obolibrary.org/obo/CL_0000433,false,,,,
alkali secreting cell,http://purl.obolibrary.org/obo/CL_0000435,false,,,,
vaginal lubricant secreting cell,http://purl.obolibrary.org/obo/CL_0000436,false,,,,
luteinizing hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000438,false,,,,
prolactin secreting cell,http://purl.obolibrary.org/obo/CL_0000439,false,,,,
melanocyte stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000440,false,,,,
calcitonin secreting cell,http://purl.obolibrary.org/obo/CL_0000443,false,,,,
apoptosis fated cell,http://purl.obolibrary.org/obo/CL_0000445,false,,,,
carbohydrate secreting cell,http://purl.obolibrary.org/obo/CL_0000447,false,,,,
thyroid hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000452,false,,,,
epinephrine secreting cell,http://purl.obolibrary.org/obo/CL_0000454,false,,,,
obsolete starch sheath cell,http://purl.obolibrary.org/obo/CL_0000455,false,,,,
mineralocorticoid secreting cell,http://purl.obolibrary.org/obo/CL_0000456,false,,,,
biogenic amine secreting cell,http://purl.obolibrary.org/obo/CL_0000457,false,,,,
serotonin secreting cell,http://purl.obolibrary.org/obo/CL_0000458,false,,,,
noradrenergic cell,http://purl.obolibrary.org/obo/CL_0000459,false,,,,
glucocorticoid secreting cell,http://purl.obolibrary.org/obo/CL_0000460,false,,,,
adepithelial cell,http://purl.obolibrary.org/obo/CL_0000462,false,,,,
cardioblast (sensu Arthropoda),http://purl.obolibrary.org/obo/CL_0000465,false,,,,
adrenocorticotropic hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000467,false,,,,
ganglion mother cell,http://purl.obolibrary.org/obo/CL_0000469,false,,,,
digestive enzyme secreting cell,http://purl.obolibrary.org/obo/CL_0000470,false,,,,
obsolete chlorenchyma cell,http://purl.obolibrary.org/obo/CL_0000472,false,,,,
OBSOLETE defensive cell,http://purl.obolibrary.org/obo/CL_0000473,false,,,,
pericardial nephrocyte,http://purl.obolibrary.org/obo/CL_0000474,false,,,,
obsolete degenerate megaspore,http://purl.obolibrary.org/obo/CL_0000475,false,,,,
oxytocin stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000478,false,,,,
vasopressin stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000479,false,,,,
secretin stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000480,false,,,,
cholecystokin stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000481,false,,,,
juvenile hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000482,false,,,,
bombesin stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000483,false,,,,
garland cell,http://purl.obolibrary.org/obo/CL_0000486,false,,,,
oenocyte,http://purl.obolibrary.org/obo/CL_0000487,false,,,,
obsolete cytotoxic T cell,http://purl.obolibrary.org/obo/CL_0000491,false,,,,
obsolete regulatory T cell,http://purl.obolibrary.org/obo/CL_0000493,false,,,,
granulosa cell,http://purl.obolibrary.org/obo/CL_0000501,false,,,,
substance P secreting cell,http://purl.obolibrary.org/obo/CL_0000505,false,,,,
enkephalin secreting cell,http://purl.obolibrary.org/obo/CL_0000506,false,,,,
endorphin secreting cell,http://purl.obolibrary.org/obo/CL_0000507,false,,,,
gastrin secreting cell,http://purl.obolibrary.org/obo/CL_0000509,false,,,,
androgen binding protein secreting cell,http://purl.obolibrary.org/obo/CL_0000511,false,,,,
obsolete paracrine cell,http://purl.obolibrary.org/obo/CL_0000512,false,,,,
cardiac muscle myoblast,http://purl.obolibrary.org/obo/CL_0000513,false,,,,
smooth muscle myoblast,http://purl.obolibrary.org/obo/CL_0000514,false,,,,
skeletal muscle myoblast,http://purl.obolibrary.org/obo/CL_0000515,false,,,,
macrophage derived foam cell,http://purl.obolibrary.org/obo/CL_0000517,false,,,,
phagocyte (sensu Vertebrata),http://purl.obolibrary.org/obo/CL_0000518,false,,,,
phagocyte (sensu Nematoda and Protostomia),http://purl.obolibrary.org/obo/CL_0000519,false,,,,
prokaryotic cell,http://purl.obolibrary.org/obo/CL_0000520,false,,,,
fungal cell,http://purl.obolibrary.org/obo/CL_0000521,false,,,,
obsolete spore,http://purl.obolibrary.org/obo/CL_0000522,false,,,,
spheroplast,http://purl.obolibrary.org/obo/CL_0000524,false,,,,
obsolete antipodal cell,http://purl.obolibrary.org/obo/CL_0000537,false,,,,
obsolete epidermal initial,http://purl.obolibrary.org/obo/CL_0000538,false,,,,
obsolete idioblast,http://purl.obolibrary.org/obo/CL_0000539,false,,,,
melanoblast,http://purl.obolibrary.org/obo/CL_0000541,false,,,,
obsolete sieve tube member,http://purl.obolibrary.org/obo/CL_0000543,false,,,,
obsolete animal cell,http://purl.obolibrary.org/obo/CL_0000548,false,,,,
gastrin stimulating hormone secreting cell,http://purl.obolibrary.org/obo/CL_0000554,false,,,,
obsolete neuronal brush cell,http://purl.obolibrary.org/obo/CL_0000555,false,,,,
endospore,http://purl.obolibrary.org/obo/CL_0000563,false,,,,
fat body cell,http://purl.obolibrary.org/obo/CL_0000565,false,,,,
leucophore,http://purl.obolibrary.org/obo/CL_0000571,false,,,,
erythrophore,http://purl.obolibrary.org/obo/CL_0000574,false,,,,
experimentally modified cell in vitro,http://purl.obolibrary.org/obo/CL_0000578,false,,,,
obsolete null cell,http://purl.obolibrary.org/obo/CL_0000585,false,,,,
small luteal cell,http://purl.obolibrary.org/obo/CL_0000590,false,,,,
large luteal cell,http://purl.obolibrary.org/obo/CL_0000592,false,,,,
androgen secreting cell,http://purl.obolibrary.org/obo/CL_0000593,false,,,,
skeletal muscle satellite cell,http://purl.obolibrary.org/obo/CL_0000594,false,,,,
sexual spore,http://purl.obolibrary.org/obo/CL_0000596,false,,,,
microconidium,http://purl.obolibrary.org/obo/CL_0000597,false,,,,
conidium,http://purl.obolibrary.org/obo/CL_0000599,false,,,,
heterokaryon,http://purl.obolibrary.org/obo/CL_0000600,false,,,,
dikaryon,http://purl.obolibrary.org/obo/CL_0000603,false,,,,
fungal asexual spore,http://purl.obolibrary.org/obo/CL_0000605,false,,,,
macroconidium,http://purl.obolibrary.org/obo/CL_0000606,false,,,,
ascospore,http://purl.obolibrary.org/obo/CL_0000607,false,,,,
zygospore,http://purl.obolibrary.org/obo/CL_0000608,false,,,,
obsolete plant cell,http://purl.obolibrary.org/obo/CL_0000610,false,,,,
basidiospore,http://purl.obolibrary.org/obo/CL_0000615,false,,,,
obsolete sporangiospore,http://purl.obolibrary.org/obo/CL_0000616,false,,,,
supporting cell (sensu Nematoda),http://purl.obolibrary.org/obo/CL_0000619,false,,,,
obsolete zoospore,http://purl.obolibrary.org/obo/CL_0000620,false,,,,
fusion competent myoblast,http://purl.obolibrary.org/obo/CL_0000621,false,,,,
transporting cell,http://purl.obolibrary.org/obo/CL_0000627,false,,,,
photosynthetic cell,http://purl.obolibrary.org/obo/CL_0000628,false,,,,
storage cell,http://purl.obolibrary.org/obo/CL_0000629,false,,,,
supporting cell,http://purl.obolibrary.org/obo/CL_0000630,false,,,,
labyrinth supporting cell,http://purl.obolibrary.org/obo/CL_0000631,false,,,,
chromophobe cell,http://purl.obolibrary.org/obo/CL_0000641,false,,,,
obsolete mucous neck cell,http://purl.obolibrary.org/obo/CL_0000651,false,,,,
distal tip cell (sensu Nematoda),http://purl.obolibrary.org/obo/CL_0000661,false,,,,
obsolete valve cell,http://purl.obolibrary.org/obo/CL_0000663,false,,,,
obsolete closable valve cell,http://purl.obolibrary.org/obo/CL_0000664,false,,,,
obsolete permanently open valve cell,http://purl.obolibrary.org/obo/CL_0000665,false,,,,
obsolete parenchymal cell,http://purl.obolibrary.org/obo/CL_0000668,false,,,,
obsolete tracheary element,http://purl.obolibrary.org/obo/CL_0000672,false,,,,
cap cell,http://purl.obolibrary.org/obo/CL_0000676,false,,,,
gut absorptive cell,http://purl.obolibrary.org/obo/CL_0000677,false,,,,
muscle precursor cell,http://purl.obolibrary.org/obo/CL_0000680,false,,,,
obsolete meristematic cell,http://purl.obolibrary.org/obo/CL_0000685,false,,,,
myoendocrine cell,http://purl.obolibrary.org/obo/CL_0000689,false,,,,
obsolete paraganglial cell,http://purl.obolibrary.org/obo/CL_0000698,false,,,,
paraganglia type 2 cell,http://purl.obolibrary.org/obo/CL_0000701,false,,,,
sustentacular cell,http://purl.obolibrary.org/obo/CL_0000703,false,,,,
cumulus granulosa cell,http://purl.obolibrary.org/obo/CL_0000711,false,,,,
corona radiata cell,http://purl.obolibrary.org/obo/CL_0000713,false,,,,
obsolete fusimotor neuron,http://purl.obolibrary.org/obo/CL_0000717,false,,,,
heterocyst,http://purl.obolibrary.org/obo/CL_0000724,false,,,,
nitrogen fixing cell,http://purl.obolibrary.org/obo/CL_0000725,false,,,,
chlamydospore,http://purl.obolibrary.org/obo/CL_0000726,false,,,,
obsolete primary pigment cell,http://purl.obolibrary.org/obo/CL_0000727,false,,,,
obsolete secondary pigment cell,http://purl.obolibrary.org/obo/CL_0000728,false,,,,
