dataset,reported_organ,sex,tool,modality,as,as_tool,similarity
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001052,popv,0.15785669928872914
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001159,popv,0.15785669928872909
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001156,popv,0.1480576780629169
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,azimuth,0.890651976384128
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,celltypist,0.8286159729465967
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,celltypist,0.5763873569359838
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,azimuth,0.5918152525178018
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,celltypist,0.5261951288395479
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,popv,0.8038465040755137
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,azimuth,0.601976362491018
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,popv,0.7114625270926023
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,celltypist,0.6938036651492642
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,celltypist,0.8519482624900994
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,popv,0.9405506837753833
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,popv,0.9014897791208024
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,azimuth,0.8555934940322859
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,azimuth,0.1905626453348019
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,popv,0.22740862879150028
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,azimuth,0.8505119360042991
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0006082,popv,0.10214106748846294
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,popv,0.9933961826603179
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,celltypist,0.17647056543700332
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7360,azimuth,0.21700284685892954
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7359,popv,0.4452229954203407
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma14487,celltypist,0.17647056543700332
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7359,azimuth,0.24657137508889362
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7359,celltypist,0.13323482424653996
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7339,popv,0.13899353995313857
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma15729,celltypist,0.1764705654370033
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7360,popv,0.2112220447727711
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7339,azimuth,0.22497743995557057
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7402,popv,0.44316111677350717
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7373,popv,0.3886797988142908
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7386,popv,0.40431477525955656
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7373,celltypist,0.10411411095127097
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7374,celltypist,0.15466918669771018
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7426,popv,0.5000864652730946
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7386,celltypist,0.16885538315234405
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7426,celltypist,0.15004324031830296
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7361,popv,0.25869236868457357
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7375,azimuth,0.10895130157808808
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7430,celltypist,0.10978909875225067
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7416,popv,0.34374976889400033
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7374,azimuth,0.2392317397272925
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7385,popv,0.3218217053966945
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7428,popv,0.27009406774351924
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7373,azimuth,0.22298657954247847
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7430,popv,0.3475969942323568
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7416,azimuth,0.2249774399555706
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7375,popv,0.2967365621077524
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7416,celltypist,0.10692659309891785
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7385,celltypist,0.1822078466741936
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7428,azimuth,0.19654961089860673
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7361,azimuth,0.2374935056577638
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7426,azimuth,0.248158326730164
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7386,azimuth,0.24635768047578277
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7385,azimuth,0.2525886186838885
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7361,celltypist,0.12277932090349464
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7374,popv,0.4104347681441811
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7430,azimuth,0.21768111838021137
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001153,popv,0.10291452388730181
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001156,popv,0.10291452388730181
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001157,popv,0.13861157043039088
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,azimuth,0.15373504983194458
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,celltypist,0.15478017975207586
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,azimuth,0.4228095178686639
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,azimuth,0.47526081952882154
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,celltypist,0.6744681865108519
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,azimuth,0.10338539268953732
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,celltypist,0.6509632321358008
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,celltypist,0.5470020518575707
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,popv,0.4728915149995257
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,celltypist,0.10400376080853654
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,azimuth,0.1002577223896321
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,azimuth,0.6136963914435638
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,popv,0.5572277885242181
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,popv,0.38535490706176184
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7338,celltypist,0.3683108515491702
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7339,azimuth,0.7172664722262958
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7359,popv,0.52876402764869
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7359,popv,0.7162381449174996
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7359,azimuth,0.6474175757096676
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7338,celltypist,0.33938084558044523
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7360,azimuth,0.8513415905770038
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7339,popv,0.606389835693752
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7339,popv,0.7955637957647473
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7360,celltypist,0.7602366324737235
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,celltypist,0.30794698184424174
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7338,azimuth,0.453089090242875
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7339,popv,0.6116692482861422
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7360,azimuth,0.8181970396774141
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7359,popv,0.5853506802383812
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,celltypist,0.10266861584436866
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7359,azimuth,0.5840483985790175
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7359,azimuth,0.7811273579867073
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,azimuth,sc_bulk,http://purl.org/sig/ont/fma/fma7359,celltypist,0.8189702675546625
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,azimuth,0.10336417499726808
https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Female,celltypist,sc_bulk,http://purl.org/sig/ont/fma/fma7361,azimuth,0.610086199297257
