graph,triples
https://purl.humanatlas.io/collection/hra-api,1792004
https://purl.humanatlas.io/ds-graph/hra-pop-full,205729
https://purl.humanatlas.io/graph/ctann-crosswalks,15442
https://purl.humanatlas.io/graph/hra-pop,1711758
https://purl.humanatlas.io/graph/hra-pop#as-as-sims,89190
https://purl.humanatlas.io/graph/hra-pop#distances,1352148
https://purl.humanatlas.io/graph/hra-pop#similarities,162509112
https://purl.humanatlas.io/graph/hra-pop#test-data,10630054
