dataset,reported_organ,tool,modality,as,similarity
http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001157,0.9459516193281036
http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001159,0.8970168404178177
http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002116,0.9305547581499694
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7398,0.007474220455855797
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,0.011268320137441773
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15729,0.024103032293426526
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7360,0.017459622944984016
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7366,0.012135419036447638
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7361,0.01960453065598498
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7374,0.01629098760294581
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7430,0.008042736307001048
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7373,0.017804699905868984
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7402,0.06363783463859922
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7426,0.020490360473415844
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7339,0.014369859169878959
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7359,0.013086210778941006
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7386,0.016823945058309517
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7400,0.017004798335598963
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7428,0.006608211926523386
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,0.9605940969668194
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma73165,0.0054441589253329805
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7364,0.031172200951397302
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14487,0.02410303229342653
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7385,0.02231178814976352
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0006082,0.14736725154927358
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15828,0.002151236908045597
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002007,0.0002017627890212933
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7416,0.0062873140500166805
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,0.8646821797979394
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7375,0.008140291531108592
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,0.967954714894634
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002097,0.06897168736636451
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,0.024103032293426526
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002194,0.00020352670745825416
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,0.979055054616781
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001248,0.004567578941706846
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010397,0.00018289044240463295
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410027,0.03380340464092485
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,0.0077297128198659925
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,1
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004536,0.00021087569882449669
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,0.8763777219445942
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410026,0.03380340464092486
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010417,0.00020097327834347705
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010748,0.0002062264736128885
http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,0.005117249397019664
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001223,0.3453277344142884
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001284,0.7584171676554561
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0008716,0.6996385143507127
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002015,0.8897324752843528
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004200,0.90965490869286
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002189,1
http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001228,0.5242535235363688
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001223,0.34008585582433826
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001284,0.8642749532133421
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0008716,0.8039897975837548
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002015,0.8530209772873875
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004200,0.9999910634436641
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001228,0.5267111137741509
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002189,0.9098868748986193
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001223,0.3453277344142884
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001284,0.7584171676554561
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0008716,0.6996385143507126
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002015,0.8897324752843527
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004200,0.9096549086928599
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002189,1
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001228,0.5242535235363688
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14966,0.8970194095267836
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14928,0.7708175591703735
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14929,0.8168525525371559
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14926,0.763812003213393
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14930,0.8233482911500551
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001158,0.9395022203284649
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002115,0.7612351645468158
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001052,0.0001857918535488837
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001156,0.00020040144958901666
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001153,0.9199926387045373
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001157,0.9618995807647029
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001159,0.99999999993239
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002116,0.9499055384264385
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14930,0.9857738973611527
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14926,0.9428161913564646
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14966,0.9387703640299906
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14928,1
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14929,0.9872313167993615
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001052,0.00020981488670413498
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001153,0.8809190383056902
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001156,0.0002263135150314914
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001157,0.880544063242342
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001158,0.891685025547884
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002115,0.9697925868656624
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001159,0.7708139642744776
http://purl.org/ccf/1.5/2b38ef86-7e4d-4e27-b9c6-d2015ec49692,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002116,0.8259072394063594
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7398,0.002755643604680778
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,0.004635361062883909
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15729,0.014307004040610485
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7360,0.006204113784624498
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7366,0.004759793233897684
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7361,0.006985271691345225
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7374,0.007326734108153974
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7373,0.007861065258618346
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7430,0.0035083758137061595
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7426,0.009213080687379149
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7402,0.02266885295924987
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7359,0.004860675110779607
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7339,0.005699367363361607
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7400,0.006334509592679656
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7386,0.00719619428202293
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7428,0.004117157403190338
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,0.12097772053770958
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma73165,0.0022570663463801354
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7364,0.010826872411281132
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7385,0.008585175334042693
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14487,0.014307004040610487
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15828,0.02685969684806259
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0006082,0.302561225419532
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002007,0.008113864744101064
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7416,0.0033178525132100227
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,0.16884327167855318
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,0.11411681391685916
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002097,0.9999999999999998
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001156,0.0012871064881538345
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,0.014307004040610485
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7375,0.0035034698820376126
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,0.0033702918776259043
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002194,0.008128835604348775
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,0.11398535248524018
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001248,0.032412468836034554
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010397,0.007938546627212401
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001052,0.0008165022378327333
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410027,0.3158613157545669
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,0.06897168736636451
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,0.003171912882794921
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004536,0.008188415987186089
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,0.07448210546036146
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410026,0.31586131575456694
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010417,0.008107082057070362
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010748,0.008151252995629068
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15729,0.024103032293426523
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7361,0.019604530655984977
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7374,0.016290987602945804
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma73165,0.0054441589253329805
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14487,0.024103032293426526
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,0.011268320137441773
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7398,0.007474220455855796
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7360,0.017459622944984012
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7364,0.0311722009513973
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7430,0.008042736307001046
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7339,0.014369859169878955
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410027,0.03380340464092484
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7416,0.00628731405001668
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7366,0.012135419036447636
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7373,0.01780469990586898
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7426,0.02049036047341584
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7385,0.022311788149763517
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,0.9605940969668194
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7386,0.016823945058309513
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7428,0.006608211926523385
