dataset,reported_organ,tool,modality,as,similarity
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004536,0.020134257820971023
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,0.02720373014552084
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410026,0.08375210628457153
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010417,0.022488685037674077
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010748,0.02125081178944262
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,0.03760101799394619
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002116,0.00035842610694661304
http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,0.9106244599331338
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14929,0.00045220021258156486
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15729,0.03351027143701556
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7398,0.8984376933462321
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7361,0.8886680223823447
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma73165,0.027786240163088415
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14926,0.00028447859725500593
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,0.015494426264614931
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,0.980198825272495
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7359,0.9999999609755802
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7364,0.9216895080920485
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7430,0.8917634214586909
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14928,0.0004974460561291989
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14966,0.0004514085036732491
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15828,0.00245808623726453
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7373,0.9786690597368383
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7374,0.9800402190866434
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7386,0.9872579933782387
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7400,0.9697889714502964
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7416,0.9278532334677374
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7428,0.9336615295341922
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7426,0.9430061157857658
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7402,0.7687287740383152
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14930,0.0004793292313052201
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7360,0.8520527782520925
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7375,0.9020224383489135
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7385,0.9158266344133382
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14487,0.03351027143701556
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7366,0.98436337667022
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7339,0.9699749009548029
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002007,0.02122905742116577
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,0.011766677499071827
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010417,0.0214071131239123
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410027,0.08588632532116276
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001157,0.0004193036411812733
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001052,0.10584858270384444
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410026,0.08588632532116278
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,0.9719394697781157
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010748,0.020212344875146452
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001158,0.00029208092711673566
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001159,0.0004405555311653995
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002097,0.0048596506730856125
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,0.015223628078000108
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002115,0.00041474538579148833
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002194,0.020829333221186647
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,0.026449910829333775
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,0.01308348789187439
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001153,0.00045598984022661817
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010397,0.025347368654391213
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001248,0.004347985304980207
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001156,0.14557564481225782
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,0.02572510605106911
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0006082,0.0455763112817721
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,0.8936583188396764
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,0.033510271437015564
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002116,0.0002992114359438543
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004536,0.019134761093418415
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14930,0.9143006226380754
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14926,0.9161880754104741
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14929,0.910066525508213
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14966,0.9547928780520202
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14928,0.891685025547884
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001052,0.00012319512010669137
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001156,0.00013288247132524665
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002115,0.8618843849429639
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001159,0.9394994685178455
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002116,0.9302796722497764
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001153,0.9745886822733076
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001157,0.9664202770339229
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001158,1.0000000000000002
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001223,0.34946088150665106
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001228,0.5358655134553909
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002189,0.9747519459052795
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001284,0.8330496793709632
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002015,0.89014622941983
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004200,0.9794349110957425
http://purl.org/ccf/1.5/9b2bcd9c-b142-45d3-bf38-f4a24afdb73a,Unknown,azimuth,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0008716,0.7723094241646582
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14928,0.9869725264768981
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14929,0.9999957074432653
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14926,0.9226890007606906
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14966,0.9735362567079138
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.org/sig/ont/fma/fma14930,0.9999219450282525
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001052,0.00019290811133710012
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001156,0.00020807728870234185
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002115,0.9882923457112439
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0002116,0.8706141699589813
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001153,0.8937073767947787
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001157,0.9072724501914159
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001158,0.9108875232232398
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,Unknown,spatial,spatial,http://purl.obolibrary.org/obo/UBERON_0001159,0.8180984106269915
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7398,0.0027556436046807784
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,0.004635361062883908
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15729,0.014307004040610482
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7360,0.006204113784624497
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7366,0.004759793233897683
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7361,0.006985271691345226
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma73165,0.002257066346380135
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7430,0.003508375813706159
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7402,0.022668852959249874
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7426,0.009213080687379149
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7339,0.005699367363361606
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7428,0.004117157403190337
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7386,0.007196194282022928
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7267,0.12097772053770955
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7374,0.007326734108153973
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15828,0.026859696848062588
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7364,0.010826872411281132
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002079,0.1688432716785532
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0006082,0.30256122541953195
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7385,0.008585175334042692
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002007,0.00811386474410106
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7373,0.007861065258618346
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7416,0.0033178525132100227
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7400,0.006334509592679655
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002097,0.9999999999999998
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002094,0.11411681391685916
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma14487,0.014307004040610485
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001156,0.001287106488153834
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7359,0.004860675110779607
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,0.014307004040610485
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7375,0.0035034698820376126
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,0.0033702918776259043
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002194,0.008128835604348773
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002080,0.1139853524852402
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010417,0.00810708205707036
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001248,0.032412468836034554
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010397,0.007938546627212401
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0001052,0.0008165022378327331
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004888,0.003171912882794921
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002084,0.06897168736636453
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410027,0.3158613157545669
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_8410026,0.3158613157545669
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004536,0.008188415987186087
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0002078,0.07448210546036148
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010748,0.008151252995629066
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0010748,0.00020622647361288846
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0016479,0.024103032293426523
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma73165,0.00544415892533298
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7373,0.017804699905868977
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7430,0.008042736307001046
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma15729,0.02410303229342652
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7361,0.01960453065598498
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7386,0.016823945058309513
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7400,0.017004798335598956
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.obolibrary.org/obo/UBERON_0004887,0.005117249397019663
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7374,0.016290987602945804
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7338,0.01126832013744177
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,Unknown,popv,sc_bulk,http://purl.org/sig/ont/fma/fma7426,0.02049036047341584
