dataset,reported_organ,tool,modality,corridor,similarity
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,,popv,sc_bulk,http://purl.org/ccf/1.5/7af72c8f-7fa1-4083-be74-613f92ef020a,0.14736725154927355
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,,popv,sc_bulk,http://purl.org/ccf/1.5/b2aca02c-9559-4869-b551-4bfb59bf84b3,0.14736725154927355
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,,popv,sc_bulk,http://purl.org/ccf/1.5/cef949fe-5100-4175-b87b-0172df815a6a,0.14736725154927355
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,,popv,sc_bulk,http://purl.org/ccf/1.5/1ac64de5-0f15-4d54-add8-e8817a3aa538,0.14736725154927355
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,,popv,sc_bulk,http://purl.org/ccf/1.5/44bacb5a-0cd8-4a88-9c93-490255a6b6f2,0.14736725154927355
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,,popv,sc_bulk,http://purl.org/ccf/1.5/ca285e1d-d2b4-4089-9059-11c95d788154,0.14736725154927355
http://purl.org/ccf/1.5/3158500f-9623-4a32-bf4d-0d54c602729c,,popv,sc_bulk,http://purl.org/ccf/1.5/bac1d39e-5309-4b50-8a19-4656d3f35641,0.9999999901144253
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/42b97dcb-2033-40ea-82a2-319a1e30dca2,1
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/d9aed544-4c6e-42c2-a137-9a9381d8f8c8,1
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/78ee24bb-4ae4-49e9-bad2-d6f13166b89e,1
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,0.9999998048575786
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/79a10f00-84e0-4b8e-8622-485973df3773,0.9883355217491798
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/ea1d468d-e988-42cd-8e34-71701e568878,0.9883355217491798
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/bddd9066-3f8c-4330-8e33-23be89ee8a0b,0.9883355217491798
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/d194f593-af76-4ee7-84a6-00f7531d47cf,0.9883355217491797
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/85765dd5-2197-4361-b4c6-c9d30186044a,0.987028415235817
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/470a6b74-a31b-4a50-bfff-da1b475c945b,0.987028415235817
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/5d35eae0-82df-40c7-952c-6fbab03034b2,0.987028415235817
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,0.9868714376555923
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/6f055461-adb2-41fe-86c1-50d3afdf9360,0.9734137208930055
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/e4a44b76-53fd-4c88-9ccf-ba095fcb9673,0.9734137208930055
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,0.9734137208930055
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,0.9734122032777995
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,0.9107131299151676
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/fb4cec06-b147-4277-a6cf-8aa21e294183,0.9107131299151676
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/ba9d007b-c5c7-4231-80f9-42403a98a6df,0.9107131299151676
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/76a8931b-1c06-4646-8a17-ac7828b6e879,0.9107131299151676
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,0.9107131299151673
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/aab5a316-7fbc-4a57-8b3a-3fc1958c5292,0.9107131299151673
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/db4f3eca-e9f8-4f9c-88a1-795a20dd0f84,0.9071057275736158
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/c89a4a3c-52d7-4508-86fb-b7e5610cb1e0,0.9071057275736158
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/82566926-7a8f-43a7-9f6a-ae0c463d7a1d,0.9071057275736158
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/bceacee1-bc17-49ba-ab6f-833a9ccde436,0.9071057275736158
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,0.9071057275736158
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,0.9071057275736158
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,0.8991338645317747
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,0.8991338645317747
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/e7d386a6-d4fb-43b2-9737-fdc6f7508d79,0.8178357797492827
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/df58ff32-e4db-41fe-9a25-47dbde90c694,0.8178357797492827
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,0.8178357797492827
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/d3b5feb6-910f-4309-a6a8-42c0477227c9,0.8178357797492827
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/cd304e60-3de4-4dd9-b289-ce1a0efae4d7,0.8178327061397124
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,,spatial,spatial,http://purl.org/ccf/1.5/8b652088-8c73-466d-b59c-3fbb8c01e399,0.8178327061397123
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,1
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/ba9d007b-c5c7-4231-80f9-42403a98a6df,1
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/fb4cec06-b147-4277-a6cf-8aa21e294183,1
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/76a8931b-1c06-4646-8a17-ac7828b6e879,1
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/aab5a316-7fbc-4a57-8b3a-3fc1958c5292,0.9999999999999999
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,0.9733503485377227
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,0.9733503485377226
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/bceacee1-bc17-49ba-ab6f-833a9ccde436,0.9664202770339225
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/c89a4a3c-52d7-4508-86fb-b7e5610cb1e0,0.9664202770339225
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/82566926-7a8f-43a7-9f6a-ae0c463d7a1d,0.9664202770339225
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,0.9664202770339225
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/db4f3eca-e9f8-4f9c-88a1-795a20dd0f84,0.9664202770339225
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,0.9664202770339225
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,0.9547946680323219
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/6f055461-adb2-41fe-86c1-50d3afdf9360,0.9547928780520204
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/e4a44b76-53fd-4c88-9ccf-ba095fcb9673,0.9547928780520204
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,0.9547928780520204
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/df58ff32-e4db-41fe-9a25-47dbde90c694,0.9395022203284648
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/d3b5feb6-910f-4309-a6a8-42c0477227c9,0.9395022203284645
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/e7d386a6-d4fb-43b2-9737-fdc6f7508d79,0.9395022203284645
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,0.9395022203284645
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/cd304e60-3de4-4dd9-b289-ce1a0efae4d7,0.9394994685178454
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/8b652088-8c73-466d-b59c-3fbb8c01e399,0.9394994685178454
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,0.9108875232232397
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/78ee24bb-4ae4-49e9-bad2-d6f13166b89e,0.9107131299151673
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/d9aed544-4c6e-42c2-a137-9a9381d8f8c8,0.9107131299151673
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/42b97dcb-2033-40ea-82a2-319a1e30dca2,0.9107131299151673
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,0.8930034006641226
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/5d35eae0-82df-40c7-952c-6fbab03034b2,0.891685025547884
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/85765dd5-2197-4361-b4c6-c9d30186044a,0.891685025547884
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/470a6b74-a31b-4a50-bfff-da1b475c945b,0.891685025547884
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/d194f593-af76-4ee7-84a6-00f7531d47cf,0.8618843849429639
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/79a10f00-84e0-4b8e-8622-485973df3773,0.8618843849429638
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/ea1d468d-e988-42cd-8e34-71701e568878,0.8618843849429638
http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,,spatial,spatial,http://purl.org/ccf/1.5/bddd9066-3f8c-4330-8e33-23be89ee8a0b,0.8618843849429638
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,0.9999999999999999
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,0.9904278260812415
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/db4f3eca-e9f8-4f9c-88a1-795a20dd0f84,0.9904278260812415
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/82566926-7a8f-43a7-9f6a-ae0c463d7a1d,0.9904278260812414
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/bceacee1-bc17-49ba-ab6f-833a9ccde436,0.9904278260812414
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/c89a4a3c-52d7-4508-86fb-b7e5610cb1e0,0.9904278260812414
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,0.9904278260812414
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,0.9813180077225954
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/e7d386a6-d4fb-43b2-9737-fdc6f7508d79,0.9813180077225954
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/df58ff32-e4db-41fe-9a25-47dbde90c694,0.9813180077225954
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/d3b5feb6-910f-4309-a6a8-42c0477227c9,0.9813180077225954
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/cd304e60-3de4-4dd9-b289-ce1a0efae4d7,0.9813170700026829
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/8b652088-8c73-466d-b59c-3fbb8c01e399,0.9813170700026829
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,0.9733503485377228
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/ba9d007b-c5c7-4231-80f9-42403a98a6df,0.9733503485377228
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/76a8931b-1c06-4646-8a17-ac7828b6e879,0.9733503485377228
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/fb4cec06-b147-4277-a6cf-8aa21e294183,0.9733503485377228
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/aab5a316-7fbc-4a57-8b3a-3fc1958c5292,0.9733503485377226
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,0.9733503485377226
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,0.9455830834312794
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/6f055461-adb2-41fe-86c1-50d3afdf9360,0.9455798032781229
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/e4a44b76-53fd-4c88-9ccf-ba095fcb9673,0.9455798032781229
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,0.9455798032781229
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,0.8993275904815939
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/78ee24bb-4ae4-49e9-bad2-d6f13166b89e,0.8991338645317747
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/d9aed544-4c6e-42c2-a137-9a9381d8f8c8,0.8991338645317747
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/42b97dcb-2033-40ea-82a2-319a1e30dca2,0.8991338645317747
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,0.865707447982094
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/5d35eae0-82df-40c7-952c-6fbab03034b2,0.8650372816840918
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/470a6b74-a31b-4a50-bfff-da1b475c945b,0.8650372816840918
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/85765dd5-2197-4361-b4c6-c9d30186044a,0.8650372816840918
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/bddd9066-3f8c-4330-8e33-23be89ee8a0b,0.8519812150192037
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/ea1d468d-e988-42cd-8e34-71701e568878,0.8519812150192037
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/79a10f00-84e0-4b8e-8622-485973df3773,0.8519812150192037
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,,spatial,spatial,http://purl.org/ccf/1.5/d194f593-af76-4ee7-84a6-00f7531d47cf,0.8519812150192035
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/74d8c134-9489-4599-afa7-95bd8cf9fc8a,1
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/11fcf508-762d-4f0c-b5c5-dad0cf38f4de,0.9999999999999999
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/2243b679-6c6c-4b66-9479-fef2640f2872,0.9999999999999999
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/4890aa9b-26a3-4db5-b25a-66e18cbc2158,0.9999999999999999
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/0f4be9aa-dfce-414f-9d40-47cb38f5eee8,0.9999999999999999
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,0.9999999609755802
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/95881dfc-b806-40ca-85fd-0e02d647c999,0.9983777579766299
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/cfa23a23-1cef-4a6f-8303-d1198e91a773,0.9872513894020926
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/853a9e2c-10ba-4491-9d9d-3551c0c5f26d,0.9807852045521614
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/3e6d37df-e4f3-4654-b06d-3a76c2e665ea,0.9807613113464922
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/e7d21a48-63dd-45d8-aedd-e4abed52d5d8,0.9801875891418289
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/8c2283cd-667a-4fa1-9026-50e30bcfdcd1,0.9794466297021122
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/5b4b476b-01e1-4d13-95e5-d17770f9ffa9,0.9787921060280381
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/f4a116d7-f844-4d4a-bc8f-632151125313,0.978664135656136
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/527bfb3c-5cea-4131-a73a-72687feb8024,0.9786231009483992
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/f1c3f780-6627-4c56-aada-97cb158f540d,0.9776419648700574
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/dcbd8b51-3a18-4025-97c1-e1867e346a18,0.9775580636260419
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/76c77da1-c978-48fe-b30b-aeff33a5d054,0.9769967874710792
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/05310dee-180d-4e59-8c58-b101d12f4c73,0.9757735582817811
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/c5d8b584-d6b7-4a98-8330-a97ecec688f8,0.9757734640096799
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/9131c76e-62cb-4433-a216-64e9fa0450c5,0.9703722790450908
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/559cb26d-2bed-41a6-8cdf-d5da5f4b52d2,0.9699890441442948
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/0364c64a-5b0a-493f-a5ee-3adfc837211c,0.9556356145220134
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/840b29a9-5a04-41cc-908d-0c4fa5720366,0.9501446661388789
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,,popv,sc_bulk,http://purl.org/ccf/1.5/25c3d20d-d856-4a22-b926-6ee9a5f4a1d4,0.9169445594301183
