organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000347,Colonocyte,1.224,0.1499816198995222,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000987,IgA plasma cell,1.182,0.1448351917657151,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030026,BEST4+ epithelial,0.7010000000000001,0.08589633623330481,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000896,Activated CD4 T,0.6900000000000001,0.08454846219826008,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000798,TRGV2 gdT,0.502,0.06151206959931385,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009010,TA,0.494,0.06053179757382678,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000787,Memory B,0.432,0.05293468937630196,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000499,Transitional Stromal 3 (C3+),0.372,0.04558264918514891,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000160,BEST2+ Goblet cell,0.294,0.03602499693664995,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000906,Activated CD8 T,0.258,0.03161377282195812,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000235,Macrophages,0.22,0.02695748070089452,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002038,Tfh,0.172,0.02107584854797208,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000909,CD8 Tmem,0.141,0.01727729444920967,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000788,STAT1+ Naive B,0.138,0.01690969243965202,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000815,Treg,0.112,0.01372380835681903,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,SELL+ CD4 T,0.101,0.0123759343217743,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,SELL+ CD8 T,0.096,0.01176326430584488,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,CLC+ Mast cell,0.092,0.01127312829310134,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033068,Cycling B cell,0.07500000000000001,0.009190050238941315,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000899,Th17,0.07100000000000001,0.008699914226197777,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002204,Tuft,0.062,0.007597108197524819,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047003,Cycling plasma cell,0.057,0.006984438181595398,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001071,LTi-like NCR- ILC3,0.05400000000000001,0.006616836172037746,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011026,Proximal progenitor,0.051,0.006249234162480093,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,Monocytes,0.05,0.006126700159294209,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000034,Stem cells,0.048,0.00588163215292244,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4040002,Adult Glia,0.037,0.004533758117877714,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000669,Contractile pericyte (PLN+),0.034,0.004166156108320062,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,Activated T,0.032,0.003921088101948293,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002607,Branch A4 (IN),0.029,0.003553486092390641,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,LEC6 (ADAMTS4+),0.028,0.003430952089204757,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002071,EC cells (NPW+),0.028,0.003430952089204757,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047029,arterial capillary,0.028,0.003430952089204757,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000682,Microfold cell,0.026,0.003185884082832989,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000031,Neuroblast,0.022,0.002695748070089452,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002543,Mature venous EC,0.016,0.001960544050974147,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000125,Glia 3 (BCAN+),0.015,0.001838010047788262,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002279,L cells (PYY+),0.015,0.001838010047788262,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cell,0.015,0.001838010047788263,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000985,IgG plasma cell,0.012,0.00147040803823061,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000222,Mesoderm 1 (HAND1+),0.01,0.001225340031858842,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047011,Fetal venous EC,0.01,0.001225340031858842,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011020,ENCC/glia Progenitor,0.01,0.001225340031858842,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000577,EECs,0.009000000000000001,0.001102806028672958,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast (RSPO2+),0.008,9.802720254870733E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000077,Mesothelium,0.007,8.577380223011892E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002394,cDC1,0.006,7.35204019115305E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,cDC2,0.006,7.35204019115305E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000940,MAIT cell,0.005,6.126700159294208E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047004,cycling EC,0.005,6.126700159294208E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000000,DZ GC cell,0.004,4.901360127435367E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000051,CLP,0.004,4.901360127435367E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,SMC (PART1/CAPN3+),0.004,4.901360127435367E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000545,Th1,0.004,4.901360127435367E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,NK T cell,0.004,4.901360127435367E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000817,Pre-B,0.004,4.901360127435367E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000784,Lymphoid DC,0.003,3.676020095576525E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000510,Paneth,0.003,3.676020095576525E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000413,Mature arterial EC,0.003,3.676020095576525E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047002,cycling ENCC/glia,0.003,3.676020095576525E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000863,MMP9+ Inflammatory macrophage,0.003,3.676020095576525E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000232,RBC,0.003,3.676020095576525E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047001,cycling stromal,0.002,2.450680063717683E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000586,Germ,0.002,2.450680063717683E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000844,GC B cell,0.002,2.450680063717683E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047006,Fetal arterial EC,0.002,2.450680063717683E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047005,cycling neuroblast,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000816,Immature B,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047030,venous capillary,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001069,ILC2,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000164,K cells (GIP+),0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000584,Enterocyte,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047012,angiogenic pericyte,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000556,Megakaryocyte,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000986,IgM plasma cell,0.001,1.225340031858842E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000347,Colonocyte,1.72,0.2267334563669919,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma cell,1.273,0.1678091220669655,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000584,Enterocyte,0.839,0.1105984708673873,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000909,KLRB1 CD8 T cell,0.603,0.0794885315054047,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000934,KLRB1 cytotoxic CD4 T,0.505,0.06656999736356448,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000787,Memory B cell,0.36,0.04745583970471923,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,C3+ fibroblast,0.284,0.03743738465594517,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000510,Paneth cell,0.23,0.03031900870023729,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002038,Tfh cell,0.215,0.02834168204587399,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000789,abT (entry) cell,0.19,0.02504613762193515,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019031,Goblet cell,0.183,0.02412338518323227,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000788,Naive B cell,0.13,0.01713683100448194,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000895,Naive CD4 T cell,0.099,0.01305035591879779,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000235,LYVE1 macrophage,0.08700000000000001,0.01146849459530715,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cell,0.085,0.01120485104139204,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4047017,Transit-amplifying cell,0.084,0.01107302926443449,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000826,ProB cell,0.083,0.01094120748747693,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000792,Treg cell,0.069,0.009095702610071187,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000900,Naive CD8 T cell,0.059,0.007777484840495652,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000863,M1 macrophage,0.05600000000000001,0.007382019509622992,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4052021,GZMK CD8 T cell,0.05400000000000001,0.007118375955707885,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000897,Memory CD4 T cell,0.044,0.00580015818613235,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001065,ILC,0.03900000000000001,0.005141049301344584,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000164,Enteroendocrine cell,0.035,0.00461376219351437,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001054,CD14 monocyte,0.033,0.004350118639599262,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophage,0.031,0.004086475085684156,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000125,Glial cell of intestine,0.026,0.003427366200896389,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019032,Tuft cell,0.025,0.003295544423938836,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000938,CD56 NK cell,0.024,0.003163722646981282,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002144,Capillary EC,0.024,0.003163722646981282,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,cDC2,0.023,0.003031900870023729,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002543,Venous EC,0.015,0.001977326654363302,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic EC,0.012,0.001581861323490641,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000359,Vascular smooth muscle cell,0.009000000000000001,0.001186395992617981,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000542,Cycling T/NK cell,0.007,9.227524387028739E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000939,CD16 NK cell,0.006,7.909306617453205E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000129,Microglia,0.005,6.591088847877671E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000077,CRABP1+ mesothelial cell,0.004,5.272871078302137E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil,0.003,3.954653308726602E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000115,Endothelial���mesenchymal transition EC,0.002,2.636435539151069E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002394,cDC1,0.002,2.636435539151069E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000127,Astrocyte,0.002,2.636435539151069E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000669,Pericyte,0.002,2.636435539151069E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000940,MAIT cell,0.001,1.318217769575534E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000413,Arterial EC,0.001,1.318217769575534E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,CD16 monocyte,0.001,1.318217769575534E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000798,gdT cell,0.001,1.318217769575534E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,pan-human-azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000186,Myofibroblast,0.001,1.318217769575534E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002071,enterocyte of epithelium of large intestine,2.314,0.2835436833721357,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,1.295,0.1586815341257199,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",1.27,0.1556181840460727,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",0.9039999999999999,0.1107707388800392,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009009,paneth cell of colon,0.679,0.08320058816321528,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,0.6120000000000001,0.07499080994976105,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,0.313,0.03835314299718171,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,0.278,0.03406445288567577,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000320,large intestine goblet cell,0.256,0.03136870481558632,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,0.082,0.01004778826124249,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000131,gut endothelial cell,0.056,0.006861904178409508,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001516,intestinal enteroendocrine cell,0.034,0.004166156108320059,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,monocyte,0.029,0.003553486092390638,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001052,rectum,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019032,intestinal tuft cell,0.021,0.002573214066903565,3
