sex,organId,organ_label,refOrgan,refOrganAs,dataset,tool,modality,as_label
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001159,https://entity.api.hubmapconsortium.org/entities/061b6c8f8e76f9be125f0f93e7734642,celltypist,sc_transcriptomics,sigmoid colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001159,https://entity.api.hubmapconsortium.org/entities/061b6c8f8e76f9be125f0f93e7734642,popv,sc_transcriptomics,sigmoid colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001159,https://entity.api.hubmapconsortium.org/entities/061b6c8f8e76f9be125f0f93e7734642,pan-human-azimuth,sc_transcriptomics,sigmoid colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/277152f17b5a2f308820ab4d85c5a426,celltypist,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/277152f17b5a2f308820ab4d85c5a426,popv,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/277152f17b5a2f308820ab4d85c5a426,pan-human-azimuth,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/3480cd404d4bacd7bb8d21be8de12c6c,sc_proteomics,sc_proteomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/a5729f859fc944c76f77fc74a1710e3b,celltypist,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/a5729f859fc944c76f77fc74a1710e3b,popv,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/a5729f859fc944c76f77fc74a1710e3b,pan-human-azimuth,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001159,https://entity.api.hubmapconsortium.org/entities/153b0fe8575ff1a17768319ba6dbaa5c,sc_proteomics,sc_proteomics,sigmoid colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/7edbff53248f2a2c8e74f5f955681734,pan-human-azimuth,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/7edbff53248f2a2c8e74f5f955681734,celltypist,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/latest/ccf.owl#VHFColon,http://purl.obolibrary.org/obo/UBERON_0001158,https://entity.api.hubmapconsortium.org/entities/7edbff53248f2a2c8e74f5f955681734,popv,sc_transcriptomics,descending colon
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$heart%20left%20ventricle,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,celltypist,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
Female,http://purl.obolibrary.org/obo/UBERON_0000948,heart,http://purl.org/ccf/latest/ccf.owl#VHFHeart,http://purl.obolibrary.org/obo/UBERON_0002084,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,pan-human-azimuth,sc_transcriptomics,heart left ventricle
