dataset,tool,cell_id,cell_label,count,percentage_of_total
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,1,2.167786689789725E-4
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,3795,0.3453453453453453
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",1474,0.1341341341341341
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,1334,0.1213941213941214
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,1088,0.09900809900809901
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,885,0.08053508053508053
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000158,club cell,441,0.04013104013104013
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000235,macrophage,385,0.03503503503503504
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,254,0.02311402311402311
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000767,basophil,244,0.02220402220402221
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_1000271,lung multiciliated epithelial cell,169,0.01537901537901538
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,151,0.01374101374101374
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,135,0.01228501228501228
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",117,0.01064701064701065
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,102,0.009282009282009281
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000669,pericyte,77,0.007007007007007007
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,70,0.00637000637000637
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,60,0.00546000546000546
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,55,0.005005005005005005
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,29,0.002639002639002639
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,26,0.002366002366002366
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002598,bronchial smooth muscle cell,23,0.002093002093002093
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",21,0.001911001911001911
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000236,B cell,14,0.001274001274001274
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,11,0.001001001001001001
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",11,0.001001001001001001
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002393,intermediate monocyte,6,5.46000546000546E-4
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000322,pulmonary alveolar epithelial cell,3,2.73000273000273E-4
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0002370,respiratory tract goblet cell,3,2.73000273000273E-4
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_2000016,lung microvascular endothelial cell,3,2.73000273000273E-4
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,2,1.82000182000182E-4
https://entity.api.hubmapconsortium.org/entities/4c031c4aba3b656a07a5ab14a305cbba,popv,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,1,9.1000091000091E-5
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,4971,0.4519501772888445
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4028002,alveolar capillary type 1 endothelial cell,1022,0.09291753795799618
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,992,0.09019001727429767
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4028004,alveolar type 1 fibroblast cell,843,0.07664333121192836
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_1001603,lung macrophage,404,0.03673061187380671
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,327,0.02972997545231385
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",271,0.02463860350940995
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4052030,Adventitial fibroblasts,232,0.02109282662060187
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4028003,alveolar capillary type 2 endothelial cell,209,0.01900172742976634
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_1001568,pulmonary artery endothelial cell,189,0.01718338030730066
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4033080,AT2 proliferating,175,0.01591053732157469
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0009089,lung pericyte,174,0.01581961996545141
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0002145,multiciliated columnar cell of tracheobronchial tree,139,0.01263751250113647
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",138,0.01254659514501318
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,131,0.0119101736521502
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,128,0.01163742158378034
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4033008,vein endothelial cell of respiratory system,128,0.01163742158378034
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,109,0.009909991817437949
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000322,pulmonary alveolar epithelial cell,85,0.007727975270479135
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0009086,endothelial cell of respiratory system lymphatic vessel,83,0.007546140558232567
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,67,0.006091462860260024
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4033043,lung interstitial macrophage,35,0.003182107464314938
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000236,B cell,31,0.002818438039821802
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0002633,respiratory basal cell,25,0.002272933903082098
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,22,0.002000181834712247
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,17,0.001545595054095827
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,17,0.001545595054095827
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,14,0.001272842985725975
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0017000,pulmonary ionocyte,9,8.182562051095554E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4033069,T cells proliferating,9,8.182562051095554E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2,1.818347122465679E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,azimuth,http://purl.obolibrary.org/obo/CL_4052029,Subpleural fibroblasts,1,9.091735612328394E-5
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,4944,0.4494954086735158
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_1001603,lung macrophage,872,0.07927993453950359
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,597,0.05427766160560051
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,531,0.04827711610146377
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4028004,alveolar type 1 fibroblast cell,517,0.04700427311573779
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,495,0.04500409128102555
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4028003,alveolar capillary type 2 endothelial cell,288,0.02618419856350577
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0005012,multiciliated epithelial cell,234,0.02127466133284844
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,227,0.02063823983998545
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033080,AT2 proliferating,217,0.01972906627875261
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T cell,216,0.01963814892262933
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,167,0.01518319847258842
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,160,0.01454677697972543
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,154,0.01400127284298573
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000669,pericyte,143,0.0130011819256296
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_1000414,endothelial cell of venule,132,0.01200109100827348
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000158,club cell,105,0.009546322392944813
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,103,0.009364487680698245
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033043,lung interstitial macrophage,96,0.008728066187835257
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0019001,tracheobronchial serous cell,86,0.007818892626602418
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000576,monocyte,73,0.006636966996999727
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002633,respiratory basal cell,73,0.006636966996999727
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,70,0.006364214928629875
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,60,0.005455041367397036
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000913,"effector memory CD8-positive, alpha-beta T cell",48,0.004364033093917629
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_1000312,bronchial goblet cell,45,0.004091281025547777
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000322,pulmonary alveolar epithelial cell,40,0.003636694244931358
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,38,0.00345485953268479
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell,32,0.002909355395945086
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000236,B cell,26,0.002363851259205382
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,25,0.002272933903082098
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,22,0.002000181834712247
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,19,0.001727429766342395
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_1000491,mesothelial cell of pleura,16,0.001454677697972543
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000097,mast cell,16,0.001454677697972543
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033022,mucus secreting cell of bronchus submucosal gland,12,0.001091008273479407
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),10,9.091735612328394E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033042,metallothionein-positive alveolar macrophage,10,9.091735612328394E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033077,cycling alveolar macrophage,10,9.091735612328394E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033044,deuterosomal cell,9,8.182562051095554E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033069,T cells proliferating,8,7.273388489862715E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033079,Lymphatic EC proliferating,8,7.273388489862715E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000313,serous secreting cell,7,6.364214928629876E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0001056,"dendritic cell, human",7,6.364214928629876E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033041,CCL3-positive alveolar macrophage,7,6.364214928629876E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002075,brush cell of tracheobronchial tree,6,5.455041367397036E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4033005,serous secreting cell of bronchus submucosal gland,6,5.455041367397036E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0002394,CD141-positive myeloid dendritic cell,5,4.545867806164197E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0000037,hematopoietic stem cell,3,2.727520683698518E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_0005006,ionocyte,2,1.818347122465679E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,celltypist,http://purl.obolibrary.org/obo/CL_4023054,mesothelial fibroblast,2,1.818347122465679E-4
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000788,naive B cell,671,0.1841888553390063
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000863,M1 macrophage,644,0.1767773812791655
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,480,0.1317595388416141
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,331,0.09085918199286303
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,220,0.06038978863573977
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,151,0.04144935492725776
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000232,erythrocyte,133,0.03650837222069723
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000939,CD16 NK cell,115,0.0315673895141367
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000909,"CD8-positive, alpha-beta memory T cell",114,0.03129289047488334
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_4028003,alveolar capillary type 2 endothelial cell,100,0.02744990392533626
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000235,macrophage,91,0.024979412572056
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000669,pericyte,81,0.02223442217952237
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,77,0.02113642602250892
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,69,0.01894043370848202
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,49,0.01345045292341477
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,41,0.01125446060938787
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000576,monocyte,41,0.01125446060938787
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,38,0.01043096349162778
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0019031,intestine goblet cell,36,0.009881965413121054
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_1000271,lung multiciliated epithelial cell,32,0.008783969256107603
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000787,memory B cell,23,0.00631347790282734
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,23,0.00631347790282734
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0001054,CD14-positive monocyte,14,0.003842986549547077
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",13,0.003568487510293714
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",10,0.002744990392533626
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000542,lymphocyte,8,0.002195992314026901
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_4052021,GZMK CD8 T cell,8,0.002195992314026901
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,7,0.001921493274773538
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,6,0.001646994235520176
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,5,0.001372495196266813
https://entity.api.hubmapconsortium.org/entities/4de0f783e9ba5fc7a93b061718e9b975,pan-human-azimuth,http://purl.obolibrary.org/obo/CL_0000097,mast cell,4,0.00109799615701345
