tool,cell_id,cell_label,count,avg_percentage_of_total
popv,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,19788,0.00897746667652623
popv,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,17676,0.0077320551440446346
popv,http://purl.obolibrary.org/obo/CL_0002370,respiratory tract goblet cell,11530,0.003962021006174388
popv,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,11252,0.0038342712106439044
popv,http://purl.obolibrary.org/obo/CL_0002598,bronchial smooth muscle cell,9100,0.003666090027709362
popv,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",8826,0.002564106045170997
popv,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,7458,0.00292619576707194
popv,http://purl.obolibrary.org/obo/CL_0000236,B cell,5256,0.0030173621107512268
popv,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,3872,0.0029776210013120097
popv,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,3392,0.0019140438322085515
popv,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,2800,0.0011799229749163763
popv,http://purl.obolibrary.org/obo/CL_2000016,lung microvascular endothelial cell,1528,8.085920229844779E-4
popv,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",1254,5.381521497248863E-4
popv,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,1044,6.177492665625887E-4
popv,http://purl.obolibrary.org/obo/CL_1000331,serous cell of epithelium of bronchus,852,0.0032517894373936605
popv,http://purl.obolibrary.org/obo/CL_0002393,intermediate monocyte,642,4.077292937558825E-4
popv,http://purl.obolibrary.org/obo/CL_0017000,pulmonary ionocyte,394,0.0010855089248669255
popv,http://purl.obolibrary.org/obo/CL_0000322,pulmonary alveolar epithelial cell,374,2.071905465659418E-4
popv,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,104,2.170619908073164E-4
popv,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,50,5.100280216785707E-4
popv,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,50,3.1645911560314717E-4
popv,http://purl.obolibrary.org/obo/CL_0002328,bronchial epithelial cell,4,1.8589503415280861E-4
popv,http://purl.obolibrary.org/obo/CL_2000008,microvascular endothelial cell,4,7.961149590000795E-5
