Organ_Label,Organ_ID,Annotation_Label,Annotation_Label_ID,CL_Label,CL_ID,CL_Match,dataset_count,cell_count
heart,UBERON:0000948,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,CL:0010008,,310,602746
heart,UBERON:0013702,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,CL:0010008,,114,118636
heart,UBERON:0015410,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,CL:0010008,,114,118636
heart,UBERON:0004535,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,CL:0010008,,114,118636
heart,UBERON:0001009,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,CL:0010008,,114,118636
heart,UBERON:0000467,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,CL:0010008,,114,118636
heart,UBERON:0000948,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,,312,2733629
heart,UBERON:0013702,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,,115,363443
heart,UBERON:0015410,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,,115,363443
heart,UBERON:0004535,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,,115,363443
heart,UBERON:0001009,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,,115,363443
heart,UBERON:0000467,cardiac muscle cell,CL:0000746,cardiac muscle cell,CL:0000746,,115,363443
heart,UBERON:0000948,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,CL:0002548,,312,806569
heart,UBERON:0013702,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,CL:0002548,,115,143699
heart,UBERON:0015410,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,CL:0002548,,115,143699
heart,UBERON:0004535,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,CL:0002548,,115,143699
heart,UBERON:0001009,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,CL:0002548,,115,143699
heart,UBERON:0000467,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,CL:0002548,,115,143699
heart,UBERON:0000948,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,305,80842
heart,UBERON:0013702,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,109,4400
heart,UBERON:0015410,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,109,4400
heart,UBERON:0004535,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,109,4400
heart,UBERON:0001009,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,109,4400
heart,UBERON:0000467,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,109,4400
heart,UBERON:0000948,macrophage,CL:0000235,macrophage,CL:0000235,,308,376084
heart,UBERON:0013702,macrophage,CL:0000235,macrophage,CL:0000235,,112,70510
heart,UBERON:0015410,macrophage,CL:0000235,macrophage,CL:0000235,,112,70510
heart,UBERON:0004535,macrophage,CL:0000235,macrophage,CL:0000235,,112,70510
heart,UBERON:0001009,macrophage,CL:0000235,macrophage,CL:0000235,,112,70510
heart,UBERON:0000467,macrophage,CL:0000235,macrophage,CL:0000235,,112,70510
heart,UBERON:0000948,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,,311,538346
heart,UBERON:0013702,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,,115,92156
heart,UBERON:0015410,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,,115,92156
heart,UBERON:0004535,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,,115,92156
heart,UBERON:0001009,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,,115,92156
heart,UBERON:0000467,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,,115,92156
large intestine,UBERON:0000059,B cell,CL:0000236,B cell,CL:0000236,,160,35438
large intestine,UBERON:0013702,B cell,CL:0000236,B cell,CL:0000236,,38,1634
large intestine,UBERON:0004921,B cell,CL:0000236,B cell,CL:0000236,,38,1634
large intestine,UBERON:0001555,B cell,CL:0000236,B cell,CL:0000236,,38,1634
large intestine,UBERON:0001007,B cell,CL:0000236,B cell,CL:0000236,,38,1634
large intestine,UBERON:0000467,B cell,CL:0000236,B cell,CL:0000236,,38,1634
large intestine,UBERON:0000059,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,146,27041
large intestine,UBERON:0013702,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,37,2053
large intestine,UBERON:0004921,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,37,2053
large intestine,UBERON:0001555,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,37,2053
large intestine,UBERON:0001007,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,37,2053
large intestine,UBERON:0000467,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,37,2053
large intestine,UBERON:0000059,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,163,27756
large intestine,UBERON:0013702,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,39,1776
large intestine,UBERON:0004921,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,39,1776
large intestine,UBERON:0001555,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,39,1776
large intestine,UBERON:0001007,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,39,1776
large intestine,UBERON:0000467,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,39,1776
large intestine,UBERON:0000059,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,CL:0002071,,151,422748
large intestine,UBERON:0013702,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,CL:0002071,,41,52756
large intestine,UBERON:0004921,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,CL:0002071,,41,52756
large intestine,UBERON:0001555,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,CL:0002071,,41,52756
large intestine,UBERON:0001007,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,CL:0002071,,41,52756
large intestine,UBERON:0000467,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,CL:0002071,,41,52756
large intestine,UBERON:0000059,fibroblast,CL:0000057,fibroblast,CL:0000057,,106,188919
large intestine,UBERON:0013702,fibroblast,CL:0000057,fibroblast,CL:0000057,,40,17635
large intestine,UBERON:0004921,fibroblast,CL:0000057,fibroblast,CL:0000057,,40,17635
large intestine,UBERON:0001555,fibroblast,CL:0000057,fibroblast,CL:0000057,,40,17635
large intestine,UBERON:0001007,fibroblast,CL:0000057,fibroblast,CL:0000057,,40,17635
large intestine,UBERON:0000467,fibroblast,CL:0000057,fibroblast,CL:0000057,,40,17635
large intestine,UBERON:0000059,gut endothelial cell,CL:0000131,gut endothelial cell,CL:0000131,,111,57785
large intestine,UBERON:0013702,gut endothelial cell,CL:0000131,gut endothelial cell,CL:0000131,,41,16301
large intestine,UBERON:0004921,gut endothelial cell,CL:0000131,gut endothelial cell,CL:0000131,,41,16301
large intestine,UBERON:0001555,gut endothelial cell,CL:0000131,gut endothelial cell,CL:0000131,,41,16301
large intestine,UBERON:0001007,gut endothelial cell,CL:0000131,gut endothelial cell,CL:0000131,,41,16301
large intestine,UBERON:0000467,gut endothelial cell,CL:0000131,gut endothelial cell,CL:0000131,,41,16301
large intestine,UBERON:0000059,intestinal crypt stem cell of large intestine,CL:0009016,intestinal crypt stem cell of large intestine,CL:0009016,,11,304
large intestine,UBERON:0000059,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,CL:1001516,,133,7362
large intestine,UBERON:0013702,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,CL:1001516,,38,1018
large intestine,UBERON:0004921,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,CL:1001516,,38,1018
large intestine,UBERON:0001555,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,CL:1001516,,38,1018
large intestine,UBERON:0001007,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,CL:1001516,,38,1018
large intestine,UBERON:0000467,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,CL:1001516,,38,1018
large intestine,UBERON:0000059,intestinal tuft cell,CL:0019032,intestinal tuft cell,CL:0019032,,130,61515
large intestine,UBERON:0013702,intestinal tuft cell,CL:0019032,intestinal tuft cell,CL:0019032,,41,17687
large intestine,UBERON:0004921,intestinal tuft cell,CL:0019032,intestinal tuft cell,CL:0019032,,41,17687
large intestine,UBERON:0001555,intestinal tuft cell,CL:0019032,intestinal tuft cell,CL:0019032,,41,17687
large intestine,UBERON:0001007,intestinal tuft cell,CL:0019032,intestinal tuft cell,CL:0019032,,41,17687
large intestine,UBERON:0000467,intestinal tuft cell,CL:0019032,intestinal tuft cell,CL:0019032,,41,17687
large intestine,UBERON:0000059,large intestine goblet cell,CL:1000320,large intestine goblet cell,CL:1000320,,131,118182
large intestine,UBERON:0013702,large intestine goblet cell,CL:1000320,large intestine goblet cell,CL:1000320,,41,20284
large intestine,UBERON:0004921,large intestine goblet cell,CL:1000320,large intestine goblet cell,CL:1000320,,41,20284
large intestine,UBERON:0001555,large intestine goblet cell,CL:1000320,large intestine goblet cell,CL:1000320,,41,20284
large intestine,UBERON:0001007,large intestine goblet cell,CL:1000320,large intestine goblet cell,CL:1000320,,41,20284
large intestine,UBERON:0000467,large intestine goblet cell,CL:1000320,large intestine goblet cell,CL:1000320,,41,20284
large intestine,UBERON:0000059,mast cell,CL:0000097,mast cell,CL:0000097,,114,5224
large intestine,UBERON:0013702,mast cell,CL:0000097,mast cell,CL:0000097,,16,44
large intestine,UBERON:0004921,mast cell,CL:0000097,mast cell,CL:0000097,,16,44
large intestine,UBERON:0001555,mast cell,CL:0000097,mast cell,CL:0000097,,16,44
large intestine,UBERON:0001007,mast cell,CL:0000097,mast cell,CL:0000097,,16,44
large intestine,UBERON:0000467,mast cell,CL:0000097,mast cell,CL:0000097,,16,44
large intestine,UBERON:0000059,monocyte,CL:0000576,monocyte,CL:0000576,,75,16025
large intestine,UBERON:0013702,monocyte,CL:0000576,monocyte,CL:0000576,,36,1289
large intestine,UBERON:0004921,monocyte,CL:0000576,monocyte,CL:0000576,,36,1289
large intestine,UBERON:0001555,monocyte,CL:0000576,monocyte,CL:0000576,,36,1289
large intestine,UBERON:0001007,monocyte,CL:0000576,monocyte,CL:0000576,,36,1289
large intestine,UBERON:0000467,monocyte,CL:0000576,monocyte,CL:0000576,,36,1289
large intestine,UBERON:0000059,neutrophil,CL:0000775,neutrophil,CL:0000775,,93,31399
large intestine,UBERON:0013702,neutrophil,CL:0000775,neutrophil,CL:0000775,,30,887
large intestine,UBERON:0004921,neutrophil,CL:0000775,neutrophil,CL:0000775,,30,887
large intestine,UBERON:0001555,neutrophil,CL:0000775,neutrophil,CL:0000775,,30,887
large intestine,UBERON:0001007,neutrophil,CL:0000775,neutrophil,CL:0000775,,30,887
large intestine,UBERON:0000467,neutrophil,CL:0000775,neutrophil,CL:0000775,,30,887
large intestine,UBERON:0000059,paneth cell of colon,CL:0009009,paneth cell of colon,CL:0009009,,148,31966
large intestine,UBERON:0013702,paneth cell of colon,CL:0009009,paneth cell of colon,CL:0009009,,41,2434
large intestine,UBERON:0004921,paneth cell of colon,CL:0009009,paneth cell of colon,CL:0009009,,41,2434
large intestine,UBERON:0001555,paneth cell of colon,CL:0009009,paneth cell of colon,CL:0009009,,41,2434
large intestine,UBERON:0001007,paneth cell of colon,CL:0009009,paneth cell of colon,CL:0009009,,41,2434
large intestine,UBERON:0000467,paneth cell of colon,CL:0009009,paneth cell of colon,CL:0009009,,41,2434
large intestine,UBERON:0000059,plasma cell,CL:0000786,plasma cell,CL:0000786,,137,53180
large intestine,UBERON:0013702,plasma cell,CL:0000786,plasma cell,CL:0000786,,30,986
large intestine,UBERON:0004921,plasma cell,CL:0000786,plasma cell,CL:0000786,,30,986
large intestine,UBERON:0001555,plasma cell,CL:0000786,plasma cell,CL:0000786,,30,986
large intestine,UBERON:0001007,plasma cell,CL:0000786,plasma cell,CL:0000786,,30,986
large intestine,UBERON:0000467,plasma cell,CL:0000786,plasma cell,CL:0000786,,30,986
large intestine,UBERON:0000059,transit amplifying cell of colon,CL:0009011,transit amplifying cell of colon,CL:0009011,,95,4719
large intestine,UBERON:0013702,transit amplifying cell of colon,CL:0009011,transit amplifying cell of colon,CL:0009011,,31,1169
large intestine,UBERON:0004921,transit amplifying cell of colon,CL:0009011,transit amplifying cell of colon,CL:0009011,,31,1169
large intestine,UBERON:0001555,transit amplifying cell of colon,CL:0009011,transit amplifying cell of colon,CL:0009011,,31,1169
large intestine,UBERON:0001007,transit amplifying cell of colon,CL:0009011,transit amplifying cell of colon,CL:0009011,,31,1169
large intestine,UBERON:0000467,transit amplifying cell of colon,CL:0009011,transit amplifying cell of colon,CL:0009011,,31,1169
liver,UBERON:0002107,T cell,CL:0000084,T cell,CL:0000084,,49,79454
liver,UBERON:0013702,T cell,CL:0000084,T cell,CL:0000084,,2,1152
liver,UBERON:0001007,T cell,CL:0000084,T cell,CL:0000084,,2,1152
liver,UBERON:0000467,T cell,CL:0000084,T cell,CL:0000084,,2,1152
liver,UBERON:0002107,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,CL:1000398,,46,47430
liver,UBERON:0013702,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,CL:1000398,,2,4888
liver,UBERON:0001007,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,CL:1000398,,2,4888
liver,UBERON:0000467,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,CL:1000398,,2,4888
liver,UBERON:0002107,erythrocyte,CL:0000232,erythrocyte,CL:0000232,,3,6
liver,UBERON:0002107,fibroblast,CL:0000057,fibroblast,CL:0000057,,31,1398
liver,UBERON:0013702,fibroblast,CL:0000057,fibroblast,CL:0000057,,2,24
liver,UBERON:0001007,fibroblast,CL:0000057,fibroblast,CL:0000057,,2,24
liver,UBERON:0000467,fibroblast,CL:0000057,fibroblast,CL:0000057,,2,24
liver,UBERON:0002107,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,34,252470
liver,UBERON:0013702,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,2,4478
liver,UBERON:0001007,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,2,4478
liver,UBERON:0000467,hepatocyte,CL:0000182,hepatocyte,CL:0000182,,2,4478
liver,UBERON:0002107,intrahepatic cholangiocyte,CL:0002538,intrahepatic cholangiocyte,CL:0002538,,38,46462
liver,UBERON:0013702,intrahepatic cholangiocyte,CL:0002538,intrahepatic cholangiocyte,CL:0002538,,2,1372
liver,UBERON:0001007,intrahepatic cholangiocyte,CL:0002538,intrahepatic cholangiocyte,CL:0002538,,2,1372
liver,UBERON:0000467,intrahepatic cholangiocyte,CL:0002538,intrahepatic cholangiocyte,CL:0002538,,2,1372
liver,UBERON:0002107,liver dendritic cell,CL:2000055,liver dendritic cell,CL:2000055,,46,25190
liver,UBERON:0013702,liver dendritic cell,CL:2000055,liver dendritic cell,CL:2000055,,2,176
liver,UBERON:0001007,liver dendritic cell,CL:2000055,liver dendritic cell,CL:2000055,,2,176
liver,UBERON:0000467,liver dendritic cell,CL:2000055,liver dendritic cell,CL:2000055,,2,176
liver,UBERON:0002107,macrophage,CL:0000235,macrophage,CL:0000235,,54,49435
liver,UBERON:0013702,macrophage,CL:0000235,macrophage,CL:0000235,,2,1425
liver,UBERON:0001007,macrophage,CL:0000235,macrophage,CL:0000235,,2,1425
liver,UBERON:0000467,macrophage,CL:0000235,macrophage,CL:0000235,,2,1425
liver,UBERON:0002107,mature NK T cell,CL:0000814,mature NK T cell,CL:0000814,,54,219844
liver,UBERON:0013702,mature NK T cell,CL:0000814,mature NK T cell,CL:0000814,,2,840
liver,UBERON:0001007,mature NK T cell,CL:0000814,mature NK T cell,CL:0000814,,2,840
liver,UBERON:0000467,mature NK T cell,CL:0000814,mature NK T cell,CL:0000814,,2,840
liver,UBERON:0002107,monocyte,CL:0000576,monocyte,CL:0000576,,51,63215
liver,UBERON:0013702,monocyte,CL:0000576,monocyte,CL:0000576,,2,223
liver,UBERON:0001007,monocyte,CL:0000576,monocyte,CL:0000576,,2,223
liver,UBERON:0000467,monocyte,CL:0000576,monocyte,CL:0000576,,2,223
liver,UBERON:0002107,neutrophil,CL:0000775,neutrophil,CL:0000775,,54,252013
liver,UBERON:0013702,neutrophil,CL:0000775,neutrophil,CL:0000775,,2,7003
liver,UBERON:0001007,neutrophil,CL:0000775,neutrophil,CL:0000775,,2,7003
liver,UBERON:0000467,neutrophil,CL:0000775,neutrophil,CL:0000775,,2,7003
liver,UBERON:0002107,plasma cell,CL:0000786,plasma cell,CL:0000786,,51,10676
liver,UBERON:0013702,plasma cell,CL:0000786,plasma cell,CL:0000786,,2,154
liver,UBERON:0001007,plasma cell,CL:0000786,plasma cell,CL:0000786,,2,154
liver,UBERON:0000467,plasma cell,CL:0000786,plasma cell,CL:0000786,,2,154
lung,UBERON:0002048,B cell,CL:0000236,B cell,CL:0000236,,330,78776
lung,UBERON:0002048,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000624,,364,438210
lung,UBERON:0002048,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000625,,367,329378
lung,UBERON:0002048,adventitial cell,CL:0002503,adventitial cell,CL:0002503,,191,7622
lung,UBERON:0002048,basal cell,CL:0000646,basal cell,CL:0000646,,319,156552
lung,UBERON:0002048,basophil,CL:0000767,basophil,CL:0000767,,328,75164
lung,UBERON:0002048,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,CL:0000071,,79,458
lung,UBERON:0002048,bronchial smooth muscle cell,CL:0002598,bronchial smooth muscle cell,CL:0002598,,241,19258
lung,UBERON:0002048,capillary endothelial cell,CL:0002144,capillary endothelial cell,CL:0002144,,299,105084
lung,UBERON:0002048,classical monocyte,CL:0000860,classical monocyte,CL:0000860,,329,84614
